fips,smoke_days_35,smoke_days_55,smoke_trend,hms_smoke_days,smoke_basis
17161,0.752,0.375,0.453,25.5,monitor
17163,0.257,0.129,0.168,20.1,monitor
17165,0.503,0.126,0.18,18.8,imputed
17167,0.375,0.25,0.25,21,monitor
17169,0,0,0,21.9,imputed
17171,0.399,0.133,0.128,21.1,imputed
17173,0.745,0.248,0.231,20.2,imputed
17175,0,0,0,23.6,imputed
17177,1.43,0.43,0.398,26.2,imputed
17179,0,0,0,22.2,imputed
17181,0.132,0,0.0478,20.5,imputed
17183,0.377,0.252,0.128,20,imputed
17185,0.397,0.132,0.135,18.1,imputed
17187,0.727,0.363,0.216,23.5,imputed
17189,0.44,0.22,0.148,20.2,imputed
17191,0.517,0.129,0.175,19.2,imputed
17193,0.487,0.122,0.174,18.1,imputed
17195,0.646,0.484,0.178,26,imputed
17197,0.75,0.5,0.5,23,monitor
17199,0.527,0.132,0.188,19.6,imputed
17201,1.38,0.414,0.701,26.6,monitor
17203,0.662,0.397,0.184,22.4,imputed
18001,0,0,0,20,imputed
18003,0,0,0,20.5,monitor
18005,0.264,0.132,0.176,18.2,monitor
18007,0.676,0.27,0.197,21.5,imputed
18009,0.377,0,0.125,20.4,imputed
18011,0.625,0.25,0.206,19.8,imputed
18013,0.521,0.26,0.172,19,imputed
18015,0.66,0.264,0.203,21,imputed
18017,0.656,0.262,0.211,21.1,imputed
18019,0.75,0.125,0.5,17.2,monitor
18021,0.383,0.255,0.131,18.4,imputed
18023,0.66,0.264,0.21,21,imputed
18025,0.254,0,0.0924,17.2,imputed
18027,0.635,0.424,0.219,18,imputed
18029,1.04,0.259,0.352,18,imputed
18031,0.259,0.129,0.0869,18.5,imputed
18033,0,0,0,20.9,imputed
18035,0.41,0,0.273,20,monitor
18037,0.189,0,0.126,17.6,monitor
18039,0.515,0.257,0.343,22.5,monitor
18041,1.72,0.381,0.559,18.5,imputed
18043,0.687,0.343,0.273,16.8,monitor
18045,0.621,0.248,0.214,19.8,imputed
18047,1.68,0.611,0.551,18.6,imputed
18049,0.725,0.363,0.22,22.1,imputed
18051,0.391,0.13,0.138,17.9,imputed
18053,0.375,0,0.122,20.2,imputed
18055,0.375,0.25,0.25,18.5,monitor
18057,0.636,0.254,0.424,19.9,monitor
18059,1.42,0.258,0.478,19.2,imputed
18061,0.689,0.344,0.252,16.9,imputed
18063,1.4,0.255,0.466,19,imputed
18065,1.12,0.25,0.75,19.8,monitor
18067,0.689,0.275,0.459,20.9,monitor
18069,1.04,0.446,0.344,20.5,imputed
18071,0.253,0.127,0.0847,18.1,imputed
18073,0.733,0.244,0.209,22.1,imputed
18075,0.373,0,0.123,20.1,imputed
18077,0.826,0.138,0.284,17.6,imputed
18079,0.252,0.126,0.0839,18,imputed
18081,1.39,0.253,0.458,18.9,imputed
18083,0,0,0,18.4,imputed
18085,1.13,0.486,0.344,22.4,imputed
18087,0.494,0.247,0.158,21.6,imputed
18089,0.75,0.25,0.5,22.6,monitor
18091,0.37,0,0.247,23,monitor
18093,0.507,0.253,0.174,18.5,imputed
18095,1.02,0.254,0.678,20,monitor
18097,1.38,0.25,0.774,18.6,monitor
18099,0.75,0.375,0.222,22.9,imputed
18101,0.274,0,0.0968,18.6,imputed
18103,0.652,0.261,0.211,21,imputed
18105,0.5,0.25,0.333,18.8,monitor
18107,0.609,0.244,0.207,19.4,imputed
18109,0.517,0.259,0.172,18.9,imputed
18111,0.725,0.242,0.206,21.9,imputed
18113,1.1,0.47,0.347,21.6,imputed
18115,0.971,0.243,0.328,16.9,imputed
18117,0.256,0,0.0902,17.4,imputed
18119,0.503,0.252,0.174,18.4,imputed
18121,0.393,0.262,0.133,18.9,imputed
18123,0,0,0,17.1,imputed
18125,0.256,0,0.0898,17.4,imputed
18127,0.542,0.271,0.361,22.2,monitor
18129,0.386,0.129,0.14,17.6,imputed
18131,0.326,0,0.0959,22.5,imputed
18133,0.401,0.267,0.136,19.2,imputed
18135,0.352,0,0.117,19,imputed
18137,0.259,0.129,0.0866,18.5,imputed
18139,1.79,0.397,0.577,19.2,imputed
18141,0.75,0.375,0.5,22.9,monitor
18143,0.844,0.141,0.285,18,imputed
18145,0.267,0.134,0.0894,19.1,imputed
18147,0,0,0,16.8,monitor
18149,0.326,0,0.097,22.5,imputed
18151,0,0,0,21.6,imputed
18153,0,0,0,18.9,monitor
18155,0.971,0.243,0.332,16.9,imputed
18157,0.692,0.277,0.461,20.9,monitor
18159,0.625,0.25,0.201,20.1,imputed
18161,1.02,0.383,0.345,18.5,imputed
18163,0.38,0.127,0.206,17.4,monitor
18165,0.401,0.267,0.134,19.2,imputed
18167,0.397,0.265,0.265,18.6,monitor
18169,1.07,0.457,0.341,21,imputed
18171,0.625,0.25,0.207,19.9,imputed
18173,0,0,0,17.2,imputed
18175,0.73,0.365,0.255,17.9,imputed
18177,1.04,0.391,0.357,18.9,imputed
18179,0,0,0,20.2,imputed
18181,0.676,0.27,0.201,21.5,imputed
18183,0.875,0.375,0.583,20.8,monitor
19001,0.363,0,0.0981,27.2,imputed
19003,0.36,0,0.105,27,imputed
19005,0.786,0.262,0.211,27.2,imputed
19007,0,0,0,26.2,imputed
19009,0.708,0.354,0.185,27.6,imputed
19011,0.79,0.395,0.223,27.2,imputed
19013,0,0,0,27.2,monitor
19015,0.764,0.382,0.209,27.5,imputed
19017,0,0,0,27.8,imputed
19019,0,0,0,26.5,imputed
19021,1.03,0.344,0.245,29.2,imputed
19023,0,0,0,28.5,imputed
19025,1.02,0.34,0.258,28.9,imputed
19027,0.721,0.361,0.185,28.1,imputed
19029,0.362,0,0.0973,27.1,imputed
19031,0.382,0.255,0.119,25.6,imputed
19033,0,0,0,29,imputed
19035,1.08,1.08,0.257,28.8,imputed
19037,0,0,0,28.8,imputed
19039,0.743,0.372,0.208,26.8,imputed
19041,1.06,0.354,0.251,30.1,imputed
19043,0.782,0.261,0.221,27.1,imputed
19045,0.5,0.375,0.333,25.5,monitor
19047,1.08,1.08,0.261,28.8,imputed
19049,0.757,0.378,0.201,27.2,imputed
19051,0,0,0,24.5,imputed
19053,0.712,0.356,0.215,25.6,imputed
19055,0.775,0.388,0.22,26.8,imputed
19057,0,0,0,24,imputed
19059,1.07,0.356,0.245,30.2,imputed
19061,0.75,0.25,0.219,26,imputed
19063,1.08,0.36,0.256,30.6,imputed
19065,0,0,0,27.9,imputed
19067,0,0,0,28.1,imputed
19069,0,0,0,28.8,imputed
19071,0.36,0,0.0984,27,imputed
19073,0.778,0.389,0.202,28,imputed
19075,0,0,0,27.9,imputed
19077,0.753,0.377,0.203,27.1,imputed
19079,0.788,0.394,0.201,28.4,imputed
19081,1.03,0.344,0.262,29.2,imputed
19083,0,0,0,28.5,imputed
19085,0.708,0.354,0.179,27.6,imputed
19087,0,0,0,24.4,imputed
19089,1.25,0.139,0.35,29,imputed
19091,1.02,0.34,0.247,28.9,imputed
19093,1.08,1.08,0.25,28.8,imputed
19095,0.634,0.381,0.179,25.9,imputed
19097,0.637,0.477,0.181,25.6,imputed
19099,0.753,0.377,0.212,27.1,imputed
19101,0,0,0,25.1,imputed
19103,0.625,0.375,0.417,26,monitor
19105,0.754,0.377,0.219,26,imputed
19107,0.637,0.382,0.186,26,imputed
19109,1.05,0.351,0.257,29.9,imputed
19111,0,0,0,22.9,monitor
19113,0.75,0.375,0.333,26,monitor
19115,0.379,0.252,0.115,25.4,imputed
19117,0.729,0.365,0.207,26.2,imputed
19119,1.08,1.08,0.237,28.9,imputed
19121,0.747,0.373,0.203,26.9,imputed
19123,0,0,0,26.2,imputed
19125,0.74,0.37,0.211,26.6,imputed
19127,0.76,0.38,0.208,27.4,imputed
19129,0.679,0.34,0.192,26.5,imputed
19131,1.28,0.142,0.337,29.5,imputed
19133,1.08,1.08,0.257,28.8,imputed
19135,0,0,0,26.6,imputed
19137,0.413,0,0.275,27,monitor
19139,0.375,0.25,0.25,25.4,monitor
19141,1.01,0.335,0.232,28.5,imputed
19143,1.04,0.346,0.243,29.4,imputed
19145,0.353,0,0.104,26.5,imputed
19147,1.09,0.375,0.587,30.5,monitor
19149,1.07,1.07,0.242,28.6,imputed
19151,1.05,0.349,0.244,29.6,imputed
19153,0.75,0.375,0.452,27,monitor
19155,0.755,0.413,0.373,27.2,monitor
19157,0.653,0.392,0.188,26.6,imputed
19159,0.343,0,0.102,25.8,imputed
19161,1.06,1.06,0.267,28.4,imputed
19163,0.75,0.375,0.405,25.8,monitor
19165,0.715,0.357,0.182,27.9,imputed
19167,1.09,1.09,0.251,29,imputed
19169,0.767,0.384,0.211,27.6,imputed
19171,0,0,0,27.6,imputed
19173,0.357,0,0.104,26.8,imputed
19175,0.355,0,0.1,26.6,imputed
19177,0,0,0,23.8,monitor
19179,0,0,0,25.8,imputed
19181,0.747,0.373,0.203,26.9,imputed
19183,0.637,0.382,0.19,26,imputed
19185,0.715,0.358,0.204,25.8,imputed
19187,1.01,0.338,0.258,28.8,imputed
19189,1.03,0.343,0.265,29.1,imputed
19191,1.23,0.137,0.333,28.5,imputed
19193,1.18,1.18,0.628,28.6,monitor
19195,1.27,0.141,0.333,29.4,imputed
19197,1.03,0.344,0.267,29.2,imputed
20001,0.581,0.145,0.176,23.4,imputed
20003,0.593,0.148,0.19,23.9,imputed
20005,0.423,0.141,0.131,25.5,imputed
20007,0.589,0.147,0.131,20.8,imputed
20009,0.81,0.135,0.182,21.9,imputed
20011,0.559,0.14,0.185,22.5,imputed
20013,0.685,0.548,0.205,25.8,imputed
20015,0.793,0.198,0.223,23,imputed
20017,0.884,0.221,0.234,25.6,imputed
20019,0.831,0,0.224,23,imputed
20021,1.95,0.487,0.648,21.8,imputed
20023,0.368,0.0576,0.0589,21.6,imputed
20025,0.317,0.0496,0.0617,18.6,imputed
20027,0.665,0.532,0.174,25,imputed
20029,0.429,0.0672,0.111,25.2,imputed
20031,0.609,0.152,0.179,24.5,imputed
20033,0.284,0,0.0617,19.8,imputed
20035,0.908,0.151,0.256,22.2,imputed
20037,0.578,0.144,0.193,23.2,imputed
20039,0.866,0.144,0.144,23.4,imputed
20041,0.648,0.519,0.186,24.4,imputed
20043,0.437,0.146,0.132,26.4,imputed
20045,0.53,0,0.175,24.5,imputed
20047,0.764,0.127,0.169,20.6,imputed
20049,0.587,0.147,0.152,23.6,imputed
20051,0.843,0.14,0.171,22.8,imputed
20053,0.784,0.196,0.19,22.8,imputed
20055,0.713,0.119,0.129,19.2,imputed
20057,0.731,0.122,0.153,19.8,imputed
20059,0.522,0,0.168,24.1,imputed
20061,0.675,0.54,0.193,25.4,imputed
20063,0.81,0.135,0.145,21.9,imputed
20065,0.852,0.142,0.154,23,imputed
20067,0.312,0.0489,0.0512,18.4,imputed
20069,0.722,0.12,0.143,19.5,imputed
20071,0.325,0.0509,0.0504,19.1,imputed
20073,0.587,0.147,0.164,23.6,imputed
20075,0.312,0.0489,0.05,18.4,imputed
20077,0.599,0.15,0.146,21.1,imputed
20079,0.763,0.191,0.201,22.1,imputed
20081,0.314,0.0493,0.0534,18.5,imputed
20083,0.75,0.125,0.167,20.2,imputed
20085,0.698,0.559,0.212,26.2,imputed
20087,0.668,0.535,0.212,25.1,imputed
20089,0.408,0.0639,0.0955,24,imputed
20091,0.503,0,0.236,24.4,monitor
20093,0.331,0.0519,0.0538,19.5,imputed
20095,0.746,0.186,0.183,21.6,imputed
20097,0.336,0.0526,0.072,19.8,imputed
20099,0.547,0.137,0.169,22,imputed
20101,0.778,0.13,0.157,21,imputed
20103,0.41,0.137,0.134,24.8,imputed
20105,0.884,0.147,0.209,23.9,imputed
20107,0.5,0,0.161,23.1,imputed
20109,0.796,0.133,0.139,21.5,imputed
20111,0.672,0.537,0.196,25.2,imputed
20113,0.81,0.203,0.199,23.5,imputed
20115,0.828,0.207,0.221,24,imputed
20117,0.701,0.561,0.195,26.4,imputed
20119,0.31,0.0486,0.0615,18.2,imputed
20121,0.519,0,0.172,24,imputed
20123,0.402,0.0629,0.0961,23.6,imputed
20125,0.503,0,0.142,21.6,imputed
20127,0.678,0.543,0.191,25.5,imputed
20129,0.308,0.0483,0.0536,18.1,imputed
20131,0.685,0.548,0.204,25.8,imputed
20133,0.535,0.134,0.21,22.6,monitor
20135,0.792,0.132,0.149,21.4,imputed
20137,0.903,0.15,0.156,24.4,imputed
20139,0.672,0.537,0.205,25.2,imputed
20141,0.856,0.143,0.19,23.1,imputed
20143,0.423,0.0662,0.103,24.9,imputed
20145,0.764,0.127,0.168,20.6,imputed
20147,0.917,0.153,0.183,24.8,imputed
20149,0.705,0.564,0.201,26.5,imputed
20151,0.72,0.18,0.171,20.9,imputed
20153,0.852,0.142,0.138,23,imputed
20155,0.759,0.19,0.194,22,imputed
20157,0.429,0.0672,0.114,25.2,imputed
20159,0.772,0.193,0.186,22.4,imputed
20161,0.688,0.551,0.18,25.9,imputed
20163,0.861,0.144,0.168,23.2,imputed
20165,0.819,0.137,0.173,22.1,imputed
20167,0.861,0.144,0.198,23.2,imputed
20169,0.815,0.204,0.202,23.6,imputed
20171,0.745,0.124,0.14,20.1,imputed
20173,0.867,0.202,0.402,21.1,monitor
20175,0.31,0.0486,0.0591,18.2,imputed
20177,0.632,0.505,0.222,25.4,monitor
20179,0.833,0.139,0.151,22.5,imputed
20181,0.351,0.0549,0.0597,20.6,imputed
20183,0.907,0.151,0.191,24.5,imputed
20185,0.728,0.182,0.176,21.1,imputed
20187,0.314,0.0493,0.0526,18.5,imputed
20189,0.321,0.0503,0.0561,18.9,imputed
20191,0.581,0.165,0.292,21.2,monitor
20193,0.829,0.138,0.149,22.4,imputed
20195,0.757,0.125,0.359,22.5,monitor
20197,0.685,0.548,0.189,25.8,imputed
20199,0.329,0.0516,0.0504,19.4,imputed
20201,0.698,0.559,0.193,26.2,imputed
20203,0.745,0.124,0.122,20.1,imputed
20205,0.559,0.14,0.16,22.5,imputed
20207,0.606,0.151,0.169,24.4,imputed
20209,0.399,0.126,0.207,24.8,monitor
21001,0.292,0,0.12,14.8,imputed
21003,0.509,0.127,0.21,14.9,imputed
21005,0.13,0.13,0.0495,15.9,imputed
21007,0.149,0,0.0558,20.2,imputed
21009,0.509,0.127,0.21,14.9,imputed
21011,0.363,0.181,0.141,14.9,imputed
21013,0.398,0,0.203,11.4,monitor
21015,0.644,0.258,0.215,17,imputed
21017,0.126,0.126,0.0477,15.4,imputed
21019,0.634,0.255,0.375,14.4,monitor
21021,0.128,0.128,0.0483,15.6,imputed
21023,0.601,0.241,0.22,15.9,imputed
21025,0.529,0,0.212,13.8,imputed
21027,0.262,0.131,0.0987,16.2,imputed
21029,0.728,0.121,0.274,16.2,imputed
21031,0.543,0.136,0.21,15.9,imputed
21033,0.283,0,0.115,16.2,imputed
21035,0.119,0,0.0492,16.2,imputed
21037,0.625,0.25,0.417,17.1,monitor
21039,0.143,0,0.0553,19.5,imputed
21041,0.761,0.127,0.254,17,imputed
21043,0.256,0.128,0.163,14.4,monitor
21045,0.302,0,0.116,15.2,imputed
21047,0.268,0,0.173,16.4,monitor
21049,0.122,0.122,0.0464,14.9,imputed
21051,0.51,0,0.199,13.2,imputed
21053,0.282,0,0.119,14.2,imputed
21055,0.127,0,0.0494,17.2,imputed
21057,0.149,0,0.0625,14.1,imputed
21059,0.688,0.172,0.443,16.5,monitor
21061,0.526,0.131,0.21,15.4,imputed
21063,0.335,0.168,0.132,13.8,imputed
21065,0.119,0.119,0.0455,14.5,imputed
21067,0.126,0.126,0.0828,15.8,monitor
21069,0.357,0.178,0.139,14.6,imputed
21071,0.262,0,0.106,13.8,imputed
21073,0.131,0.131,0.0482,16,imputed
21075,0.132,0,0.0529,20.6,imputed
21077,0.625,0.25,0.216,16.5,imputed
21079,0.124,0.124,0.0473,15.1,imputed
21081,0.611,0.244,0.213,16.1,imputed
21083,0.132,0,0.0546,18,imputed
21085,0.254,0.127,0.0979,15.8,imputed
21087,0.246,0.123,0.0991,15.2,imputed
21089,0.363,0.181,0.147,14.9,imputed
21091,0.594,0.148,0.226,16.6,imputed
21093,0.254,0.127,0.165,16.1,monitor
21095,0.462,0,0.192,12,imputed
21097,0.131,0.131,0.0494,16,imputed
21099,0.248,0.124,0.0989,15.4,imputed
21101,0.607,0.152,0.221,17,imputed
21103,0.772,0.129,0.276,17.2,imputed
21105,0.143,0,0.0565,19.5,imputed
21107,0.285,0,0.114,16.4,imputed
21109,0.282,0,0.108,14.2,imputed
21111,0.75,0.125,0.452,16.8,monitor
21113,0.129,0.129,0.0492,15.8,imputed
21115,0.257,0,0.106,13.5,imputed
21117,0.649,0.259,0.218,17.1,imputed
21119,0.514,0,0.213,13.4,imputed
21121,0.482,0,0.196,12.4,imputed
21123,0.256,0.128,0.101,15.9,imputed
21125,0.275,0,0.105,13.9,imputed
21127,0.614,0.246,0.25,14,imputed
21129,0.543,0,0.211,14.1,imputed
21131,0.505,0,0.209,13.1,imputed
21133,0.476,0,0.2,12.4,imputed
21135,0.363,0.181,0.142,14.9,imputed
21137,0.304,0,0.117,15.4,imputed
21139,0.131,0,0.0495,17.9,imputed
21141,0.538,0.135,0.217,15.8,imputed
21143,0.287,0,0.116,16.5,imputed
21145,0.129,0,0.0862,18.9,monitor
21147,0.257,0,0.11,13,imputed
21149,0.58,0.145,0.222,16.2,imputed
21151,0.125,0.125,0.0474,15.2,imputed
21153,0.529,0,0.212,13.8,imputed
21155,0.258,0.129,0.0983,16,imputed
21157,0.124,0,0.0514,16.9,imputed
21159,0.271,0,0.111,14.2,imputed
21161,0.597,0.239,0.228,15.8,imputed
21163,0.266,0.133,0.101,16.5,imputed
21165,0.345,0.172,0.139,14.1,imputed
21167,0.127,0.127,0.0492,15.5,imputed
21169,0.5,0.125,0.206,14.6,imputed
21171,0.153,0,0.0637,14.5,imputed
21173,0.121,0.121,0.0468,14.8,imputed
21175,0.345,0.172,0.136,14.1,imputed
21177,0.276,0,0.109,15.9,imputed
21179,0.26,0.13,0.0997,16.1,imputed
21181,0.127,0.127,0.0488,15.5,imputed
21183,0.567,0.142,0.217,15.9,imputed
21185,0.767,0.128,0.277,17.1,imputed
21187,0.132,0.132,0.0467,16.1,imputed
21189,0.514,0,0.202,13.4,imputed
21191,0.611,0.244,0.211,16.1,imputed
21193,0.51,0,0.328,13.5,monitor
21195,0.252,0,0.166,13.4,monitor
21197,0.118,0.118,0.0458,14.4,imputed
21199,0.25,0,0.119,14.5,monitor
21201,0.601,0.241,0.227,15.9,imputed
21203,0.304,0,0.116,15.4,imputed
21205,0.338,0.169,0.134,13.9,imputed
21207,0.28,0,0.115,14.1,imputed
21209,0.132,0.132,0.0491,16.1,imputed
21211,0.75,0.125,0.271,16.8,imputed
21213,0.534,0.134,0.213,15.6,imputed
21215,0.733,0.122,0.273,16.4,imputed
21217,0.25,0.125,0.0991,15.5,imputed
21219,0.274,0,0.112,15.8,imputed
21221,0.278,0,0.118,16,imputed
21223,0.772,0.129,0.265,17.2,imputed
21225,0.621,0.155,0.237,17.4,imputed
21227,0.513,0.129,0.237,15.5,monitor
21229,0.683,0.114,0.259,15.2,imputed
21231,0.272,0,0.113,13.8,imputed
21233,0.598,0.15,0.235,16.8,imputed
21235,0.511,0,0.213,13.1,imputed
21237,0.534,0,0.21,13.9,imputed
21239,0.13,0.13,0.0489,15.9,imputed
22001,0,0,0,12.6,imputed
22003,0,0,0,12.6,imputed
22005,0,0,0,12.1,imputed
22007,0,0,0,13.2,imputed
22009,0,0,0,13.5,imputed
22011,0.173,0,0.0794,13,imputed
22013,0,0,0,15,imputed
22015,0,0,0,14.4,imputed
22017,0,0,0,14.4,monitor
22019,0.145,0,0.0798,13,monitor
22021,0,0,0,14.6,imputed
22023,0.172,0,0.0722,12.9,imputed
22025,0,0,0,13.4,imputed
22027,0.369,0,0.153,14.8,imputed
22029,0,0,0,13,imputed
22031,0,0,0,14.1,imputed
22033,0,0,0,11.5,monitor
22035,0.325,0,0.151,16.2,imputed
22037,0,0,0,12,imputed
22039,0,0,0,12.6,imputed
22041,0,0,0,14.5,imputed
22043,0,0,0,15,imputed
22045,0,0,0,12.8,imputed
22047,0,0,0,12.4,monitor
22049,0,0,0,15.1,imputed
22051,0,0,0,10.8,monitor
22053,0.175,0,0.0713,13.1,imputed
22055,0,0,0,13.4,monitor
22057,0,0,0,11.6,imputed
22059,0,0,0,14.2,imputed
22061,0,0,0,14.6,imputed
22063,0,0,0,10.6,imputed
22065,0,0,0,15.4,imputed
22067,0.338,0,0.155,16.9,imputed
22069,0,0,0,13.8,imputed
22071,0,0,0,10.1,monitor
22073,0,0,0,16,monitor
22075,0,0,0,10.8,imputed
22077,0,0,0,14,imputed
22079,0,0,0,14,monitor
22081,0,0,0,13.8,imputed
22083,0,0,0,15.6,imputed
22085,0,0,0,14.6,imputed
22087,0,0,0,8.88,monitor
22089,0,0,0,10.9,imputed
22091,0,0,0,10.9,imputed
22093,0,0,0,12.2,imputed
22095,0,0,0,10.4,imputed
22097,0,0,0,13,imputed
22099,0,0,0,12.5,imputed
22101,0.422,0.422,0.185,12.2,imputed
22103,0,0,0,10,imputed
22105,0,0,0,9.88,monitor
22107,0,0,0,13.1,imputed
22109,0.414,0.414,0.257,12,monitor
22111,0.388,0,0.163,15.5,imputed
22113,0,0,0,12,imputed
22115,0,0,0,13.6,imputed
22117,0,0,0,9.62,imputed
22119,0,0,0,14.8,imputed
22121,0,0,0,12.9,monitor
22123,0.33,0,0.152,16.5,imputed
22125,0,0,0,12,imputed
22127,0,0,0,15.5,imputed
23001,0,0,0,13.6,monitor
23003,0.375,0,0.25,13.2,monitor
23005,0.133,0,0.0887,13.5,monitor
23007,0.133,0,0.0448,13.9,imputed
23009,0,0,0,12.9,monitor
23011,0,0,0,13.1,monitor
23013,0,0,0,13,imputed
23015,0,0,0,12.6,imputed
23017,0.125,0,0.0357,13.5,monitor
23019,0,0,0,13.2,monitor
23021,0,0,0,13.5,imputed
23023,0,0,0,13.2,imputed
23025,0,0,0,13.9,imputed
23027,0,0,0,13.6,imputed
23029,0,0,0,12.6,monitor
23031,0.127,0,0.0424,13.1,imputed
24001,0.248,0.248,0.106,13.1,imputed
24003,0.502,0.502,0.218,13.4,imputed
24005,0.644,0.389,0.382,13,monitor
24009,0.505,0.379,0.219,13,imputed
24011,0.845,0.362,0.351,14,imputed
24013,0.52,0.39,0.236,12.9,imputed
24015,0.666,0.541,0.396,13,monitor
24017,0.469,0.469,0.208,12.5,imputed
24019,0.51,0.382,0.34,13,monitor
24021,0.619,0.248,0.285,12.5,imputed
24023,0.25,0.25,0.167,13.8,monitor
24025,0.529,0.397,0.353,13,monitor
24027,0.541,0.406,0.361,12.9,monitor
24029,0.509,0.382,0.339,13.6,monitor
24031,0.403,0.403,0.257,12.4,monitor
24033,0.398,0.398,0.265,12.6,monitor
24035,0.519,0.389,0.223,14,imputed
24037,0.495,0.371,0.219,12.8,imputed
24039,0.529,0.397,0.226,13.6,imputed
24041,0.519,0.39,0.222,13.4,imputed
24043,0.676,0.27,0.451,13.2,monitor
24045,0.524,0.393,0.224,13.5,imputed
24047,0.717,0.358,0.302,13.5,imputed
24510,0.519,0.389,0.346,13.1,monitor
25001,0.382,0,0.14,13.9,imputed
25003,0.875,0.25,0.536,14.2,monitor
25005,0.625,0,0.417,13.8,monitor
25007,0.659,0,0.241,14.4,imputed
25009,0.25,0,0.119,13.5,monitor
25011,0.75,0.125,0.5,13.9,monitor
25013,0.625,0.125,0.369,13.9,monitor
25015,0.51,0,0.34,13.6,monitor
25017,0.275,0.137,0.07,13.4,monitor
25019,0.416,0,0.151,15.1,imputed
25021,0.15,0,0.0286,13.5,monitor
25023,0.39,0,0.207,13.9,monitor
25025,0.25,0,0.0714,13.2,monitor
25027,0.654,0,0.335,13.5,monitor
26001,0.86,0.43,0.248,24.5,imputed
26003,0.253,0,0.0603,27.9,imputed
26005,0,0,0,23.8,monitor
26007,0.868,0.434,0.252,24.8,imputed
26009,0.289,0.289,0.0771,25,imputed
26011,0.864,0.432,0.258,24.6,imputed
26013,1.15,0.143,0.293,28.5,imputed
26015,1.02,0.509,0.314,22.8,imputed
26017,0.75,0.375,0.5,24.9,monitor
26019,0,0,0,25,imputed
26021,0.341,0,0.102,23.5,imputed
26023,0.979,0.49,0.315,21.9,imputed
26025,1,0.501,0.313,22.4,imputed
26027,0.514,0.257,0.153,22.5,imputed
26029,0.239,0,0.0641,26.2,imputed
26031,0,0,0,25,imputed
26033,0,0,0,26.9,monitor
26035,0.283,0.283,0.0867,24.5,imputed
26037,1.23,0.616,0.395,23.2,imputed
26039,0.293,0.293,0.0808,25.4,imputed
26041,0.243,0,0.0602,26.8,imputed
26043,1.43,0.389,0.354,27.8,imputed
26045,1.19,0.596,0.377,22.5,imputed
26047,0,0,0,25.9,imputed
26049,0.633,0.38,0.422,23,monitor
26051,0.855,0.428,0.262,24.4,imputed
26053,1.14,0.143,0.315,28.4,imputed
26055,0.289,0.289,0.0812,25,imputed
26057,0.855,0.428,0.27,24.4,imputed
26059,0.93,0.372,0.297,22.5,imputed
26061,1.15,0.144,0.292,28.6,imputed
26063,0.798,0.399,0.243,22.8,imputed
26065,1.01,0.507,0.676,22.6,monitor
26067,0.908,0.454,0.292,23.8,imputed
26069,0.855,0.428,0.248,24.4,imputed
26071,1.45,0.396,0.354,28.2,imputed
26073,0.846,0.423,0.266,24.1,imputed
26075,1.16,0.579,0.371,21.9,imputed
26077,0.859,0.429,0.573,22.6,monitor
26079,0.285,0.285,0.0791,24.6,imputed
26081,0.75,0.375,0.5,23.8,monitor
26083,1.04,0.428,0.266,29,imputed
26085,0,0,0,25.1,imputed
26087,0.647,0.388,0.213,22.1,imputed
26089,0.239,0,0.0613,26.2,imputed
26091,1.1,0.441,0.735,21.2,monitor
26093,1.17,0.586,0.383,22.1,imputed
26095,0.241,0,0.063,26.5,imputed
26097,0,0,0,25.6,imputed
26099,0.75,0.5,0.5,21.9,monitor
26101,0,0,0,25.1,monitor
26103,0.258,0,0.0631,28.4,imputed
26105,0,0,0,25.4,imputed
26107,0.941,0.471,0.292,24.6,imputed
26109,1.4,0.382,0.349,27.2,imputed
26111,0.877,0.439,0.272,25,imputed
26113,0.25,0.25,0.167,24,monitor
26115,0.703,0.352,0.218,20.8,imputed
26117,0.903,0.451,0.293,23.6,imputed
26119,0.285,0.285,0.0816,24.6,imputed
26121,0.848,0.509,0.252,24.8,imputed
26123,0.936,0.468,0.264,24.5,imputed
26125,0.974,0.487,0.649,21.6,monitor
26127,0.848,0.509,0.25,24.8,imputed
26129,0.864,0.432,0.251,24.6,imputed
26131,1.15,0.144,0.321,28.6,imputed
26133,0.283,0.283,0.0837,24.5,imputed
26135,0.286,0.286,0.079,24.8,imputed
26137,0.286,0.286,0.0762,24.8,imputed
26139,0.733,0.44,0.412,24.5,monitor
26141,0,0,0,24.9,imputed
26143,0.288,0.288,0.0802,24.9,imputed
26145,0.855,0.428,0.274,24.4,imputed
26147,1.04,0.52,0.694,21.4,monitor
26149,0.985,0.493,0.303,22,imputed
26151,1.28,0.642,0.412,22,imputed
26153,0.178,0,0.0137,27,monitor
26155,0.683,0.41,0.22,23.4,imputed
26157,0.816,0.408,0.266,23.2,imputed
26159,0,0,0,23.9,imputed
26161,0.875,0.5,0.583,21.5,monitor
26163,1.75,0.5,1.12,21.4,monitor
26165,0.288,0.288,0.0844,24.9,imputed
27001,1.25,0.5,0.311,30.6,imputed
27003,0.894,0.384,0.232,30.5,monitor
27005,2.06,0.9,0.829,32.5,monitor
27007,2.37,0.802,0.79,33.5,monitor
27009,1.61,0.671,0.38,31.2,imputed
27011,1.88,0.672,0.457,32,imputed
27013,0.83,0.498,0.212,30.9,imputed
27015,1.87,0.667,0.441,31.8,imputed
27017,1,0.125,0.476,30.1,monitor
