fips,smoke_days_35,smoke_days_55,smoke_trend,hms_smoke_days,smoke_basis
72047,0,0,0,0,hms_only
72049,0,0,0,0,hms_only
72051,0,0,0,0,hms_only
72053,0,0,0,0,hms_only
72054,0,0,0,0,hms_only
72055,0,0,0,0,hms_only
72057,0,0,0,0,hms_only
72059,0,0,0,0,hms_only
72061,0,0,0,0,hms_only
72063,0,0,0,0,hms_only
72065,0,0,0,0,hms_only
72067,0,0,0,0,hms_only
72069,0,0,0,0,hms_only
72071,0,0,0,0,hms_only
72073,0,0,0,0,hms_only
72075,0,0,0,0,hms_only
72077,0,0,0,0,hms_only
72079,0,0,0,0,hms_only
72081,0,0,0,0,hms_only
72083,0,0,0,0,hms_only
72085,0,0,0,0,hms_only
72087,0,0,0,0,hms_only
72089,0,0,0,0,hms_only
72091,0,0,0,0,hms_only
72093,0,0,0,0,hms_only
72095,0,0,0,0,hms_only
72097,0,0,0,0,hms_only
72099,0,0,0,0,hms_only
72101,0,0,0,0,hms_only
72103,0,0,0,0,hms_only
72105,0,0,0,0,hms_only
72107,0,0,0,0,hms_only
72109,0,0,0,0,hms_only
72111,0,0,0,0,hms_only
72113,0,0,0,0,hms_only
72115,0,0,0,0,hms_only
72117,0,0,0,0,hms_only
72119,0,0,0,0,hms_only
72121,0,0,0,0,hms_only
72123,0,0,0,0,hms_only
72125,0,0,0,0,hms_only
72127,0,0,0,0,hms_only
72129,0,0,0,0,hms_only
72131,0,0,0,0,hms_only
72133,0,0,0,0,hms_only
72135,0,0,0,0,hms_only
72137,0,0,0,0,hms_only
72139,0,0,0,0,hms_only
72141,0,0,0,0,hms_only
72143,0,0,0,0,hms_only
72145,0,0,0,0,hms_only
72147,,,,0.125,hms_only
72149,0,0,0,0,hms_only
72151,0,0,0,0,hms_only
72153,0,0,0,0,hms_only
78010,0,0,0,0,hms_only
78020,0,0,0,0,hms_only
78030,0,0,0,0,hms_only
