fips,sdwis_violation_pop_share,cws_pop_share
49045,0,0.986
49047,0,0.916
49049,0.054,1
49051,0.023,1
49053,0.0164,1
49055,0.067,1
49057,0.0272,1
50001,0,0.584
50003,0.00936,0.824
50005,0.0371,0.491
50007,0.000835,0.854
50009,0,0.605
50011,0.48,0.456
50013,0.042,0.981
50015,0.0144,0.55
50017,0.029,0.34
50019,0.253,0.735
50021,0.0252,0.76
50023,0.152,0.818
50025,0.187,0.792
50027,0.0497,0.785
51001,0.166,0.365
51003,0,0.83
51005,0.298,0.859
51007,0,0.234
51009,0.00407,0.549
51011,0,0.122
51013,0,0.907
51015,0,0.556
51017,0,1
51019,0.00481,0.523
51021,0,0.361
51023,0.00556,0.38
51025,0.898,0.431
51027,0.991,0.981
51029,0.971,0.353
51031,0.0116,0.555
51033,0.0671,0.595
51035,0,0.477
51036,0.507,0.121
51037,0.228,0.305
51041,0,1
51043,0.738,0.429
51045,1,0.254
51047,0.00216,0.529
51049,0,0.213
51051,0.841,1
51053,0.00461,0.303
51057,0,0.321
51059,0,1
51061,0.00442,0.496
51063,0.937,0.159
51065,0,0.628
51067,0.0107,0.299
51069,0,0.58
51071,0.127,0.588
51073,0.0188,0.289
51075,0,0.495
51077,0.00756,0.216
51079,0.973,0.54
51081,0,0.635
51083,0,0.317
51085,0,0.611
51087,0,0.987
51089,0,0.596
51091,0,0.186
51093,0.0145,0.606
51095,0,0.755
51097,0,0.0515
51099,0.0242,0.925
51101,0,0.423
51103,0.0206,0.649
51105,0.0951,0.845
51107,0.00124,1
51109,0.487,0.328
51111,0.576,0.277
51113,0.469,0.148
51115,0.442,0.0506
51117,0,0.524
51119,0.101,0.372
51121,0.00124,0.726
51125,0.0788,0.762
51127,0,0.814
51131,0,0.541
51133,0.0049,0.483
51135,0.948,0.594
51137,0.638,0.575
51139,0.348,0.507
51141,0,0.125
51143,0.268,0.253
51145,0,0.169
51147,0,0.434
51149,0,0.935
51153,0.0465,0.848
51155,0.365,0.784
51157,1,0.027
51159,0,0.416
51161,0,0.014
51163,0,0.35
51165,0.04,0.547
51167,0,0.717
51169,0.0836,0.737
51171,0.532,0.569
51173,0,0.845
51175,0.17,0.479
51177,0.0273,0.705
51179,0,0.792
51181,0,0.221
51183,0,0.681
51185,0,0.811
51187,0.00932,0.448
51191,0,0.892
51193,0,0.758
51195,0.358,1
51197,0.538,0.579
51199,0,0.111
53001,0.0139,0.766
53003,0,1
53005,0.0107,1
53007,0.0021,1
53009,0.0128,1
53011,0.00491,1
53013,0,0.892
53015,0.000598,1
53017,0,0.856
53019,0.274,0.507
53021,0.0159,1
53023,0.0244,0.646
53025,0.0803,0.912
53027,0.0667,1
53029,0.068,1
53031,0.0154,1
53033,0.00342,1
53035,0.0108,1
53037,0.000785,0.806
53039,0.244,0.736
53041,0.0281,0.803
53043,0,0.824
53045,0.00378,0.863
53047,0.053,0.741
53049,0.084,1
53051,0,0.694
53053,0.00153,1
53055,0.275,0.866
53057,0.01,1
53059,0.0156,0.918
53061,0.000451,1
53063,0.00374,1
53065,0.015,0.621
53067,0.00615,1
53069,0,0.819
53071,0.015,1
53073,0.0865,1
53075,0,1
53077,0.0862,0.967
54001,0.235,0.976
54003,0.00409,0.771
54007,0.289,0.901
54009,0.896,1
54011,0,1
54013,1,0.629
54015,0.233,0.658
54017,0.0247,0.249
54019,0.254,0.929
54021,0,0.74
54023,0.179,1
54025,0.805,0.857
54027,0.448,0.286
54029,0.728,0.473
54031,0.1,0.551
54033,0.29,0.952
54035,0.225,0.808
54037,0.815,0.536
54039,0.0619,1
54041,0,0.939
54043,1,0.588
54045,0.868,1
54047,0.953,0.767
54049,0.178,1
54051,0.512,0.945
54053,0.606,0.96
54055,0.277,0.527
54057,0.769,0.751
54059,0.996,0.653
54061,0.0973,0.775
54063,0.885,0.531
54065,0.856,0.284
54067,0.517,1
54069,0.704,1
54071,0,0.505
54073,0,0.794
54075,0.859,0.69
54077,0.213,0.858
54079,0,0.618
54081,0.27,0.967
54083,0.257,0.899
54085,1,0.554
54087,0.324,0.592
54089,0.0616,1
54091,0.222,0.998
54093,0.732,0.821
54095,0.45,0.847
54097,0,0.919
54099,0.702,0.85
54101,1,0.44
54103,0.298,0.911
54105,0,0.442
54107,0.561,1
54109,0.997,0.651
55001,0.00999,0.364
55003,0.844,0.613
55005,0.0388,0.454
55007,0.668,0.267
55009,0.206,0.889
55011,0.647,0.363
55013,0.0828,0.209
55015,0.391,0.412
55017,0.331,0.473
55019,0.249,0.29
55021,0.422,0.656
55023,0.147,0.565
55025,0.762,0.875
55027,0.302,0.585
55029,0,0.373
55031,0.995,0.599
55033,0.0929,0.467
55035,0.149,0.811
55037,0.0234,0.281
55039,0.896,0.63
55041,0.809,0.43
55043,0.184,0.667
55045,0.175,0.63
55047,0.235,0.485
55049,0.458,0.571
55051,0.362,0.581
55053,0.521,0.434
55055,0.293,0.726
55057,0.643,0.458
55059,0.102,0.699
55061,0.321,0.431
55063,0.121,0.763
55065,0.544,0.474
55067,0.97,0.433
55069,0.973,0.471
55071,0.263,0.704
55073,0.214,0.671
55075,0.0674,0.455
55077,0.877,0.0974
55079,0.034,1
55081,0.315,0.718
55083,0.848,0.263
55085,0.956,0.316
55087,0.151,0.916
55089,0.0579,0.707
55091,0.297,0.375
55093,0.885,0.634
55095,0.411,0.352
55097,0.0252,0.63
55099,0.277,0.39
55101,0.22,0.771
55103,0.804,0.409
55105,0.0559,0.767
55107,0.212,0.344
55109,0.49,0.482
55111,0.151,0.617
55113,0.174,0.215
55115,0.0826,0.5
55117,0.00746,0.756
55119,0.256,0.325
55121,0.221,0.548
55123,0.517,0.417
55125,0.618,0.139
55127,0.291,0.663
55129,0.284,0.295
55131,0.384,0.642
55133,0.519,0.611
55135,0.421,0.49
55137,0.0666,0.257
55139,0.195,0.821
55141,0.00212,0.618
56001,0.0108,0.941
56003,0.0503,0.791
56005,0.0154,1
56007,0.851,0.944
56009,0.238,0.754
56011,0.311,0.477
56013,0.926,0.581
56015,0.0296,0.718
56017,0.0268,0.892
56019,0.909,0.576
56021,0.0217,0.853
56023,0.626,0.814
56025,0.0603,0.961
56027,0.0262,0.706
56029,0.0121,0.936
56031,0.696,0.647
56033,0.0263,0.842
56035,0.238,0.44
56037,0.0382,1
56039,0.294,1
56041,0.113,0.905
56043,0,0.809
56045,0.0558,0.903
60010,0.974,1
60020,0.376,0.844
60050,0,0.0185
66010,0.183,1
72001,0.284,0.754
72003,0.993,0.949
72005,1,0.876
72007,1,0.726
72009,0.0261,0.977
72011,1,1
72013,0.544,1
72015,1,0.708
72017,0,0.833
72019,1,0.753
72021,1,1
72023,1,0.432
72025,0.455,0.692
72027,0.522,0.252
72029,1,0.0249
72031,0.97,0.00533
72035,0.966,1
72037,1,0.0366
72039,0.0223,0.808
72041,0.0314,0.89
72043,0.282,0.117
72045,1,0.899
72047,0.154,0.722
72051,0,1
72053,0.00174,1
72054,0,0.89
72055,0,1
72057,0.929,0.77
72059,0.0329,0.558
72061,0.0199,0.073
72063,0,0.628
72065,1,0.905
72067,0,0.679
72069,0,0.525
72071,0.0947,1
72073,0.422,0.906
72075,0.15,0.496
72077,1,1
72079,0,1
72081,0.588,1
72083,1,0.21
72085,0.996,1
72087,0,0.04
72089,0.913,0.556
72091,0.000643,1
72093,0.174,1
72095,0.0517,0.937
72097,0.887,1
72099,0.892,0.983
72101,0.991,0.766
72103,0.804,1
72105,0.518,0.386
72107,0.884,1
72109,0.0698,1
72111,0.973,1
72113,0.874,0.962
72115,0,1
72117,1,0.856
72119,1,1
72121,0.87,1
72123,0,1
72125,0.206,0.21
72127,1,1
72129,0.813,0.945
72131,0.156,0.851
72133,0,1
72135,1,1
72139,1,0.00187
72141,0.296,0.916
72143,0,0.04
72145,0,0.925
72147,1,1
72149,0.736,1
72151,0.278,0.898
72153,0.0734,1
78010,0.981,1
78020,1,0.00644
78030,0.992,0.939
