fips,sfha_home_share,claims_per_1000_policies_year,mean_paid_usd,residential_structures,residential_structures_sfha,policies_in_force,sfha_policy_share,claims_per_year,sfha_share_basis
29111,0.01776,97.53,15710,5519,98,27,0.05102,2.633,structures
29113,0.04734,201.8,20620,27650,1309,167,0.1146,33.7,structures
29115,0.01041,111.1,9993,7587,79,6,0.01266,0.6667,structures
29117,0.007141,300,13400,7422,53,2,0,0.6,structures
29119,0.05358,101.3,42990,12450,667,53,0.05847,5.367,structures
29121,0.01491,16.67,8285,9993,149,4,0.02013,0.06667,structures
29123,0.06555,158.7,18850,6880,451,25,0.05543,3.967,structures
29125,0.001561,219.4,35350,5764,0,12,,2.633,policies_lower_bound
29127,0.03759,80,21080,12740,479,50,0.07307,4,structures
29129,0.0135,,,3112,42,0,0,0,structures
29131,0.01893,20.83,20320,14210,269,16,0.03717,0.3333,structures
29133,0.03037,13.67,37620,6157,0,217,,2.967,policies_lower_bound
29135,0.01333,14.29,17030,6976,93,7,0.07527,0.1,structures
29137,0.02276,66.67,34030,6064,138,3,0.01449,0.2,structures
29139,0.01717,60,10620,7164,123,5,0.02439,0.3,structures
29141,0.03173,6.944,17990,17960,570,72,0.1,0.5,structures
29143,0.03359,16.23,23340,7591,0,306,,4.967,policies_lower_bound
29145,0.0347,41.49,33400,23400,812,143,0.1367,5.933,structures
29147,0.01782,14.29,34930,14650,261,7,0.01533,0.1,structures
29149,0.02537,16.67,43250,7803,198,6,0.0303,0.1,structures
29151,0.04708,81.37,31860,8326,392,34,0.07653,2.767,structures
29153,0.03223,33.33,51790,5429,175,2,0.01143,0.06667,structures
29155,0.04313,5.952,7472,6538,0,308,,1.833,policies_lower_bound
29157,0.02018,15.69,18150,9413,190,17,0.07368,0.2667,structures
29159,0.001182,26.13,16900,21160,0,37,,0.9667,policies_lower_bound
29161,0.02059,100.9,50160,17140,353,76,0.1388,7.667,structures
29163,0.0398,337.9,11610,9145,364,58,0.1538,19.6,structures
29165,0.005631,34.86,37830,33740,190,109,0.2684,3.8,structures
29167,0.007924,77.78,30050,15270,121,3,0.008264,0.2333,structures
29169,0.01621,86.36,41450,16040,260,66,0.1423,5.7,structures
29171,0.0121,33.33,3122,2892,35,1,0,0.03333,structures
29173,0.0136,82.22,23740,6101,83,15,0.09639,1.233,structures
29175,0.007834,12.5,1988,11490,90,8,0.06667,0.1,structures
29177,0.04318,19.63,11190,10580,457,73,0.1247,1.433,structures
29179,0.002978,116.7,15570,4701,0,16,,1.867,policies_lower_bound
29181,0.06108,63.98,63640,7269,444,87,0.1532,5.567,structures
29183,0.01579,67.94,27860,139200,2198,1076,0.3471,73.1,structures
29185,0,,,6076,0,0,,0,structures
29186,0.0202,22.48,18120,9652,195,43,0.1231,0.9667,structures
29187,0.01148,43.79,30210,26220,301,51,0.1096,2.233,structures
29189,0.009613,42.42,31750,361000,3470,2070,0.3395,87.8,structures
29195,0.01417,14.81,40070,7059,100,9,0.07,0.1333,structures
29197,0,,,2527,0,0,,0,structures
29199,0.003526,,,3403,12,0,0,0,structures
29201,0.1576,13.73,14130,16170,2549,665,0.255,9.133,structures
29203,0.0008951,50,8641,4469,0,4,,0.2,policies_lower_bound
29205,0.006803,66.67,40290,4116,28,1,0.03571,0.06667,structures
29207,0.009736,19.81,14200,13760,0,138,,2.733,policies_lower_bound
29209,0.01357,37.33,37410,20260,275,50,0.1091,1.867,structures
29211,0,,,2819,0,0,,0,structures
29213,0.03049,77.78,57400,24860,758,141,0.153,10.97,structures
29215,0.002018,7.143,1739,5451,0,14,,0.1,policies_lower_bound
29217,0.01012,4.762,13930,10380,105,7,0.0381,0.03333,structures
29219,0.0124,3.968,11180,18150,225,42,0.12,0.1667,structures
29221,0.02111,16.67,14920,11280,238,10,0.03782,0.1667,structures
29223,0.1127,44.44,21140,5916,667,57,0.07196,2.533,structures
29225,0.004635,44.44,33970,16830,78,9,0.01282,0.4,structures
29227,0.01789,,,1174,21,0,0,0,structures
29229,0.007395,55.56,7504,8925,66,3,0.0303,0.1667,structures
29510,0.0005519,21.98,32720,97840,0,135,,2.967,policies_lower_bound
30001,0.003431,2.02,764.8,6413,0,33,,0.06667,policies_lower_bound
30003,0.0006104,22.22,13970,4915,0,6,,0.1333,policies_lower_bound
30005,0.1198,35.9,3293,3857,462,13,0.02165,0.4667,structures
30007,0.02007,11.11,6500,4035,81,6,0.02469,0.06667,structures
30009,0.07769,25.64,54020,7890,613,65,0.06362,1.667,structures
30011,0,,,1883,0,0,,0,structures
30013,0.04094,16.12,8446,35880,1469,246,0.1219,3.967,structures
30015,0,0,,5962,0,4,,0,structures
30017,0.5134,3.542,3343,5878,3018,687,0.222,2.433,structures
30019,0,,,2115,0,0,,0,structures
30021,0.0003717,41.67,35460,5381,0,4,,0.1667,policies_lower_bound
30023,0.002286,5.556,2761,5249,0,18,,0.1,policies_lower_bound
30025,0.0008783,0,,2277,0,2,,0,policies_lower_bound
30027,0.01438,21.88,18110,8762,126,32,0.127,0.7,structures
30029,0.03595,9.767,9803,47290,1700,372,0.1341,3.633,structures
30031,0.02303,4.541,9970,42330,975,323,0.1969,1.467,structures
30033,0.003584,9.524,,1953,0,7,,0.06667,policies_lower_bound
30035,0.000205,33.33,11450,4878,0,1,,0.03333,policies_lower_bound
30037,0.001093,0,,915,0,1,,0,policies_lower_bound
30039,0.06433,13.33,8361,3078,198,15,0.05556,0.2,structures
30041,0.0004709,37.04,5793,8495,0,9,,0.3333,policies_lower_bound
30043,0.002081,7.576,1741,6728,0,22,,0.1667,policies_lower_bound
30045,0,,,3000,0,0,,0,structures
30047,0.01146,13.33,2028,15710,180,30,0.07222,0.4,structures
30049,0.02999,13.07,5981,29910,897,176,0.1371,2.3,structures
30051,0.002454,33.33,2358,1630,0,4,,0.1333,policies_lower_bound
30053,0.002624,22.22,10920,11430,0,51,,1.133,policies_lower_bound
30055,0,,,2119,0,0,,0,structures
30057,0.001952,2.899,9750,8198,0,46,,0.1333,policies_lower_bound
30059,0.0004876,12.12,25250,2051,0,11,,0.1333,policies_lower_bound
30061,0.004884,8.333,3470,2662,0,16,,0.1333,policies_lower_bound
30063,0.02103,22.95,8203,44880,944,215,0.1419,4.933,structures
30065,0.06144,73.33,30140,3174,195,15,0.06667,1.1,structures
30067,0.04604,44.21,28470,11290,520,95,0.1077,4.2,structures
30069,0.003145,0,,636,2,1,0.5,0,structures
30071,0.002808,25,16070,3561,0,12,,0.3,policies_lower_bound
30073,0,,,4006,0,0,,0,structures
30075,0.0009443,16.67,1783,2118,0,2,,0.03333,policies_lower_bound
30077,0.003683,10.53,20970,4344,0,19,,0.2,policies_lower_bound
30079,0,,,1321,0,0,,0,structures
30081,0.01624,12.82,4258,21920,356,91,0.1433,1.167,structures
30083,0.02906,16.67,23210,6400,186,12,0.04839,0.2,structures
30085,0.00147,42.86,13020,4762,0,7,,0.3,policies_lower_bound
30087,0.0004509,58.33,3011,4436,2,4,0.5,0.2333,structures
30089,0.04111,11.54,44610,7321,301,26,0.05316,0.3,structures
30091,0,,,3259,0,0,,0,structures
30093,0.009545,12.35,1649,15920,152,27,0.1118,0.3333,structures
30095,0.05525,27.16,45170,6027,333,54,0.1051,1.467,structures
30097,0.05076,9.524,163000,3093,157,14,0.03822,0.1333,structures
30099,0.002179,5.556,10010,5049,0,18,,0.1,policies_lower_bound
30101,0,,,3448,0,0,,0,structures
30103,0,,,614,0,0,,0,structures
30105,0.002349,188.2,13160,5960,0,17,,3.2,policies_lower_bound
30107,0.001554,66.67,3979,1930,0,4,,0.2667,policies_lower_bound
30109,0.003976,8.333,72250,1006,0,4,,0.03333,policies_lower_bound
30111,0.01364,24.75,13940,64240,876,233,0.1678,5.767,structures
31001,0.02678,5.634,43840,13030,349,71,0.1805,0.4,structures
31003,0.001743,23.81,42950,5737,0,14,,0.3333,policies_lower_bound
31005,0,,,489,0,0,,0,structures
31007,0,,,795,0,0,,0,structures
31009,0.001653,0,,605,0,1,,0,policies_lower_bound
31011,0.002397,30.77,6281,5006,0,13,,0.4,policies_lower_bound
31013,0.0003517,13.33,,5687,0,5,,0.06667,policies_lower_bound
31015,0.1014,44.44,33000,2387,242,9,0.03719,0.4,structures
31017,0,,,2452,0,0,,0,structures
31019,0.03729,9.804,31710,19120,713,119,0.1318,1.167,structures
31021,0.01559,87.88,45000,5324,83,22,0.1807,1.933,structures
31023,0.05573,10.61,35100,6316,352,22,0.05682,0.2333,structures
31025,0.0677,20.26,28370,13260,898,403,0.2929,8.167,structures
31027,0.003361,4.938,7909,7438,0,27,,0.1333,policies_lower_bound
31029,0.001896,0,,2637,5,1,0,0,structures
31031,0,,,4894,0,0,,0,structures
31033,0.001248,58.33,5745,5607,0,8,,0.4667,policies_lower_bound
31035,0.02351,4.167,1561,4636,109,8,0.04587,0.03333,structures
31037,0.1889,15.24,11150,6221,1175,245,0.2051,3.733,structures
31039,0.001931,35,22820,7769,0,20,,0.7,policies_lower_bound
31041,0.0036,8.547,16690,8888,0,39,,0.3333,policies_lower_bound
31043,0.02288,104,24100,7211,165,25,0.09091,2.6,structures
31045,0.03131,0,,4919,154,12,0.07143,0,structures
31047,0.03573,22.42,8235,11030,394,110,0.231,2.467,structures
31049,0.004689,8.333,12040,1493,0,8,,0.06667,policies_lower_bound
31051,0.002714,2.083,29880,4422,0,16,,0.03333,policies_lower_bound
31053,0.2095,23.35,23710,17210,3605,708,0.1828,16.53,structures
31055,0.02107,17.9,26400,179100,3772,875,0.1747,15.67,structures
31057,0.06979,,,2049,143,0,0,0,structures
31059,0.02892,0,,4392,127,5,0.02362,0,structures
31061,0.03087,0,,2559,79,3,0.03797,0,structures
31063,0.01281,,,2499,32,0,0,0,structures
31065,0.02118,22.22,4118,3352,71,3,0.02817,0.06667,structures
31067,0.03731,10.12,32990,12920,482,56,0.1058,0.5667,structures
31069,0.1231,2.564,4926,1884,232,13,0.05603,0.03333,structures
31071,0.02699,,,1556,42,0,0,0,structures
31073,0.02593,0,,1851,48,3,0.0625,0,structures
31075,0,,,581,0,0,,0,structures
31077,0.01457,,,2196,32,0,0,0,structures
31079,0.05328,50.33,16590,22470,1197,51,0.03008,2.567,structures
31081,0.0434,3.333,247.8,6268,272,20,0.05515,0.06667,structures
31083,0.009709,0,,2987,29,2,0,0,structures
31085,0.01369,0,,1169,16,2,0.0625,0,structures
31087,0.02369,,,2448,58,0,0,0,structures
31089,0.001208,25,2449,4966,0,8,,0.2,policies_lower_bound
31091,0,,,488,0,0,,0,structures
31093,0.1064,12.38,22130,4428,471,35,0.07219,0.4333,structures
31095,0.01567,33.33,1066,5678,89,3,0.03371,0.1,structures
31097,0.0498,4.167,,3534,176,16,0.07386,0.06667,structures
31099,0.07505,3.922,6349,4264,320,34,0.1031,0.1333,structures
31101,0.02883,9.804,27080,5932,171,17,0.07602,0.1667,structures
31103,0,,,1001,0,0,,0,structures
31105,0,0,,2649,0,2,,0,structures
31107,0.06797,11.28,47060,8886,604,65,0.07616,0.7333,structures
31109,0.02652,9.031,7609,97300,2580,753,0.2477,6.8,structures
31111,0.05628,11.48,10770,17130,964,122,0.09544,1.4,structures
31113,0,,,643,0,0,,0,structures
31115,0.01897,,,738,14,0,0,0,structures
31117,0,,,559,0,0,,0,structures
31119,0.03355,20.58,13940,16220,544,81,0.1048,1.667,structures
31121,0.2618,4.938,5014,5417,1418,54,0.03456,0.2667,structures
31123,0,0,,3072,0,2,,0,structures
31125,0.08066,16.67,14480,2901,234,8,0.02564,0.1333,structures
31127,0.000924,42.86,4833,4329,0,7,,0.3,policies_lower_bound
31129,0.0318,22.22,2357,3868,123,6,0.02439,0.1333,structures
31131,0.0237,24.44,4893,9324,221,15,0.04977,0.3667,structures
31133,0.03763,,,2764,104,0,0,0,structures
31135,0.004965,0,,2417,12,3,0,0,structures
31137,0.02624,33.33,13230,4955,130,6,0.04615,0.2,structures
31139,0.002237,14.04,26020,5811,0,19,,0.2667,policies_lower_bound
31141,0.03303,11.4,28750,16590,548,114,0.06569,1.3,structures
31143,0.146,2.083,,4170,609,16,0.02299,0.03333,structures
31145,0.01976,61.9,7477,5769,114,7,0.03509,0.4333,structures
31147,0.002724,127.1,26130,5873,0,16,,2.033,policies_lower_bound
31149,0,0,,1578,0,1,,0,structures
31151,0.1233,66.67,12250,8044,992,47,0.04637,3.133,structures
31153,0.01791,21.9,52730,60090,1076,551,0.3625,12.07,structures
31155,0.07777,10.35,34640,12690,987,364,0.2958,3.767,structures
31157,0.005612,11.65,6432,16040,0,103,,1.2,policies_lower_bound
31159,0.02196,23.53,9740,9152,201,17,0.06468,0.4,structures
31161,0.001271,5.556,1192,4719,0,6,,0.03333,policies_lower_bound
31163,0.0461,0,,2885,133,4,0.03008,0,structures
31165,0,,,1607,0,0,,0,structures
31167,0.05764,4.545,3405,4077,235,22,0.08936,0.1,structures
31169,0.06107,31.37,13520,4356,266,17,0.04511,0.5333,structures
31171,0,,,581,0,0,,0,structures
31173,0.03765,,41650,3426,129,0,0,0.03333,structures
31175,0.022,53.33,13830,3272,72,5,0.02778,0.2667,structures
31177,0.0245,93.16,26270,10820,265,39,0.1132,3.633,structures
31179,0.003544,50,2722,5361,19,2,0,0.1,structures
31181,0.02355,16.67,6663,2803,66,6,0.0303,0.1,structures
31183,0.05243,66.67,7763,1068,56,1,0,0.06667,structures
31185,0.0415,4.938,15290,8192,340,54,0.1441,0.2667,structures
32001,0.05383,0.7576,14820,12170,655,176,0.2397,0.1333,structures
32003,0.001339,7.853,25710,719700,964,1197,0.3019,9.4,structures
32005,0.06837,9.981,26750,22980,1571,688,0.3151,6.867,structures
32007,0.04682,6.873,9726,21400,1002,97,0.08283,0.6667,structures
32009,0,,,942,0,0,,0,structures
32011,0.1034,2.564,587.7,1673,173,13,0.06936,0.03333,structures
32013,0.008381,26.67,6351,9426,79,5,0.06329,0.1333,structures
32015,0.2548,0.3145,,3556,906,106,0.1137,0.03333,structures
32017,0.1458,1.058,,2813,410,63,0.1463,0.06667,structures
32019,0.05205,2.256,39870,27170,1414,325,0.1789,0.7333,structures
32021,0.4394,0.2874,2663,2765,1215,116,0.093,0.03333,structures
32023,0.3192,1.204,23700,25450,8124,3377,0.4092,4.067,structures
32027,0.003436,0,,2037,7,3,0,0,structures
32029,0.1549,0.9363,8726,2330,361,178,0.4792,0.1667,structures
32031,0.01685,9.089,25170,161100,2714,1357,0.3088,12.33,structures
32033,0.1191,1.732,1121,5373,640,77,0.1172,0.1333,structures
32510,0.005842,6.81,5962,17800,0,186,,1.267,policies_lower_bound
33001,0.003348,14.96,12250,26880,0,156,,2.333,policies_lower_bound
33003,0.052,19.85,17490,30920,1608,272,0.1063,5.4,structures
33005,0.03038,17.03,19690,25080,762,227,0.2087,3.867,structures
33007,0.04452,21.43,11950,14280,636,84,0.1116,1.8,structures
33009,0.042,16.77,14360,29760,1250,330,0.18,5.533,structures
33011,0.01196,19.53,21510,106400,1273,751,0.3449,14.67,structures
33013,0.02691,21.72,25870,39720,1069,333,0.2011,7.233,structures
33015,0.0427,22.41,22290,92450,3948,2047,0.3749,45.87,structures
33017,0.01839,19.7,23640,34530,635,198,0.1449,3.9,structures
33019,0.02624,9.783,11010,14210,373,92,0.1716,0.9,structures
34001,0.1401,34.32,35390,86670,12140,12520,0.945,429.8,structures
34003,0.03997,63.36,26020,254600,10180,5724,0.413,362.7,structures
34005,0.03043,19.06,20710,132900,4044,2859,0.549,54.5,structures
34007,0.01799,19.99,8304,154200,2774,1406,0.3446,28.1,structures
34009,0.4996,18.56,23080,64830,32390,25980,0.744,482,structures
34011,0.02417,37.56,30230,42210,1020,371,0.2686,13.93,structures
34013,0.02533,46.6,24360,146500,3710,2803,0.5049,130.6,structures
34015,0.01269,19.3,11040,90490,1148,836,0.5,16.13,structures
34017,0.1534,45.72,32500,85700,13150,2990,0.1802,136.7,structures
34019,0.01477,67.92,27820,41290,610,637,0.6639,43.27,structures
34021,0.01706,41.58,17370,107000,1826,1294,0.4168,53.8,structures
34023,0.01126,57.59,33080,212400,2391,2496,0.5353,143.7,structures
34025,0.07434,30.62,68480,196500,14600,14530,0.7044,444.9,structures
34027,0.009776,94.15,26710,151500,0,2195,,206.7,policies_lower_bound
34029,0.2192,38.74,65640,214800,47070,35620,0.7081,1380,structures
34031,0.03732,151.2,23380,99650,3719,2164,0.4821,327.1,structures
34033,0.1713,12.27,22720,21740,3723,1518,0.3879,18.63,structures
34035,0.01269,124.9,35640,104200,1323,1407,0.5306,175.8,structures
34037,0.002748,26.12,16900,53850,148,171,0.3649,4.467,structures
34039,0.03929,56.58,24030,124100,4874,3566,0.4924,201.8,structures
34041,0.01845,98.04,31630,34800,642,374,0.4704,36.67,structures
35001,0.009366,2.9,26300,226700,2123,1069,0.2859,3.1,structures
35003,0,66.67,45000,3120,0,1,,0.06667,structures
35005,0.04406,12.88,103600,25120,1107,282,0.2051,3.633,structures
35006,0.07877,11.29,25480,10510,828,62,0.07126,0.7,structures
35007,0.02689,7.937,4350,7809,210,21,0.06667,0.1667,structures
35009,0.04832,2.667,1771,17690,855,175,0.1696,0.4667,structures
35011,0.0009434,0,,1060,0,1,,0,policies_lower_bound
35013,0.05553,5.28,45860,76670,4258,947,0.1588,5,structures
35015,0.08048,5.39,11410,22390,1802,235,0.1115,1.267,structures
35017,0.04149,5.556,22820,16510,685,42,0.04234,0.2333,structures
35019,0,0,,2058,0,1,,0,structures
35021,0,,,1012,0,0,,0,structures
35023,0,50,9276,1564,0,2,,0.1,structures
35025,0.1104,1.865,6673,26000,2870,715,0.2411,1.333,structures
35027,0.02948,29.59,81240,12790,377,267,0.4138,7.9,structures
35028,0.0004041,15.79,6174,7423,3,19,0.6667,0.3,structures
35029,0.0307,5.797,50340,10490,322,23,0.04658,0.1333,structures
35031,0.02117,7.619,5848,20260,429,35,0.0373,0.2667,structures
35033,0.1016,1.49,19130,3119,0,1029,,1.533,policies_lower_bound
35035,0.1854,4.844,19650,28120,5212,757,0.132,3.667,structures
35037,0.0006197,41.67,10120,4841,0,4,,0.1667,policies_lower_bound
35039,0.07215,5.215,24330,20250,1461,147,0.08077,0.7667,structures
35041,0.1956,7.477,18400,8251,1614,107,0.05514,0.8,structures
35043,0.03749,1.792,28880,51640,1936,558,0.1916,1,structures
35045,0.03163,8.148,22340,46340,1466,135,0.06207,1.1,structures
35047,0.08722,2.159,14690,13640,1190,1791,0.2689,3.867,structures
35049,0.008966,3.866,38330,67920,609,388,0.1741,1.5,structures
35051,0.002664,13.58,14160,7884,0,27,,0.3667,policies_lower_bound
35053,0.2112,5.093,42270,6871,1451,144,0.0827,0.7333,structures
35055,0.04682,2.778,3409,16440,770,96,0.07792,0.2667,structures
35057,0.01331,0.2778,4797,8637,0,120,,0.03333,policies_lower_bound
35059,0,,,2057,0,0,,0,structures
35061,0.4586,1.681,17340,32100,14720,2142,0.1434,3.6,structures
36001,0.01169,14.16,19400,95870,1121,591,0.3417,8.367,structures
36003,0.007884,19.51,6860,23080,0,205,,4,policies_lower_bound
36005,0.01558,22.87,19300,81520,0,1844,,42.17,policies_lower_bound
36007,0.005654,60.85,42100,70400,0,1233,,75.03,policies_lower_bound
36009,0.008179,28.74,12710,38630,0,392,,11.27,policies_lower_bound
36011,0.04322,16.37,10760,31560,1364,279,0.1723,4.567,structures
36013,0.004176,33.52,12800,59140,0,365,,12.23,policies_lower_bound
36015,0.00894,13.41,13410,32440,0,415,,5.567,policies_lower_bound
36017,0.06229,52.77,18340,24080,1500,331,0.1987,17.47,structures
36019,0.02461,47.43,24010,31090,765,149,0.1007,7.067,structures
36021,0.002775,25.63,15480,29540,0,173,,4.433,policies_lower_bound
36023,0.05554,37.6,7133,17100,950,219,0.2116,8.233,structures
36025,0.06183,64.92,25320,28660,1772,534,0.2291,34.67,structures
36027,0.02533,18.74,17710,96910,2455,1124,0.3128,21.07,structures
36029,0.01042,15.76,13540,316400,3298,1364,0.2841,21.5,structures
36031,0.002969,47.4,31950,23240,0,154,,7.3,policies_lower_bound
36033,0.00209,9.402,9036,21540,0,78,,0.7333,policies_lower_bound
36035,0.00232,32.42,5972,24560,0,73,,2.367,policies_lower_bound
36037,0.008692,10.26,8597,21170,0,208,,2.133,policies_lower_bound
36039,0.03137,39.27,38300,26810,841,292,0.2235,11.47,structures
36041,0.004364,13.45,33640,6874,0,57,,0.7667,policies_lower_bound
36043,0.008526,34.66,17710,28740,0,326,,11.3,policies_lower_bound
36045,0.0000665,16.86,12750,45110,3,253,55.67,4.267,structures
36047,0.01002,18.48,62060,274700,0,8029,,148.4,policies_lower_bound
36049,0.002525,12.43,17810,14260,0,59,,0.7333,policies_lower_bound
36051,0.006799,9.967,10350,24270,0,204,,2.033,policies_lower_bound
36053,0.008668,26.82,19540,27690,0,297,,7.967,policies_lower_bound
36055,0.009613,16.27,13170,243500,2341,963,0.2636,15.67,structures
36057,0.02563,45.56,25200,18370,471,139,0.2335,6.333,structures
36059,0.09598,37.85,57740,371300,35640,35820,0.7621,1356,structures
36061,0.006047,13.57,145400,126500,0,1854,,25.17,policies_lower_bound
36063,0.02259,7.506,9550,81200,1834,453,0.2039,3.4,structures
36065,0.01819,50.82,14350,83050,1511,465,0.2012,23.63,structures
36067,0.01938,10.67,11990,153700,2978,1056,0.2754,11.27,structures
36069,0.004892,17.28,16710,42320,0,297,,5.133,policies_lower_bound
36071,0.01827,40.05,19660,115800,2115,1082,0.3139,43.33,structures
36073,0.002084,11.31,10630,16310,0,56,,0.6333,policies_lower_bound
36075,0.02076,12.13,14880,50820,1055,272,0.1915,3.3,structures
36077,0.03809,45.7,19920,27380,1043,256,0.1793,11.7,structures
36079,0.003883,30.78,31610,35800,139,222,0.6331,6.833,structures
36081,0.01959,31.4,63150,322300,0,11980,,376.1,policies_lower_bound
36083,0.002806,19.44,15610,50960,143,571,3.364,11.1,structures
36085,0.03003,39.31,43690,119900,0,5301,,208.4,policies_lower_bound
36087,0.01007,47.17,25710,78750,793,990,0.4981,46.7,structures
36089,0.001355,20.49,12940,43530,0,109,,2.233,policies_lower_bound
36091,0.004484,30.12,16280,85420,0,518,,15.6,policies_lower_bound
36093,0.006064,45.92,27870,50300,305,196,0.3902,9,structures
36095,0.03695,58.91,58880,15890,587,262,0.2862,15.43,structures
36097,0.001964,8.333,7768,9675,0,36,,0.3,policies_lower_bound
36099,0.005965,11.65,21600,13750,0,123,,1.433,policies_lower_bound
36101,0.00774,14.69,10860,43800,0,472,,6.933,policies_lower_bound
36103,0.04331,27.58,51330,487600,21120,26160,0.6574,721.5,structures
36105,0.0312,66.29,18110,47400,1479,354,0.1346,23.47,structures
36107,0.07966,72.84,40560,21200,1689,556,0.2795,40.5,structures
36109,0.008266,9.016,11010,29640,0,366,,3.3,policies_lower_bound
36111,0.03093,35.71,30150,71020,2197,897,0.2635,32.03,structures
36113,0.002195,16.44,24840,32800,0,144,,2.367,policies_lower_bound
36115,0.002648,20.91,16970,26060,0,110,,2.3,policies_lower_bound
36117,0.003077,31.05,22770,34130,0,146,,4.533,policies_lower_bound
36119,0.0177,34.39,32390,206600,3657,6276,0.6385,215.8,structures
36121,0.00381,32.43,12280,16010,0,74,,2.4,policies_lower_bound
36123,0.008079,13.33,25000,11880,0,175,,2.333,policies_lower_bound
37001,0.005671,12.43,33040,61540,349,338,0.533,4.2,structures
37003,0.002063,7.843,2455,17450,36,17,0.08333,0.1333,structures
37005,0.005634,18.33,48950,9939,56,20,0.1607,0.3667,structures
37007,0.002691,13.33,8796,11150,30,5,0.03333,0.06667,structures
37009,0.037,18.32,69240,17840,660,191,0.2227,3.5,structures
37011,0.02763,27.25,60020,16070,444,274,0.3333,7.467,structures
37013,0.1742,97.98,15240,21660,3774,2915,0.5559,285.6,structures
37015,0.03338,96.84,27990,10700,357,95,0.1429,9.2,structures
37017,0.0449,31.07,52520,19580,879,177,0.09784,5.5,structures
37019,0.153,11.98,19500,84690,12960,18200,0.7798,218.1,structures
37021,0.01198,20.08,81010,107100,1283,1026,0.4147,20.6,structures
37023,0.004845,23.81,67710,36120,175,112,0.4,2.667,structures
37025,0.01359,14.82,24670,88460,1202,434,0.1988,6.433,structures
37027,0.0132,12.9,33030,37050,489,137,0.1902,1.767,structures
37029,0.1995,13.73,15350,4467,891,612,0.5084,8.4,structures
37031,0.2831,29.5,19660,42850,12130,9202,0.5219,271.4,structures
37033,0.002264,0,,13250,30,3,0.03333,0,structures
37035,0.004597,30.27,30500,63740,293,207,0.314,6.267,structures
37037,0.002485,5.371,68560,29380,73,211,0.4521,1.133,structures
37039,0.02117,7.971,26050,17010,360,138,0.2778,1.1,structures
37041,0.02956,34.82,24710,7308,216,246,0.5185,8.567,structures
37043,0.04025,8.706,6258,6733,271,134,0.4317,1.167,structures
37045,0.001999,36.36,23450,40510,81,33,0.2346,1.2,structures
37047,0.03343,39.25,36980,21270,711,473,0.3263,18.57,structures
37049,0.1335,37.68,44370,43970,5869,5154,0.6056,194.2,structures
37051,0.00851,16.2,37190,121600,1035,1440,0.3314,23.33,structures
37053,0.1024,20.97,15160,15810,1618,3032,0.5933,63.57,structures
37055,0.274,34.4,15860,31280,8571,12410,0.8397,426.9,structures
37057,0.005078,12.19,24300,74240,377,216,0.3263,2.633,structures
37059,0.002266,5.357,24580,18970,43,56,0.4419,0.3,structures
37061,0.01152,31,104200,20310,234,528,0.2991,16.37,structures
37063,0.00778,10.4,31900,97170,756,1257,0.6442,13.07,structures
37065,0.05579,36.65,33960,18980,1059,663,0.3201,24.3,structures
37067,0.003489,18.85,14620,135900,474,541,0.4451,10.2,structures
37069,0.002375,7.364,17880,28210,67,86,0.2985,0.6333,structures
37071,0.004801,8.839,24100,85410,410,313,0.4585,2.767,structures
37073,0.03198,8.333,8659,5941,190,68,0.2,0.5667,structures
37075,0.06484,3.968,4354,5182,336,42,0.119,0.1667,structures
37077,0.002308,9.402,23510,24260,56,39,0.08929,0.3667,structures
37079,0.009456,37.95,32540,8989,85,65,0.1882,2.467,structures
37081,0.004936,20.79,23630,170800,843,707,0.4033,14.7,structures
37083,0.012,16.85,15930,29160,350,93,0.09714,1.567,structures
37085,0.004591,10.75,29700,48790,224,341,0.4866,3.667,structures
37087,0.06459,28.01,52140,34280,2214,695,0.2656,19.47,structures
37089,0.01087,16.48,69950,51710,562,532,0.4377,8.767,structures
37091,0.01756,97.22,17980,9622,169,48,0.1302,4.667,structures
37093,0.001888,11.97,29310,19060,36,103,0.4167,1.233,structures
37095,0.7649,48.4,25880,3029,2317,989,0.3971,47.87,structures
37097,0.002068,10.19,16080,76890,159,157,0.1824,1.6,structures
37099,0.04392,9.722,15780,21270,934,264,0.1842,2.567,structures
37101,0.006554,17.11,37140,74160,486,489,0.356,8.367,structures
37103,0.04249,30.57,91950,4872,207,205,0.285,6.267,structures
37105,0.01029,13.49,24600,24100,248,126,0.2863,1.7,structures
37107,0.04795,61,36050,24780,1188,365,0.1843,22.27,structures
37109,0.003577,5.376,20540,40260,144,93,0.1528,0.5,structures
37111,0.02228,16.43,79470,20780,463,138,0.2354,2.267,structures
37113,0.01624,12.01,29110,25060,407,211,0.2727,2.533,structures
37115,0.03483,11.11,114800,10650,371,108,0.1995,1.2,structures
37117,0.02428,13.42,15600,16430,399,77,0.1053,1.033,structures
37119,0.003803,26.66,28540,310800,1182,2468,0.8604,65.8,structures
37121,0.01771,13.77,55900,8075,143,46,0.2168,0.6333,structures
37123,0.002281,9.524,16130,14900,34,21,0.1765,0.2,structures
37125,0.01175,10.21,28220,36930,434,483,0.5115,4.933,structures
37127,0.01959,36.63,46770,37820,741,525,0.4939,19.23,structures
37129,0.1088,25.6,21890,87140,9484,12810,0.7479,327.9,structures
37131,0.007027,34.57,10480,10960,77,27,0.07792,0.9333,structures
