fips,sfha_home_share,claims_per_1000_policies_year,mean_paid_usd,residential_structures,residential_structures_sfha,policies_in_force,sfha_policy_share,claims_per_year,sfha_share_basis
19169,0.01664,38.6,38480,34140,568,95,0.0757,3.667,structures
19171,0.02279,81.9,13370,10090,230,35,0.1174,2.867,structures
19173,0.01054,,,5788,61,0,0,0,structures
19175,0.01517,23.81,14500,6063,92,14,0.1304,0.3333,structures
19177,0.1392,26.67,14000,4669,650,30,0.04,0.8,structures
19179,0.01513,137.7,28210,20230,306,23,0.02614,3.167,structures
19181,0.008974,23.81,22530,21950,197,28,0.06599,0.6667,structures
19183,0.03041,5.556,12050,9766,297,84,0.2559,0.4667,structures
19185,0.0008197,,,3660,3,0,0,0,structures
19187,0.01426,72.46,56190,15570,222,23,0.07658,1.667,structures
19189,0.002817,0,,4970,14,1,0,0,structures
19191,0.002779,11.67,14260,10080,0,60,,0.7,policies_lower_bound
19193,0.02455,14.45,16940,35680,876,173,0.1598,2.5,structures
19195,0.01034,41.67,3674,3482,36,4,0.02778,0.1667,structures
19197,0.01751,4.167,2369,5540,97,16,0.1237,0.06667,structures
20001,0.05593,41.51,31770,5954,333,53,0.1381,2.2,structures
20003,0.0005556,20,71850,3600,0,5,,0.1,policies_lower_bound
20005,0.007064,2.778,16000,7644,54,12,0.1852,0.03333,structures
20007,0,33.33,1219,3283,0,2,,0.06667,structures
20009,0.06765,10.84,7632,13560,917,83,0.07306,0.9,structures
20011,0.02318,30.3,26480,6947,161,11,0.0559,0.3333,structures
20013,0.000182,0,,5495,0,1,,0,policies_lower_bound
20015,0.0213,58.94,32210,28170,600,151,0.165,8.9,structures
20017,0.005598,38.46,15660,1965,0,13,,0.5,policies_lower_bound
20019,0,,,2580,0,0,,0,structures
20021,0.05937,36.84,29020,10190,605,38,0.05785,1.4,structures
20023,0.0004284,0,,2334,0,2,,0,policies_lower_bound
20025,0,,,1326,0,0,,0,structures
20027,0.03349,5.556,10750,5016,168,30,0.1607,0.1667,structures
20029,0.06552,4.762,35000,5250,344,14,0.02907,0.06667,structures
20031,0.001741,13.33,67310,4595,0,10,,0.1333,policies_lower_bound
20033,0.001527,0,,1310,0,2,,0,policies_lower_bound
20035,0.02738,63.64,18550,16470,451,44,0.07539,2.8,structures
20037,0.03497,31.88,12000,16960,593,69,0.086,2.2,structures
20039,0,0,,2388,0,1,,0,structures
20041,0.005435,11.11,5658,11040,60,57,0.7667,0.6333,structures
20043,0.0004808,42.62,4131,4160,0,61,,2.6,policies_lower_bound
20045,0.008878,13.97,19200,36160,321,260,0.3676,3.633,structures
20047,0.342,2.222,,2000,684,45,0.06579,0.1,structures
20049,0.0008666,16.67,25000,2308,0,2,,0.03333,policies_lower_bound
20051,0.00812,6.854,4281,12190,0,107,,0.7333,policies_lower_bound
20053,0.0454,0,,3921,178,17,0.07865,0,structures
20055,0.0009177,11.11,5132,11990,0,21,,0.2333,policies_lower_bound
20057,0.0369,30.16,7565,11520,425,42,0.08941,1.267,structures
20059,0.0161,25.29,38130,10620,171,29,0.1287,0.7333,structures
20061,0.035,14.91,6345,10970,384,38,0.05729,0.5667,structures
20063,0,,,1296,0,0,,0,structures
20065,0,,,1402,0,0,,0,structures
20067,0,,,2962,0,0,,0,structures
20069,0.0007366,0,,2715,0,2,,0,policies_lower_bound
20071,0,,,944,0,0,,0,structures
20073,0.000406,83.33,6095,4926,0,2,,0.1667,policies_lower_bound
20075,0.0009479,0,,1055,0,3,,0,policies_lower_bound
20077,0.00238,0,,3781,0,13,,0,policies_lower_bound
20079,0.05624,26.76,9161,14530,817,142,0.1395,3.8,structures
20081,0,0,,1520,0,1,,0,structures
20083,0,,,1551,0,0,,0,structures
20085,0.01072,13.33,51800,6250,67,10,0.07463,0.1333,structures
20087,0.02866,11.81,38020,8933,256,48,0.1367,0.5667,structures
20089,0,,,3247,0,0,,0,structures
20091,0.004082,22,21170,196000,800,544,0.2512,11.97,structures
20093,0.003761,3.704,,1861,0,9,,0.03333,policies_lower_bound
20095,0.005602,4.444,20540,4998,0,30,,0.1333,policies_lower_bound
20097,0.001391,0,,1438,0,2,,0,policies_lower_bound
20099,0.06185,13.68,36630,10480,648,78,0.1049,1.067,structures
20101,0,,,1334,0,0,,0,structures
20103,0.008308,25.9,24650,27320,227,130,0.2555,3.367,structures
20105,0.001157,16.67,2285,2593,0,4,,0.06667,policies_lower_bound
20107,0.02453,2.564,9184,6646,163,13,0.04908,0.03333,structures
20109,0,,,1816,0,0,,0,structures
20111,0.0273,32.38,10910,12890,352,35,0.05114,1.133,structures
20113,0.06755,9.524,12920,13120,886,84,0.07788,0.8,structures
20115,0.03491,38.89,14590,7878,275,12,0.02909,0.4667,structures
20117,0.01337,,5552,6730,90,0,0,0.1,structures
20119,0,,,2371,0,0,,0,structures
20121,0.008792,22.5,44750,14100,124,40,0.1935,0.9,structures
20123,0.0009572,16.67,3382,4179,0,6,,0.1,policies_lower_bound
20125,0.02342,52.94,29470,14350,336,85,0.1935,4.5,structures
20127,0,,,2718,0,0,,0,structures
20129,0,,,1571,0,0,,0,structures
20131,0.0001345,16.67,26040,7436,0,2,,0.03333,policies_lower_bound
20133,0.04389,35.06,19420,7929,348,58,0.1351,2.033,structures
20135,0.0004008,66.67,,2495,0,1,,0.06667,policies_lower_bound
20137,0.001795,0,,2228,0,6,,0,policies_lower_bound
20139,0.03498,14.04,17030,7490,262,19,0.04962,0.2667,structures
20141,0,,,3133,0,0,,0,structures
20143,0.1694,8.772,13040,2520,427,38,0.08197,0.3333,structures
20145,0.005238,4.762,1202,3627,0,21,,0.1,policies_lower_bound
20147,0,,,4013,0,0,,0,structures
20149,0.03462,5.882,14590,11060,383,85,0.1149,0.5,structures
20151,0.001817,2.778,,4402,0,12,,0.03333,policies_lower_bound
20153,0.0003821,0,,2617,0,2,,0,policies_lower_bound
20155,0.04929,15.5,17820,27790,1370,185,0.119,2.867,structures
20157,0.0382,20,15920,4005,153,15,0.07843,0.3,structures
20159,0.004325,23.66,18650,5318,0,31,,0.7333,policies_lower_bound
20161,0.02336,16.77,40940,20720,484,314,0.3244,5.267,structures
20163,0.0002959,0,,3380,0,3,,0,policies_lower_bound
20165,0.00153,16.67,6571,2614,0,6,,0.1,policies_lower_bound
20167,0.0002675,0,,3739,0,2,,0,policies_lower_bound
20169,0.04972,26.59,15090,22310,1109,178,0.1362,4.733,structures
20171,0,0,,2723,0,2,,0,structures
20173,0.01814,22.75,25090,190500,3456,850,0.1551,19.33,structures
20175,0.05664,18.18,8087,7751,439,33,0.05467,0.6,structures
20177,0.03535,11.3,13870,67040,2370,714,0.2401,8.067,structures
20179,0,,,1176,0,0,,0,structures
20181,0.00111,0,,3605,0,5,,0,policies_lower_bound
20183,0,,,3513,0,0,,0,structures
20185,0,,,2915,0,0,,0,structures
20187,0,,,902,0,0,,0,structures
20189,0,,,2196,0,0,,0,structures
20191,0.05104,43.93,24740,11620,593,107,0.1653,4.7,structures
20193,0.003633,5.882,,4129,0,17,,0.1,policies_lower_bound
20195,0,,,2278,0,0,,0,structures
20197,0.06516,5,4030,4113,268,20,0.0709,0.1,structures
20199,0,,,1153,0,0,,0,structures
20201,0.01707,8.333,,4804,82,4,0.04878,0.03333,structures
20203,0,,,1313,0,0,,0,structures
20205,0.03064,58.97,22030,4765,146,26,0.1507,1.533,structures
20207,0.0004537,0,,2204,0,2,,0,policies_lower_bound
20209,0.003422,67.78,16030,53190,182,60,0.1538,4.067,structures
21001,0.01562,2.083,37190,10430,163,16,0.06748,0.03333,structures
21003,0.01154,2.083,,7279,84,16,0.1429,0.03333,structures
21005,0.01471,43.09,31760,10940,161,41,0.1863,1.767,structures
21007,0.03465,25.93,35490,4560,158,18,0.1076,0.4667,structures
21009,0.00962,7.937,14120,22140,213,21,0.0939,0.1667,structures
21011,0.04866,55.04,20030,6247,304,43,0.1283,2.367,structures
21013,0.1308,42.11,13050,10310,1349,171,0.109,7.2,structures
21015,0.00673,17.9,17870,43690,294,54,0.05442,0.9667,structures
21017,0.02601,117.7,19750,9226,240,81,0.2583,9.533,structures
21019,0.04865,54.43,12840,23640,1150,207,0.1548,11.27,structures
21021,0.01464,4.583,8478,10590,155,80,0.4,0.3667,structures
21023,0.06436,57.04,20760,4273,275,45,0.1527,2.567,structures
21025,0.1735,41.6,43600,7764,1347,117,0.07647,4.867,structures
21027,0.0227,27.27,21810,14270,324,22,0.05864,0.6,structures
21029,0.07501,15.65,20120,31350,2352,575,0.227,9,structures
21031,0.01434,33.33,31720,5789,83,17,0.1807,0.5667,structures
21033,0.01484,10.42,11480,5928,88,16,0.125,0.1667,structures
21035,0.009969,9.357,29220,13340,133,57,0.2707,0.5333,structures
21037,0.02908,29.15,11840,27310,794,335,0.3741,9.767,structures
21039,0.03867,7.407,12820,2974,115,9,0.03478,0.06667,structures
21041,0.08146,20.09,37040,4358,355,73,0.1746,1.467,structures
21043,0.07743,80.95,24100,11650,902,147,0.1208,11.9,structures
21045,0.0425,22.22,22320,7835,333,6,0.01802,0.1333,structures
21047,0.02486,47.09,37910,24900,619,327,0.4572,15.4,structures
21049,0.02005,59.12,23650,14810,297,106,0.2694,6.267,structures
21051,0.116,20.13,17170,7843,910,53,0.05385,1.067,structures
21053,0.01161,0,,4736,55,6,0.07273,0,structures
21055,0.03104,38.46,28420,6412,199,13,0.06533,0.5,structures
21057,0.02028,,109100,3451,70,0,0,0.03333,structures
21059,0.1077,11.78,18200,38030,4096,662,0.1211,7.8,structures
21061,0.01809,0,,7958,144,6,0.02778,0,structures
21063,0.03661,11.11,10000,3087,113,6,0.0354,0.06667,structures
21065,0.06212,28.15,32190,6101,379,45,0.1055,1.267,structures
21067,0.002089,21.28,15200,103400,0,365,,7.767,policies_lower_bound
21069,0.02629,57.41,20690,7837,206,18,0.07767,1.033,structures
21071,0.1949,83.54,18230,17220,3355,577,0.1455,48.2,structures
21073,0.02895,73.03,38010,18130,525,262,0.419,19.13,structures
21075,0.04399,19.05,22270,3114,137,14,0.09489,0.2667,structures
21077,0.06115,15.09,19490,3107,190,53,0.2474,0.8,structures
21079,0.01304,21.21,54350,6443,84,22,0.2024,0.4667,structures
21081,0.006767,0,,8719,59,12,0.1525,0,structures
21083,0.02059,40.52,15500,18020,371,51,0.1159,2.067,structures
21085,0.005264,11.9,51140,12350,65,14,0.1385,0.1667,structures
21087,0.01184,20,68360,5827,69,5,0.07246,0.1,structures
21089,0.09343,59.38,17640,15240,1424,320,0.2079,19,structures
21091,0.07457,6.061,10530,4211,314,55,0.1624,0.3333,structures
21093,0.02359,45.35,26150,37390,882,308,0.2472,13.97,structures
21095,0.2089,21.45,9759,11250,2350,275,0.1085,5.9,structures
21097,0.04437,41.86,25640,6265,278,86,0.2734,3.6,structures
21099,0.02217,15,36930,10020,222,20,0.08559,0.3,structures
21101,0.06534,44.4,19010,17430,1139,250,0.2072,11.1,structures
21103,0.0141,26.19,21710,5957,84,28,0.2857,0.7333,structures
21105,0.02399,0,,2334,56,3,0.05357,0,structures
21107,0.0355,16.67,15300,22820,810,92,0.0963,1.533,structures
21109,0.03025,26.19,10450,5984,181,14,0.04972,0.3667,structures
21111,0.01886,47.73,20960,243600,4595,2982,0.5284,142.3,structures
21113,0.01368,38.14,34970,17680,242,97,0.3099,3.7,structures
21115,0.1555,26.86,25990,9151,1423,211,0.1356,5.667,structures
21117,0.009095,35.98,10220,54540,496,189,0.3125,6.8,structures
21119,0.07653,50.21,33010,6925,530,79,0.1245,3.967,structures
21121,0.05595,23.38,11960,10190,570,77,0.114,1.8,structures
21123,0.01227,37.04,19690,5624,69,9,0.08696,0.3333,structures
21125,0.008444,5.556,36700,27360,231,30,0.08658,0.1667,structures
21127,0.08793,27.08,17030,7597,668,32,0.04192,0.8667,structures
21129,0.04966,27.45,47310,2960,147,17,0.102,0.4667,structures
21131,0.09376,19.3,8783,4938,463,38,0.07775,0.7333,structures
21133,0.1234,24.79,49300,11820,1459,160,0.09459,3.967,structures
21135,0.08125,55.74,21440,6695,544,61,0.07353,3.4,structures
21137,0.01014,54.17,27780,11540,117,8,0.05983,0.4333,structures
21139,0.04815,11.32,29980,4673,225,53,0.2044,0.6,structures
21141,0.02619,14.88,24780,12830,336,56,0.1458,0.8333,structures
21143,0.01178,,,5008,59,0,0,0,structures
21145,0.02081,40.34,36330,27340,569,195,0.2337,7.867,structures
21147,0.004134,16.67,1569,7983,33,2,0.0303,0.03333,structures
21149,0.0954,27.64,18660,4025,384,117,0.2969,3.233,structures
21151,0.01976,14.92,31090,29960,592,219,0.2855,3.267,structures
21153,0.1377,59.02,17280,3930,541,61,0.09612,3.6,structures
21155,0.0223,15,26430,8208,183,20,0.07104,0.3,structures
21157,0.02823,23.61,20670,12540,354,72,0.1667,1.7,structures
21159,0.2257,35,16160,4041,912,200,0.17,7,structures
21161,0.0163,28.21,16040,9328,152,13,0.05263,0.3667,structures
21163,0.006739,16.67,62940,10830,73,26,0.2055,0.4333,structures
21165,0.03772,11.11,21470,3340,126,27,0.1746,0.3,structures
21167,0.04459,47.95,38790,10470,467,73,0.1392,3.5,structures
21169,0.01834,0,,4417,81,10,0.1235,0,structures
21171,0.01139,11.11,1872,5444,62,6,0.08065,0.06667,structures
21173,0.0169,29.29,22690,13780,233,33,0.1116,0.9667,structures
21175,0.0723,56.94,31950,6183,447,24,0.04251,1.367,structures
21177,0.008454,9.333,3667,13600,115,25,0.1565,0.2333,structures
21179,0.01373,39.55,35880,20750,285,59,0.1789,2.333,structures
21181,0.04124,58.33,20720,4074,168,16,0.07143,0.9333,structures
21183,0.02975,15.15,22050,9781,291,22,0.06186,0.3333,structures
21185,0.01699,118.4,33870,21300,362,241,0.5801,28.53,structures
21187,0.03019,34,26350,4969,150,50,0.32,1.7,structures
21189,0.0878,33.33,32480,2016,177,6,0.02825,0.2,structures
21191,0.07215,38.89,29890,6847,494,132,0.2591,5.133,structures
21193,0.1185,24.11,25270,12080,1431,235,0.1565,5.667,structures
21195,0.1306,38.66,32970,26490,3461,927,0.2141,35.83,structures
21197,0.1389,32.29,16200,4854,674,96,0.1291,3.1,structures
21199,0.005545,33.33,27010,39670,220,16,0.01818,0.5333,structures
21201,0.03685,0,,1384,51,2,0.01961,0,structures
21203,0.02539,31.37,35400,7130,181,17,0.06077,0.5333,structures
21205,0.09476,41.75,16990,10350,981,198,0.1682,8.267,structures
21207,0.003895,10,34570,11810,46,10,0.1739,0.1,structures
21209,0.008842,20.27,24610,15830,140,97,0.5,1.967,structures
21211,0.004567,23.68,18640,17080,78,38,0.2179,0.9,structures
21213,0.008602,21.88,59840,7440,64,32,0.3594,0.7,structures
21215,0.01325,54.32,18580,5734,76,27,0.2237,1.467,structures
21217,0.01821,4.545,76230,11260,205,22,0.06341,0.1,structures
21219,0.02323,11.49,15520,6803,158,29,0.1203,0.3333,structures
21221,0.01487,3.03,,9479,141,11,0.07092,0.03333,structures
21223,0.04087,31.03,29510,3964,162,29,0.1481,0.9,structures
21225,0.02219,30.77,43510,6175,137,13,0.05839,0.4,structures
21227,0.004757,25.56,23070,40160,191,120,0.2932,3.067,structures
21229,0.01825,81.82,35520,6028,110,11,0.04545,0.9,structures
21231,0.01102,4.167,3107,11260,124,8,0.05645,0.03333,structures
21233,0.07814,4.575,40050,5541,433,51,0.1132,0.2333,structures
21235,0.03507,7.5,11260,14200,498,40,0.07028,0.3,structures
21237,0.03616,,,3374,122,0,0,0,structures
21239,0.02772,80.65,42110,11000,305,124,0.3607,10,structures
22001,0.2697,17.84,37430,23850,6432,2184,0.2509,38.97,structures
22003,0.1393,24.77,36200,8757,1220,292,0.1475,7.233,structures
22005,0.3368,13.5,71830,45720,15400,13200,0.454,178.2,structures
22007,0.3159,12.4,10960,8423,2661,995,0.2882,12.33,structures
22009,0.03291,25.13,17530,16260,0,752,,18.9,policies_lower_bound
22011,0.03856,32.19,27810,15560,600,291,0.2433,9.367,structures
22013,0.00857,76.19,21520,5834,50,7,0.1,0.5333,structures
22015,0.1516,6.374,37220,44670,6770,4142,0.4838,26.4,structures
22017,0.07764,10.63,28800,95090,7383,4088,0.4401,43.47,structures
22019,0.1878,22.35,45570,68840,12930,11640,0.4269,260.2,structures
22021,0.2427,13.06,23430,4145,1006,342,0.3171,4.467,structures
22023,0.8573,102.7,61050,3021,2590,910,0.329,93.5,structures
22025,0.1152,27.6,21640,4252,0,564,,15.57,policies_lower_bound
22027,0.009704,22.63,36360,6389,0,81,,1.833,policies_lower_bound
22029,0.01968,17.85,22670,7878,0,693,,12.37,policies_lower_bound
22031,0.03119,13.76,23370,9682,302,63,0.1358,0.8667,structures
22033,0.191,14.79,85320,149900,28630,35990,0.5705,532.1,structures
22035,0.01916,16.91,33930,2401,0,138,,2.333,policies_lower_bound
22037,0.03218,14.21,48700,7614,245,129,0.2327,1.833,structures
22039,0.155,15.04,32410,12000,1861,472,0.1811,7.1,structures
22041,0.06742,21.31,29210,8232,555,255,0.227,5.433,structures
22043,0.08476,43.64,22430,8034,681,152,0.1512,6.633,structures
22045,0.1697,24.8,38890,24370,4136,2827,0.3926,70.1,structures
22047,0.1853,9.253,43170,11420,2117,1160,0.214,10.73,structures
22049,0.007886,3.448,8269,7101,56,29,0.3214,0.1,structures
22051,0.3151,36.56,50680,116400,36690,75560,1.131,2763,structures
22053,0.1672,9.474,31270,12190,2039,862,0.28,8.167,structures
22055,0.1953,9.404,62080,84460,16500,16020,0.4691,150.7,structures
22057,0.1472,15.47,27330,34590,0,7963,,123.2,policies_lower_bound
22059,0.009837,65.7,22550,4981,0,69,,4.533,policies_lower_bound
22061,0.01062,8,17760,16480,175,100,0.2857,0.8,structures
22063,0.4939,27.04,74850,51510,25440,13710,0.3858,370.7,structures
22065,0.1518,16.53,24890,3525,535,242,0.2187,4,structures
22067,0.03608,36.34,40000,11470,414,155,0.1449,5.633,structures
22069,0.136,19.88,30110,16340,2223,540,0.1871,10.73,structures
22071,0.1424,50.82,91330,108400,15430,56110,1.152,2851,structures
22073,0.1086,24.67,42020,57150,6209,4265,0.4667,105.2,structures
22075,0.5453,42.09,78550,7449,4062,3808,0.5286,160.3,structures
22077,0.0593,23.87,26280,10930,0,1229,,29.33,policies_lower_bound
22079,0.03029,25.38,26840,52260,0,2688,,68.23,policies_lower_bound
22081,0.007805,6.452,62320,3331,0,31,,0.2,policies_lower_bound
22083,0.1415,23.41,35280,7858,1112,460,0.2761,10.77,structures
22085,0.005924,10.07,34270,12830,0,96,,0.9667,policies_lower_bound
22087,0.1306,72.92,123800,14710,1922,8351,1.137,608.9,structures
22089,0.4012,13.85,33750,17780,0,9907,,137.2,policies_lower_bound
22091,0.04986,18.72,67620,4954,247,73,0.166,1.367,structures
22093,0.07163,9.189,31240,9032,647,1023,0.306,9.4,structures
22095,0.235,51.91,86070,15940,3747,5448,0.7977,282.8,structures
22097,0.1929,10.41,33940,35130,6777,2223,0.2359,23.13,structures
22099,0.2389,15.55,26800,21850,5221,2157,0.248,33.53,structures
22101,0.2814,18.5,23920,20440,5751,2543,0.2631,47.03,structures
22103,0.185,27.44,68600,92440,0,37390,,1026,policies_lower_bound
22105,0.1899,18.2,53810,45240,8591,6827,0.3409,124.3,structures
22107,0.04167,10.05,36010,3240,0,262,,2.633,policies_lower_bound
22109,0.215,26.54,32350,33600,0,10800,,286.7,policies_lower_bound
22111,0.06691,38.15,31140,9520,637,256,0.3438,9.767,structures
22113,0.3612,32.81,47240,16400,5924,4149,0.4884,136.1,structures
22115,0.04029,35.75,36670,14890,600,248,0.2217,8.867,structures
22117,0.09264,28.92,37300,19660,1821,498,0.2103,14.4,structures
22119,0.01826,52.38,39680,18290,334,112,0.2425,5.867,structures
22121,0.05908,4.017,51440,10100,597,1228,0.4288,4.933,structures
22123,0.03398,18.88,37060,4562,155,83,0.1677,1.567,structures
22125,0.0051,39.02,37990,4314,0,88,,3.433,policies_lower_bound
22127,0.04287,48.33,31000,5691,244,40,0.09016,1.933,structures
23001,0.01014,9.35,11080,34900,354,164,0.3503,1.533,structures
23003,0.000407,45.65,22540,29480,12,92,4.333,4.2,structures
23005,0.005956,6.49,15450,100400,0,1320,,8.567,policies_lower_bound
23007,0.00543,17.95,36890,13440,0,91,,1.633,policies_lower_bound
23009,0.02274,5.282,28960,27260,620,284,0.1339,1.5,structures
23011,0.02819,9.237,29050,48520,1368,249,0.1308,2.3,structures
23013,0.02525,5.263,29960,19730,498,304,0.3032,1.6,structures
23015,0.01997,7.788,41860,19630,392,321,0.4031,2.5,structures
23017,0.04661,17.21,29880,25120,1171,275,0.1896,4.733,structures
23019,0.002369,13.92,10050,55290,0,194,,2.7,policies_lower_bound
23021,0.002414,7.143,16850,10360,0,42,,0.3,policies_lower_bound
23023,0.01668,6.576,25490,15460,258,147,0.2907,0.9667,structures
23025,0.00492,10.19,40350,24800,0,144,,1.467,policies_lower_bound
23027,0.01218,6.516,41330,16420,200,133,0.29,0.8667,structures
23029,0.02009,3.86,12620,14240,286,95,0.1399,0.3667,structures
23031,0.02364,17.31,25900,82950,0,2796,,48.4,policies_lower_bound
24001,0.0135,65.68,10600,28070,379,135,0.2427,8.867,structures
24003,0.008499,18.14,24740,176400,1499,4442,1.133,80.57,structures
24005,0.007529,25.63,31150,259500,0,3097,,79.37,policies_lower_bound
24009,0.01599,22.46,22100,35010,560,699,0.6321,15.7,structures
24011,0.02193,13.92,27210,14050,308,158,0.3766,2.2,structures
24013,0.004195,15.44,13220,59120,248,177,0.2581,2.733,structures
24015,0.024,29.33,24990,38660,928,533,0.4073,15.63,structures
24017,0.005946,18.53,22280,58530,348,547,0.454,10.13,structures
24019,0.152,26.1,23130,15620,2374,1382,0.4857,36.07,structures
24021,0.008818,11.58,12280,88570,781,501,0.1933,5.8,structures
24023,0.0146,29.63,14160,18840,275,72,0.1709,2.133,structures
24025,0.006313,15.73,18270,92510,584,534,0.4572,8.4,structures
24027,0.002484,10.17,25200,99020,246,816,0.9431,8.3,structures
24029,0.04948,20.51,31400,10210,505,460,0.6059,9.433,structures
24031,0.001183,9.857,10490,257800,305,2029,0.5115,20,structures
24033,0.003523,14.78,9708,256900,905,2249,1.021,33.23,structures
24035,0.03406,18.81,18380,21260,724,1675,1.055,31.5,structures
24037,0.02282,18.28,24110,41940,957,990,0.5517,18.1,structures
24039,0.4493,21.95,15640,10390,4667,1649,0.3381,36.2,structures
24041,0.03709,10.62,22510,18230,676,1771,0.9867,18.8,structures
24043,0.008852,24.17,13640,52530,465,280,0.4366,6.767,structures
24045,0.01925,12.09,25830,36410,701,488,0.3452,5.9,structures
24047,0.125,5.798,10130,32990,4123,7870,1.063,45.63,structures
24510,0.001281,21.78,21930,203000,0,678,,14.77,policies_lower_bound
25001,0.09813,4.502,23650,137800,13520,7485,0.403,33.7,structures
25003,0.00594,18.2,13500,44780,0,414,,7.533,policies_lower_bound
25005,0.02848,8.057,9983,133600,3805,2598,0.5561,20.93,structures
25007,0.05001,1.443,17340,13500,675,716,0.5319,1.033,structures
25009,0.03841,15.37,20760,196300,7538,5537,0.5808,85.1,structures
25011,0.001961,20.09,52620,21930,0,146,,2.933,policies_lower_bound
