fips,karst_share,landslide_susceptible_share
48207,0.495,0.0408
48209,0.882,0.302
48211,0.000423,0.117
48213,0,0.254
48215,0,0.0275
48217,0.218,0.109
48219,0.00085,0.00329
48221,0.408,0.293
48223,0.255,0.0566
48225,0,0.2
48227,0.243,0.106
48229,0.398,0.255
48231,0.0404,0.0397
48233,0.123,0.319
48235,0.633,0.109
48237,0.219,0.315
48239,0,0.026
48241,0,0.191
48243,0.0282,0.512
48245,0,0.0163
48247,0,0.00744
48249,0,0.0116
48251,0.169,0.126
48253,0.543,0.0494
48255,0,0.0464
48257,0,0.0454
48259,0.984,0.526
48261,0,0.0431
48263,0.704,0.293
48265,0.967,0.425
48267,0.968,0.361
48269,0.968,0.354
48271,0.534,0.217
48273,0,0.0202
48275,0.562,0.2
48277,0.0889,0.0879
48279,0.0019,0.018
48281,0.569,0.226
48283,0,0.01
48285,0,0.0707
48287,0,0.0776
48289,0.000356,0.266
48291,0,0.0326
48293,0.0335,0.0491
48295,0,0.0396
48297,0,0.0485
48299,0.119,0.316
48301,0.392,0.0164
48303,0.00428,0.0309
48305,0.00518,0.0105
48307,0.482,0.118
48309,0.401,0.144
48311,0,0.0276
48313,0,0.0526
48315,0,0.261
48317,0.0371,0.00429
48319,0.477,0.309
48321,0,0.0227
48323,0.0515,0.0662
48325,0.366,0.188
48327,0.93,0.0928
48329,0.169,0.00194
48331,0.121,0.131
48333,0.173,0.236
48335,0.693,0.0971
48337,0.0482,0.258
48339,0,0.0819
48341,0.0585,0.124
48343,0,0.219
48345,0.559,0.33
48347,0,0.393
48349,0,0.0804
48351,0,0.202
48353,0.659,0.252
48355,0,0.0417
48357,0.00126,0.0759
48359,0.0224,0.247
48361,0,0.0166
48363,0.373,0.339
48365,0,0.102
48367,0.216,0.24
48369,0,0.00359
48371,0.323,0.219
48373,0,0.209
48375,0.115,0.325
48377,0.0307,0.49
48379,0,0.0724
48381,0.0356,0.0862
48383,0.498,0.0213
48385,0.953,0.678
48387,0.0793,0.0565
48389,0.0874,0.0548
48391,0,0.0171
48393,0,0.354
48395,0,0.126
48397,0,0.0785
48399,0.52,0.0702
48401,0,0.307
48403,0,0.303
48405,0,0.367
48407,0,0.148
48409,0,0.0225
48411,0.601,0.235
48413,0.951,0.0297
48415,0.398,0.149
48417,0.561,0.211
48419,0,0.369
48421,0,0.0444
48423,0,0.336
48425,0.345,0.437
48427,0,0.0312
48429,0.117,0.203
48431,0.564,0.161
48433,0.823,0.28
48435,0.957,0.201
48437,0,0.00847
48439,0.395,0.135
48441,0.671,0.193
48443,0.878,0.48
48445,0,0.00449
48447,0.38,0.159
48449,0.0829,0.142
48451,0.347,0.0943
48453,0.564,0.361
48455,0,0.123
48457,0,0.247
48459,0,0.35
48461,0.312,0.0571
48463,0.532,0.306
48465,0.902,0.539
48467,0,0.124
48469,0,0.0305
48471,0,0.0947
48473,0,0.0402
48475,0.269,0.0207
48477,0,0.119
48479,0,0.0436
48481,0,0.0185
48483,0.24,0.0456
48485,0.00488,0.0598
48487,0.395,0.0589
48489,0,0.0448
48491,0.469,0.088
48493,0,0.047
48495,0.137,0.0211
48497,0.247,0.207
48499,0,0.232
48501,0,0.00275
48503,0.0183,0.164
48505,0,0.0309
48507,0,0.0155
49001,0.0704,0.473
49003,0.112,0.333
49005,0.409,0.728
49007,0,0.763
49009,0.0525,0.713
49011,0.00425,0.503
49013,0.0296,0.706
49015,0.271,0.596
49017,0.115,0.747
49019,0.0692,0.659
49021,0.0124,0.467
49023,0.11,0.422
49025,0.165,0.713
49027,0.164,0.312
49029,0.092,0.93
49031,0,0.752
49033,0.0835,0.621
49035,0.176,0.588
49037,0.104,0.597
49039,0.139,0.719
49041,0.0509,0.793
49043,0.0553,0.795
49045,0.107,0.237
49047,0.0492,0.661
49049,0.215,0.711
49051,0.176,0.862
49053,0.173,0.794
49055,0.225,0.605
49057,0.0891,0.636
50001,0.442,0.626
50003,0.239,0.837
50005,0.513,0.782
50007,0.274,0.718
50009,0.00574,0.703
50011,0.19,0.651
50013,0.439,0.187
50015,0,0.829
50017,0.525,0.866
50019,0.333,0.656
50021,0.206,0.8
50023,0.244,0.871
50025,0.126,0.866
50027,0.219,0.863
51001,0,0.0426
51003,0,0.849
51005,0.17,0.961
51007,0.0172,0.505
51009,0.00805,0.915
51011,0.00927,0.737
51013,0,0.598
51015,0.482,0.779
51017,0.255,0.946
51019,0.0304,0.868
51021,0.321,0.965
51023,0.493,0.938
51025,0,0.374
51027,0.000766,0.998
51029,0.00264,0.709
51031,0.0198,0.695
51033,0.5,0.582
51035,0.00647,0.947
51036,0.0635,0.244
51037,0.0145,0.62
51041,0.0255,0.393
51043,0.74,0.499
51045,0.326,0.932
51047,0,0.551
51049,0,0.619
51051,0,0.995
51053,0.0122,0.26
51057,0.442,0.563
51059,0.0172,0.588
51061,0.0065,0.591
51063,0,0.942
51065,0,0.71
51067,0.00217,0.909
51069,0.321,0.736
51071,0.637,0.963
51073,0.0952,0.314
51075,0,0.613
51077,0,0.955
51079,0,0.869
51081,0.00907,0.128
51083,0.00559,0.627
51085,0.116,0.414
51087,0.107,0.282
51089,0.00201,0.914
51091,0.369,0.946
51093,0.0486,0.189
51095,0.123,0.577
51097,0.361,0.54
51099,0.411,0.621
51101,0.352,0.477
51103,0.0503,0.449
51105,0.648,0.954
51107,0.0621,0.512
51109,0,0.495
51111,0,0.588
51113,0.0132,0.852
51115,0,0.028
51117,0,0.525
51119,0.179,0.493
51121,0.643,0.927
51125,0.0106,0.907
51127,0.251,0.577
51131,0,0.0645
51133,0.129,0.467
51135,0,0.599
51137,0.0245,0.598
51139,0.372,0.778
51141,0,0.947
51143,0.0161,0.675
51145,0,0.524
51147,0,0.733
51149,0.143,0.217
51153,0.033,0.557
51155,0.56,0.915
51157,0,0.901
51159,0.262,0.596
51161,0.337,0.936
51163,0.582,0.925
51165,0.449,0.755
51167,0.672,0.986
51169,0.743,0.98
51171,0.488,0.779
51173,0.531,0.939
51175,0.201,0.121
51177,0.0436,0.475
51179,0.214,0.71
51181,0.0586,0.208
51183,0.128,0.0654
51185,0.438,0.966
51187,0.222,0.82
51191,0.624,0.947
51193,0.201,0.467
51195,0.0983,0.975
51197,0.657,0.88
51199,0.0571,0.361
51510,0,0.532
51520,0.906,0.858
51530,0.875,0.793
51540,0,0.84
51550,0,0.0692
51570,0.222,0.408
51580,0.267,0.772
51590,0,0.745
51595,0,0.194
51600,0,0.489
51610,0,0.28
51620,0,0.154
51630,0.143,0.617
51640,0,0.909
51650,0,0.0788
51660,0.867,0.535
51670,0.16,0.401
51678,1,0.738
51680,0,0.844
51683,0.0385,0.32
51685,0,0.552
51690,0,0.905
51700,0,0.212
51710,0,0.13
51720,0.263,0.964
51730,0.153,0.338
51735,0,0.0255
51740,0,0.14
51750,0.917,0.825
51760,0.0723,0.377
51770,0.946,0.715
51775,0.919,0.665
51790,0.863,0.855
51800,0.0418,0.134
51810,0,0.0994
51820,0.732,0.584
51830,0,0.688
51840,0.958,0.474
53001,0,0.247
53003,0.00301,0.754
53005,0,0.285
53007,0,0.947
53009,0,0.807
53011,0,0.605
53013,0,0.878
53015,0,0.876
53017,0,0.451
53019,0.00855,0.907
53021,0,0.365
53023,0,0.769
53025,0,0.226
53027,0,0.687
53029,0,0.301
53031,0,0.85
53033,0.000879,0.695
53035,0,0.583
53037,0.00232,0.771
53039,0,0.552
53041,0,0.815
53043,0,0.405
53045,0,0.676
53047,0.00618,0.859
53049,0,0.844
53051,0.0241,0.808
53053,0,0.663
53055,0.103,0.493
53057,0.0101,0.815
53059,0,0.882
53061,0,0.777
53063,0,0.461
53065,0.0405,0.776
53067,0,0.535
53069,0,0.839
53071,0,0.651
53073,0.00339,0.823
53075,0,0.773
53077,0,0.61
54001,0,0.959
54003,0.432,0.692
54005,0,0.992
54007,0,0.993
54009,0.356,0.915
54011,0,0.953
54013,0,0.998
54015,0,0.999
54017,0,0.998
54019,0.011,0.966
54021,0,0.996
54023,0.124,0.838
54025,0.346,0.933
54027,0.0765,0.9
54029,0.0219,0.894
54031,0.1,0.901
54033,0.0704,0.977
54035,0,0.965
54037,0.849,0.467
54039,0,0.98
54041,0,0.982
54043,0,0.996
54045,0,0.994
54047,0,0.997
54049,0.154,0.983
54051,0.0259,0.965
54053,0,0.902
54055,0.395,0.962
54057,0.109,0.889
54059,0,0.995
54061,0.113,0.959
54063,0.689,0.937
54065,0.0724,0.921
54067,0,0.968
54069,0.196,0.951
54071,0.184,0.952
54073,0,0.953
54075,0.305,0.942
54077,0.0231,0.877
54079,0,0.95
54081,0.026,0.958
54083,0.153,0.937
54085,0,0.995
54087,0,0.997
54089,0.713,0.948
54091,0,0.973
54093,0.0771,0.804
54095,0,0.974
54097,0,0.971
54099,0,0.988
54101,0.0353,0.983
54103,0,0.987
54105,0,0.981
54107,0,0.917
54109,0,0.994
55001,0,0.125
55003,0,0.257
55005,0,0.268
55007,0,0.428
55009,0.229,0.179
55011,0.323,0.736
55013,0,0.254
55015,0.32,0.06
55017,0,0.239
55019,0,0.0595
55021,0.203,0.204
55023,0.685,0.859
55025,0.381,0.367
55027,0.496,0.162
55029,0.901,0.0825
55031,0,0.24
55033,0.0465,0.458
55035,0,0.34
55037,0,0.34
55039,0.511,0.133
55041,0,0.302
55043,0.877,0.686
55045,0.894,0.46
55047,0.209,0.13
55049,0.778,0.675
55051,0,0.308
55053,0,0.361
55055,0.295,0.168
55057,0,0.248
55059,0,0.126
55061,0.163,0.131
55063,0.199,0.705
55065,0.984,0.426
55067,0,0.306
55069,0,0.214
55071,0.155,0.158
55073,0,0.0932
55075,0.128,0.271
55077,0,0.163
55078,0,0.279
55079,0.0319,0.191
55081,0.165,0.537
55083,0.217,0.212
55085,0,0.343
55087,0.271,0.0496
55089,0.166,0.138
55091,0.236,0.553
55093,0.778,0.469
55095,0.00808,0.318
55097,0,0.148
55099,0,0.147
55101,0.0409,0.106
55103,0.397,0.791
55105,0.426,0.156
55107,0,0.189
55109,0.344,0.234
55111,0.153,0.508
55113,0,0.26
55115,0.11,0.239
55117,0.0284,0.207
55119,0,0.144
55121,0.0603,0.696
55123,0.641,0.809
55125,0,0.433
55127,0.0604,0.196
55129,0,0.418
55131,0.152,0.265
55133,0.176,0.214
55135,0.00152,0.204
55137,0,0.198
55139,0.324,0.0217
55141,0,0.0315
56001,0.129,0.417
56003,0.245,0.597
56005,0,0.507
56007,0.0463,0.484
56009,0.0229,0.476
56011,0.414,0.563
56013,0.0873,0.561
56015,0.0121,0.261
56017,0.17,0.789
56019,0.141,0.712
56021,0.0106,0.295
56023,0.273,0.684
56025,0.0923,0.519
56027,0.156,0.441
56029,0.0304,0.749
56031,0.0893,0.515
56033,0.152,0.791
56035,0.18,0.536
56037,0.0344,0.305
56039,0.122,0.739
56041,0.00592,0.451
56043,0.271,0.695
56045,0.151,0.386
72001,0,0.995
72003,0.0506,0.792
72005,0.914,0.527
72007,0.0244,0.998
72009,0,0.973
72011,0,0.764
72013,0.767,0.719
72015,0,0.608
72017,0.681,0.482
72019,0.011,0.995
72021,0.0435,0.751
72023,0.0924,0.472
72025,0.00637,0.846
72027,0.991,0.828
72029,0.0123,0.827
72031,0.0242,0.559
72033,0,0.182
72035,0.00752,0.958
72037,0,0.636
72039,0.28,0.997
72041,0.0106,0.971
72043,0.0198,0.955
72045,0.0143,0.992
72047,0.0642,0.993
72049,0,0.554
72051,0.433,0.495
72053,0,0.626
72054,1,0.943
72055,0.402,0.516
72057,0,0.644
72059,0.357,0.797
72061,0.0143,0.831
72063,0,0.828
72065,0.955,0.766
72067,0.207,0.532
72069,0,0.656
72071,0.933,0.715
72073,0,0.991
72075,0.0705,0.649
72077,0,0.866
72079,0.114,0.391
72081,0.327,0.995
72083,0,0.997
72085,0,0.857
72087,0.0545,0.077
72089,0,0.83
72091,0.75,0.729
72093,0,0.999
72095,0,0.85
72097,0.307,0.605
72099,0.371,0.957
72101,0.347,0.967
72103,0,0.753
72105,0,0.991
72107,0.0244,0.998
72109,0,0.905
72111,0.261,0.905
72113,0.116,0.736
72115,0.953,0.776
72117,0.0857,0.867
72119,0,0.825
72121,0.0526,0.875
72123,0.0225,0.552
72125,0.0704,0.872
72127,0.00781,0.503
72129,0,0.976
72131,0.352,0.969
72133,0.069,0.298
72135,0.319,0.889
72137,0.242,0.308
72139,0,0.91
72141,0.157,0.993
72143,0.792,0.734
72145,0.616,0.613
72147,0,0.679
72149,0.0412,0.985
72151,0,0.742
72153,0.0805,0.936
78010,0.261,
78020,0.0392,
78030,0.0732,
