fips,population,building_value_usd,eal_valt,sovi_score,resl_score,crf_value,coastal,tsunami_zone
46127,16800,6000000000,16320000,10.62,48.31,0.7471,false,false
46129,5315,1803000000,10230000,66.03,82.28,1.252,false,false
46135,23310,7483000000,19350000,66.57,84.64,1.254,false,false
46137,2413,549500000,4522000,99.75,0.3817,1.962,false,false
47001,77020,14390000000,29460000,49.87,55.06,1.133,false,false
47003,50190,9711000000,25430000,51.05,26.56,1.156,false,false
47005,15850,2706000000,9687000,65.39,15.43,1.307,false,false
47007,14880,2173000000,5995000,73.38,4.676,1.431,false,false
47009,135000,24860000000,36600000,24.9,50.45,0.9344,false,false
47011,108500,20090000000,35820000,24.62,37.63,0.9363,false,false
47013,39230,6854000000,13670000,81.49,9.128,1.521,false,false
47015,14490,2386000000,7147000,51.84,28.88,1.161,false,false
47017,28400,4888000000,24790000,69.27,32.76,1.327,false,false
47019,56260,8060000000,15910000,83.11,17.24,1.52,false,false
47021,41050,6717000000,17270000,18.73,35.5,0.8846,false,false
47023,17340,3710000000,12780000,51.53,45.52,1.149,false,false
47025,32030,5721000000,10240000,69.82,6.679,1.376,false,false
47027,7571,1370000000,4285000,70.1,14.82,1.359,false,false
47029,35950,6041000000,11800000,86.07,8.461,1.599,false,false
47031,57860,11450000000,22930000,40.46,35.21,1.065,false,false
47033,13870,2636000000,12510000,81.52,51.91,1.443,false,false
47035,61090,10460000000,18510000,81.62,22.93,1.488,false,false
47037,715500,157500000000,262400000,40.27,58.46,1.055,false,false
47039,11430,2383000000,8354000,84.7,41.63,1.5,false,false
47041,20070,3673000000,7543000,54.13,30.73,1.181,false,false
47043,54290,9922000000,18830000,29.07,34.26,0.9778,false,false
47045,36760,7975000000,47270000,75.22,58.84,1.364,false,false
47047,41890,8838000000,29740000,62.69,50.38,1.245,false,false
47049,18480,2837000000,6200000,87.34,18.8,1.577,false,false
47051,42760,8567000000,19640000,38.04,39.76,1.044,false,false
47053,50410,9467000000,48520000,65.43,54.45,1.266,false,false
47055,30340,5889000000,17640000,67.4,38.49,1.302,false,false
47057,23530,3532000000,5229000,72.52,13.77,1.387,false,false
47059,70100,13490000000,13850000,76.43,22.61,1.42,false,false
47061,13480,2328000000,6349000,98.35,18.42,1.808,false,false
47063,64440,13300000000,12050000,66.09,34.22,1.291,false,false
47065,365900,76010000000,140100000,36.39,77.74,1.016,false,false
47067,6660,1297000000,3053000,95.99,9.924,1.795,false,false
47069,23480,4312000000,14750000,93.42,39.69,1.633,false,false
47071,26740,5427000000,19580000,88.77,41.54,1.559,false,false
47073,56710,9213000000,13700000,76.88,27.61,1.419,false,false
47075,17840,3724000000,16080000,94.27,72.39,1.58,false,false
47077,27820,4900000000,19460000,61.9,46.63,1.241,false,false
47079,32200,6018000000,38440000,82.22,31.49,1.477,false,false
47081,24870,5086000000,12730000,57.32,15.55,1.225,false,false
47083,8275,1446000000,5249000,44.75,30.69,1.102,false,false
47085,18960,3694000000,12580000,66.06,48.89,1.279,false,false
47087,11610,1538000000,4682000,92.97,5.757,1.754,false,false
47089,54640,9522000000,12340000,55.63,24.84,1.2,false,false
47091,17930,2891000000,5876000,88.84,6.648,1.652,false,false
47093,478800,92440000000,131400000,22.68,61.32,0.9153,false,false
47095,7005,1116000000,9593000,95.64,46.79,1.654,false,false
47097,25080,4323000000,20320000,87.95,40.04,1.549,false,false
47099,44120,7454000000,22270000,68.16,18.86,1.331,false,false
47101,12490,1769000000,5412000,44.59,12.4,1.112,false,false
47103,35310,7080000000,16150000,68.42,23.98,1.328,false,false
47105,54820,11410000000,22210000,68.07,68.03,1.281,false,false
47107,53190,9841000000,18170000,59.26,37.66,1.224,false,false
47109,25790,4640000000,14590000,53.44,29.1,1.175,false,false
47111,25210,4022000000,8615000,69.12,21.12,1.34,false,false
47113,98780,23040000000,90800000,72.87,81.52,1.32,false,false
47115,28730,5130000000,16420000,63.96,28.53,1.275,false,false
47117,34320,7109000000,19730000,10.62,35.24,0.7603,false,false
47119,100900,17030000000,46150000,24.14,61.67,0.9252,false,false
47121,12740,2070000000,4040000,77.83,35.43,1.42,false,false
47123,46220,8406000000,15810000,78.53,19.85,1.449,false,false
47125,220000,33830000000,77800000,20.52,32.09,0.9028,false,false
47127,6446,1687000000,4156000,56.46,34.76,1.2,false,false
47129,21020,2815000000,6476000,47.77,11.61,1.14,false,false
47131,30780,5499000000,34880000,71.34,41.98,1.341,false,false
47133,22500,3235000000,7295000,45.45,15.62,1.116,false,false
47135,8329,1550000000,6917000,88.55,11.13,1.619,false,false
47137,4999,1063000000,2132000,78.21,24.27,1.44,false,false
47139,17530,2903000000,6814000,84.99,16.35,1.553,false,false
47141,79810,12820000000,24380000,43,47.81,1.079,false,false
47143,32840,6045000000,13520000,57.82,33.62,1.213,false,false
47145,53370,9883000000,21770000,71.41,44.62,1.339,false,false
47147,72790,13960000000,24030000,24.49,52.32,0.9308,false,false
47149,341300,72220000000,134900000,15.46,56.3,0.8429,false,false
47151,21840,3406000000,6469000,72.01,6.775,1.402,false,false
47153,15810,2517000000,10970000,54.2,20.23,1.191,false,false
47155,98280,21140000000,32080000,58.17,30.12,1.219,false,false
47157,929600,200600000000,554700000,72.58,57.51,1.337,false,false
47159,19890,3584000000,9627000,10.62,40.71,0.7566,false,false
47161,13650,2456000000,6806000,79.29,15.36,1.468,false,false
47163,158100,27850000000,28540000,44.75,40.24,1.097,false,false
47165,196200,38360000000,86710000,14.76,55.69,0.8359,false,false
47167,60940,10040000000,34280000,73.19,50.6,1.35,false,false
47169,11610,1543000000,4628000,10.62,32.54,0.7617,false,false
47171,17920,2692000000,4358000,54.68,24.55,1.192,false,false
47173,19800,3051000000,5076000,46.85,13.14,1.133,false,false
47175,6146,962000000,2593000,25.6,13.61,0.9521,false,false
47177,40930,7740000000,18450000,67.33,23.31,1.32,false,false
47179,132900,23190000000,22610000,36.77,71.95,1.02,false,false
47181,16200,2385000000,9440000,79.55,8.81,1.496,false,false
47183,32890,5734000000,34650000,30.31,38.71,0.986,false,false
47185,27320,3946000000,9977000,62.95,33.46,1.261,false,false
47187,247500,61390000000,98020000,10.62,95.23,0.5989,false,false
47189,147700,31420000000,60490000,10.62,60.56,0.7249,false,false
48001,57840,12970000000,23250000,80.09,32.28,1.45,false,false
48003,18580,4667000000,5992000,10.62,16.28,0.7772,false,false
48005,86270,14420000000,23360000,72.46,36.04,1.358,false,false
48007,23700,5771000000,15230000,90.78,82.86,1.516,true,false
48009,8555,2176000000,3893000,42.88,36.51,1.083,false,false
48011,1844,604900000,6366000,56.11,49.14,1.189,false,false
48013,48810,8787000000,13880000,89.57,14.31,1.627,false,false
48015,30010,7991000000,14470000,63.23,39.15,1.26,false,false
48017,6899,2140000000,7777000,91.32,1.781,1.792,false,false
48019,20830,7329000000,17040000,88.99,29.33,1.579,false,false
48021,97100,14960000000,42520000,43.64,26.49,1.094,false,false
48023,3465,1416000000,4225000,95.83,55.76,1.638,false,false
48025,30950,5289000000,16200000,78.82,11.01,1.472,false,false
48027,369800,62240000000,107000000,29.93,60.85,0.9763,false,false
48029,2007000,308300000000,619400000,57.22,21.69,1.215,false,false
48031,11330,2676000000,10120000,45.39,52.51,1.096,false,false
48033,627,341400000,2667000,60.62,5.471,1.276,false,false
48035,18210,3530000000,9121000,69.82,33.37,1.332,false,false
48037,92790,17060000000,33390000,63.77,50.19,1.256,false,false
48039,371500,64560000000,161500000,23.98,82,0.9193,true,false
48041,233600,37230000000,62680000,59.89,48.85,1.221,false,false
48043,9511,2774000000,6729000,52.13,23.92,1.168,false,false
48045,1430,369400000,5882000,10.62,14.41,0.778,false,false
48047,7053,1099000000,13480000,88.9,3.308,1.692,false,false
48049,38070,8194000000,19260000,71.34,62.56,1.323,false,false
48051,17630,4888000000,7477000,68.61,30.44,1.325,false,false
48053,48990,10790000000,25820000,82.67,35.53,1.477,false,false
48055,45870,6699000000,33050000,64.66,9.033,1.313,false,false
48057,20060,5391000000,21610000,63.23,73.89,1.233,true,false
48059,13700,2445000000,4781000,70.13,75.99,1.295,false,false
48061,420100,61290000000,165100000,91.67,6.298,1.728,true,false
48063,12450,3605000000,7402000,95.55,22.36,1.724,false,false
48065,5799,2082000000,11480000,11.39,71.28,0.7733,false,false
48067,28400,5774000000,10780000,91.28,37.44,1.603,false,false
48069,7365,1775000000,7725000,75.51,1.749,1.49,false,false
48071,46510,13490000000,30430000,10.62,97.26,0.5817,true,false
48073,50320,10290000000,17270000,70.83,25.35,1.353,false,false
48075,6414,1807000000,6351000,53.75,26.72,1.18,false,false
48077,10200,2524000000,5678000,43.29,57.03,1.076,false,false
48079,2539,839200000,3977000,73.28,2.513,1.444,false,false
48081,3276,1152000000,2275000,57.03,28.34,1.209,false,false
48083,7673,2124000000,4991000,88.42,43.77,1.55,false,false
48085,1064000,206300000000,716300000,10.62,58.37,0.7296,false,false
48087,2652,1114000000,7503000,58.62,3.785,1.262,false,false
48089,20530,7531000000,15860000,83.91,40.55,1.491,false,false
48091,161300,35170000000,143700000,22.77,73.54,0.9121,false,false
48093,13570,7891000000,11000000,86.39,14.19,1.576,false,false
48095,2289,1051000000,2389000,61.58,9.987,1.273,false,false
48097,41620,13640000000,28480000,53.21,25.92,1.175,false,false
48099,82840,8978000000,22910000,38.58,14.38,1.062,false,false
48101,1367,453100000,3161000,96.47,12.85,1.782,false,false
48103,4675,1059000000,971000,80.31,6.966,1.514,false,false
48105,3087,1065000000,3356000,34.22,15.2,1.022,false,false
48107,5131,1232000000,4576000,98.73,10.56,1.852,false,false
48109,2188,1192000000,2826000,97.39,0.986,1.918,false,false
48111,7070,2841000000,14230000,51.75,0.5725,1.222,false,false
48113,2607000,436100000000,973200000,59.13,12.95,1.244,false,false
48115,12430,2993000000,8391000,82.6,21.56,1.503,false,false
48117,18560,5122000000,19820000,50.67,4.358,1.18,false,false
48119,5227,1425000000,4073000,51.43,60.31,1.14,false,false
48121,906100,177400000000,354700000,10.62,37.15,0.7594,false,false
48123,19810,8486000000,31380000,97.68,37.79,1.723,false,false
48125,1761,530400000,3460000,93.54,16.03,1.703,false,false
48127,8588,2173000000,6266000,99.55,5.884,1.895,false,false
48129,3257,1073000000,6640000,72.52,13.49,1.388,false,false
48131,9819,2129000000,9931000,99.33,4.994,1.898,false,false
48133,17640,6374000000,9467000,80.31,59.61,1.419,false,false
48135,165100,32350000000,46410000,44.88,14.73,1.113,false,false
48137,1420,1799000000,2050000,87.09,2.926,1.661,false,false
48139,192100,36130000000,46930000,35.31,75.29,1.01,false,false
48141,864500,112100000000,120800000,85.18,4.071,1.611,false,false
48143,42540,18530000000,33940000,39.54,56.11,1.048,false,false
48145,16930,3740000000,5967000,85.62,35.18,1.523,false,false
48147,35620,6902000000,26860000,38.58,34.45,1.052,false,false
48149,24410,10290000000,17090000,59.83,55.66,1.214,false,false
48151,3647,1090000000,2905000,10.62,61.64,0.7206,false,false
48153,5371,1871000000,7755000,71.63,37.75,1.346,false,false
48155,1095,455200000,2304000,66.57,17.3,1.319,false,false
48157,822600,156000000000,346200000,16.98,70.13,0.8552,true,false
48159,10340,3775000000,6799000,69.08,70.87,1.289,false,false
48161,19380,6876000000,13360000,82.35,30.6,1.484,false,false
48163,18320,3659000000,10650000,92.81,1.686,1.829,false,false
48165,21570,4434000000,12920000,79.29,0.6997,1.591,false,false
48167,350500,63700000000,198000000,32.44,97.71,0.9783,true,false
48169,5779,1157000000,4703000,81.62,1.145,1.609,false,false
48171,26690,9157000000,17010000,59.45,56.84,1.211,false,false
48173,1102,640400000,2614000,47.58,2.799,1.155,false,false
48175,7007,2314000000,6307000,66.57,28.75,1.303,false,false
48177,19600,11970000000,36830000,90.17,16.06,1.635,false,false
48179,21220,5402000000,18410000,55.92,24.36,1.202,false,false
48181,135500,28730000000,42590000,38.74,44.24,1.047,false,false
48183,124200,27030000000,54640000,60.62,30.18,1.241,false,false
48185,29200,4953000000,14410000,74.11,24.52,1.391,false,false
48187,172500,28510000000,123700000,18.92,50.8,0.8805,false,false
48189,32410,8440000000,30890000,67.72,20.99,1.325,false,false
48191,2817,1158000000,6676000,90.52,3.562,1.729,false,false
48193,8208,3199000000,4901000,53.63,35.34,1.174,false,false
48195,5283,1585000000,11950000,46.37,1.94,1.15,false,false
48197,3547,1246000000,2539000,96.91,13.84,1.788,false,false
48199,56130,11650000000,27120000,44.59,49.46,1.091,true,false
48201,4726000,838800000000,2218000000,67.94,17.88,1.329,true,false
48203,68640,14220000000,28740000,73.73,33.33,1.376,false,false
48205,5380,2231000000,14000000,10.62,2.449,0.7943,false,false
48207,5414,2272000000,4419000,59.83,34.89,1.231,false,false
48209,240800,39230000000,108600000,15.43,57.54,0.8415,false,false
48211,3382,1066000000,6162000,38.93,2.163,1.081,false,false
48213,81980,15570000000,37400000,83.24,38.61,1.484,false,false
48215,869500,114000000000,309800000,92.72,0.8588,1.873,false,false
48217,35830,7664000000,24720000,69.97,32.44,1.334,false,false
48219,21360,5087000000,13770000,62.72,17.27,1.274,false,false
48221,61570,13340000000,29110000,38.74,58.91,1.042,false,false
48223,36690,12370000000,27940000,46.22,33.84,1.111,false,false
48225,22030,5591000000,13140000,95.58,25.41,1.714,false,false
48227,34840,8350000000,13770000,74.05,35.78,1.377,false,false
48229,3194,671900000,1667000,56.33,0.03181,1.371,false,false
48231,99920,19030000000,43280000,49.68,41.09,1.139,false,false
48233,20600,4145000000,22330000,61.74,36.13,1.247,false,false
48235,1511,471200000,1345000,71.69,15.27,1.377,false,false
48237,8459,2180000000,5452000,29.42,14.6,0.9889,false,false
48239,14960,7388000000,23970000,68.13,31.77,1.318,true,false
48241,32900,6034000000,15460000,81.39,19.08,1.492,false,false
48243,1996,1055000000,1921000,70.23,17.33,1.355,false,false
48245,256400,43270000000,140700000,84.1,64.82,1.455,true,false
48247,4819,929300000,7839000,98.79,2.036,1.915,false,false
48249,38810,9909000000,38240000,93.32,18.38,1.686,false,false
48251,179700,32050000000,70660000,23.22,55.47,0.9204,false,false
48253,19600,4135000000,8859000,77.54,51.08,1.397,false,false
48255,14670,4730000000,12000000,98.47,30.63,1.753,false,false
48257,145300,27190000000,42720000,18.23,63.49,0.8694,false,false
48259,44220,12860000000,26110000,32.79,69.94,0.9945,false,false
48261,345,150900000,6831000,69.05,0.7634,1.425,false,false
48263,741,331300000,1358000,40.68,52.1,1.061,false,false
48265,52530,12040000000,25300000,86.16,32.06,1.536,false,false
48267,4271,2842000000,6302000,95.36,22.23,1.718,false,false
48269,262,119900000,401200,91.86,25.29,1.637,false,false
48271,3126,604400000,1297000,90.14,5.312,1.701,false,false
48273,30910,6004000000,35340000,88.33,39.6,1.557,true,false
48275,3353,1005000000,4098000,97.04,34.48,1.717,false,false
48277,50070,16380000000,31930000,72.46,44.53,1.348,false,false
48279,13020,3964000000,14970000,84.73,18.61,1.542,false,false
48281,21630,4835000000,7656000,69.15,28.02,1.33,false,false
48283,6631,1800000000,4310000,99.52,4.326,1.907,false,false
48285,20310,5644000000,33820000,62.44,62.69,1.234,false,false
48287,17460,4236000000,11710000,47.39,30.88,1.123,false,false
48289,15670,4677000000,15100000,73.35,19.34,1.388,false,false
48291,91490,11530000000,32530000,67.11,19.15,1.322,true,false
48293,22130,6655000000,13090000,92.11,18.23,1.664,false,false
48295,3059,996500000,8684000,41.95,2.29,1.107,false,false
48297,11300,2255000000,7330000,82.44,9.574,1.536,false,false
48299,21200,6132000000,18550000,91,22.81,1.629,false,false
48301,64,56940000,58040,23.63,2.545,0.9463,false,false
48303,309700,56200000000,213500000,45.77,58.21,1.097,false,false
48305,5545,1714000000,6145000,71.34,25.1,1.358,false,false
48307,7611,1975000000,3669000,73.73,37.5,1.37,false,false
48309,260300,56240000000,84480000,65.39,78.56,1.248,false,false
48311,600,567500000,875300,36.8,9.765,1.05,false,false
48313,13450,3413000000,9243000,59.45,8.906,1.255,false,false
48315,9713,1920000000,5599000,97.42,20.13,1.77,false,false
48317,5229,1701000000,5497000,71.56,14.57,1.376,false,false
48319,3946,1551000000,3316000,91.86,48.12,1.594,false,false
48321,36210,7484000000,33310000,72.71,55.88,1.341,true,false
48323,57870,7783000000,13340000,96.02,3.149,1.862,false,false
48325,49590,9070000000,20510000,75.06,18.29,1.413,false,false
48327,1956,1347000000,1961000,64.76,2.64,1.338,false,false
48329,169800,35430000000,48680000,26.94,33.11,0.9566,false,false
48331,24620,7054000000,12630000,93.8,34.1,1.649,false,false
48333,4448,1707000000,2231000,84.99,37.31,1.511,false,false
48335,8970,2856000000,5759000,66.16,22.14,1.306,false,false
48337,19950,5932000000,15600000,57.47,23.51,1.217,false,false
48339,620000,107600000000,221900000,23.63,32.95,0.9289,false,false
48341,21340,3769000000,20330000,47.52,3.976,1.153,false,false
48343,11940,3521000000,7015000,97.49,66.28,1.643,false,false
48345,1063,372600000,1807000,77.89,10.59,1.461,false,false
48347,64450,16930000000,32000000,79.68,53.34,1.42,false,false
48349,52570,13000000000,26540000,71.56,27.51,1.357,false,false
48351,12150,2301000000,5499000,90.3,5.439,1.702,true,false
48353,14710,4016000000,7324000,96.18,37.98,1.686,false,false
48355,352600,62700000000,186100000,76.78,86.67,1.349,true,false
48357,10010,3782000000,14510000,10.62,1.527,0.7987,false,false
48359,1739,661500000,4240000,53.15,50.73,1.16,false,false
48361,84640,16580000000,54310000,50.45,66.54,1.131,true,false
48363,28400,7646000000,14710000,69.85,63.96,1.304,false,false
48365,22480,9787000000,12890000,83.68,36.26,1.494,false,false
48367,148000,27730000000,52800000,18.73,45.71,0.8799,false,false
48369,9859,2821000000,47950000,30.66,9.669,0.9993,false,false
48371,15180,3099000000,5737000,82.57,7.92,1.546,false,false
48373,49570,8576000000,24450000,80.63,16.41,1.487,false,false
48375,118500,22310000000,63440000,77.23,21.76,1.433,false,false
48377,6114,1469000000,2562000,99.49,0.09542,2,false,false
48379,12150,2423000000,5636000,41.48,29.61,1.075,false,false
48381,140700,24120000000,70390000,25.32,56.04,0.9371,false,false
48383,3366,984800000,2981000,46.85,1.877,1.154,false,false
48385,2757,1341000000,7676000,98.38,14.34,1.819,false,false
48387,11570,1703000000,15630000,93.1,39.98,1.625,false,false
48389,14700,3084000000,5469000,66.03,2.195,1.355,false,false
48391,6741,1704000000,7871000,88.1,36.9,1.558,true,false
48393,826,241300000,3430000,10.62,25.86,0.7693,false,false
48395,16720,4808000000,7196000,75.8,36.48,1.394,false,false
48397,107800,20060000000,46390000,10.62,86.32,0.6583,false,false
48399,9874,3467000000,6966000,69.66,50.92,1.315,false,false
48401,52080,9073000000,14930000,60.08,17.75,1.248,false,false
48403,9848,2957000000,5652000,78.21,30.15,1.434,false,false
48405,7902,1725000000,3862000,95.93,9.065,1.805,false,false
48407,27370,4619000000,14150000,80.92,9.542,1.513,false,false
48409,68650,12300000000,39490000,86.51,59.89,1.497,true,false
48411,5728,1742000000,3303000,58.24,26.37,1.223,false,false
48413,2448,796100000,2253000,55.38,4.008,1.228,false,false
48415,16900,4965000000,8291000,57.95,14.92,1.23,false,false
48417,3100,1443000000,2352000,10.62,64.6,0.714,false,false
48419,23940,8019000000,12950000,79.33,7.347,1.499,false,false
48421,2781,799600000,10680000,24.81,1.463,0.9626,false,false
48423,233300,42810000000,43130000,66.57,74.9,1.263,false,false
48425,9202,3164000000,7659000,10.62,78.44,0.6853,false,false
48427,65560,7344000000,29520000,97.01,0.3499,1.934,false,false
48429,9089,1885000000,4592000,36.07,18.58,1.038,false,false
48431,1371,428400000,1516000,26.4,17.37,0.9579,false,false
48433,1245,570600000,2000000,78.09,32.63,1.427,false,false
48435,3362,1359000000,2522000,82.98,5.503,1.564,false,false
48437,6962,3182000000,9053000,67.3,4.835,1.354,false,false
48439,2107000,356200000000,608100000,36.77,31.2,1.037,false,false
48441,143100,29010000000,53650000,34.48,76.49,1.005,false,false
48443,757,283100000,544900,72.71,4.23,1.423,false,false
48445,11820,2411000000,12210000,75.35,4.421,1.455,false,false
48447,1440,593900000,2284000,57.28,89.31,1.168,false,false
48449,31240,8064000000,11850000,65.2,16.7,1.303,false,false
48451,119800,22280000000,30900000,66.83,77.16,1.263,false,false
48453,1286000,212800000000,376300000,14.76,73.25,0.8309,false,false
48455,13570,4510000000,12930000,94.47,12.18,1.739,false,false
48457,19760,6313000000,14090000,90.43,17.81,1.634,false,false
48459,40810,10900000000,21430000,63.3,28.66,1.267,false,false
48461,3308,1299000000,3138000,65.81,4.262,1.34,false,false
48463,24510,7487000000,20390000,76.37,5.089,1.465,false,false
48465,47490,9878000000,23550000,84.86,8.715,1.575,false,false
48467,59480,11410000000,20050000,39.09,27.58,1.059,false,false
48469,91220,18370000000,53380000,59.13,63.93,1.202,true,false
48471,76300,11390000000,25050000,71.02,22.49,1.357,false,false
48473,56760,13920000000,23900000,64.38,54.87,1.258,false,false
48475,11620,3559000000,4149000,82.89,12.66,1.531,false,false
48477,35780,11790000000,21340000,86.29,58.81,1.495,false,false
48479,266400,41880000000,46480000,94.27,7.316,1.774,false,false
48481,41540,9092000000,35020000,83.49,41,1.485,true,false
48483,4983,2116000000,8991000,81.62,17.14,1.499,false,false
48485,129200,24960000000,39700000,60.24,59.13,1.216,false,false
48487,12870,3278000000,10580000,82.86,66.13,1.44,false,false
48489,19980,2668000000,21370000,95.04,3.658,1.834,true,false
48491,608000,97180000000,136600000,10.62,87.91,0.6505,false,false
48493,49650,8659000000,31920000,50.25,49.43,1.139,false,false
48495,7780,1762000000,2383000,62.09,30.25,1.256,false,false
48497,68550,13820000000,20320000,38.3,16.95,1.058,false,false
48499,44800,11030000000,15180000,89.12,24.68,1.595,false,false
48501,7671,2495000000,8474000,90.87,1.495,1.797,false,false
48503,17840,6292000000,10820000,46.02,39.79,1.107,false,false
48505,13860,2818000000,5508000,96.76,0.5089,1.928,false,false
48507,9653,1498000000,9793000,98.57,4.485,1.884,false,false
49001,7072,1599000000,4781000,42.46,42.49,1.077,false,false
49003,57580,11200000000,31270000,10.62,93.07,0.6226,false,false
49005,133100,19660000000,38810000,10.62,76.53,0.691,false,false
49007,20380,3087000000,4511000,33.56,48.22,1.008,false,false
49009,927,498400000,2480000,50.64,96.15,1.11,false,false
49011,362600,53800000000,127700000,10.62,97.93,0.5708,false,false
49013,19600,4677000000,5465000,10.62,31.52,0.7635,false,false
49015,9809,2519000000,3635000,41.7,29.13,1.077,false,false
49017,5083,2858000000,10370000,55.76,47.33,1.186,false,false
49019,9604,2340000000,5179000,31.2,44.5,0.9904,false,false
49021,57170,14980000000,30530000,10.62,36.58,0.7598,false,false
49023,11760,2172000000,8957000,10.62,69.27,0.7078,false,false
49025,7644,3368000000,13620000,25.89,44.08,0.945,false,false
49027,12970,4408000000,7059000,52.04,49.05,1.152,false,false
49029,12300,1749000000,4969000,10.62,99.2,0.5437,false,false
49031,1429,473600000,1265000,30.98,12.09,1,false,false
49033,2507,1471000000,1619000,10.62,38.26,0.7589,false,false
49035,1185000,193300000000,621700000,10.62,66.44,0.7112,false,false
49037,14450,5143000000,5041000,91.44,1.05,1.842,false,false
49039,28410,5259000000,12120000,38.04,52.64,1.039,false,false
49041,21470,4743000000,10070000,13.77,56.14,0.8206,false,false
49043,42320,13250000000,38560000,10.62,97.77,0.5757,false,false
49045,72600,11750000000,26470000,10.62,94.21,0.6156,false,false
49047,35590,5222000000,3838000,10.62,30.22,0.7657,false,false
49049,659100,102300000000,287900000,10.62,83.21,0.672,false,false
49051,34770,6485000000,16690000,10.62,83.02,0.6727,false,false
49053,180100,33990000000,147700000,20.77,45.13,0.9016,false,false
49055,2466,1179000000,1837000,47.26,36.16,1.119,false,false
49057,262200,47870000000,103900000,10.62,86.55,0.6568,false,false
50001,37310,11120000000,11290000,14.38,81.55,0.8225,false,false
50003,37340,11310000000,18800000,27.39,72.42,0.949,false,false
50005,30210,8235000000,10750000,27.8,70.04,0.9527,false,false
50007,168200,40410000000,40140000,10.62,94.34,0.6135,false,false
50009,5893,1813000000,3155000,14.76,38.33,0.8387,false,false
50011,49920,11820000000,13150000,11.39,91.44,0.7538,false,false
50013,7289,2817000000,3963000,10.62,99.59,0.5268,false,false
50015,25920,8652000000,10580000,10.62,82.09,0.6761,false,false
50017,29270,7570000000,11180000,13.61,59.03,0.8177,false,false
50019,27360,8796000000,11860000,37.72,79.8,1.024,false,false
50021,60510,16660000000,18650000,23.63,77.77,0.9184,false,false
50023,59780,14490000000,22230000,12.95,93.96,0.8011,false,false
50025,45850,13820000000,20320000,31.74,74.43,0.9855,false,false
50027,57710,16600000000,25130000,24.62,72.04,0.9266,false,false
51001,33370,10090000000,31210000,87.25,75.7,1.479,true,false
51003,112200,32260000000,40320000,33.97,73.09,1.001,false,false
51005,15200,3477000000,10780000,51.65,46.31,1.15,false,false
51007,13260,2241000000,5121000,41,25.95,1.073,false,false
51009,31300,5146000000,6485000,57.82,41.03,1.208,false,false
51011,16120,2857000000,3183000,34.76,48.79,1.015,false,false
51013,238600,41340000000,37820000,10.62,64.38,0.7151,true,false
51015,77460,17270000000,25250000,52.26,63.77,1.146,false,false
51017,4209,1322000000,2876000,53.94,71.15,1.154,false,false
51019,79440,15570000000,17630000,31.11,57.12,0.9869,false,false
51021,6270,1248000000,5003000,50.13,18.51,1.154,false,false
51023,33550,6462000000,8957000,12.18,77.89,0.793,false,false
51025,15850,3587000000,7107000,71.34,19.72,1.365,false,false
51027,20340,2533000000,10700000,85.62,5.407,1.607,false,false
51029,16800,3063000000,4806000,82.82,13.8,1.525,false,false
51031,55700,9613000000,9083000,56.77,59,1.188,false,false
51033,30860,5573000000,8285000,25,43.89,0.9379,true,false
51035,29160,6166000000,9902000,81.81,16.16,1.504,false,false
51036,6773,1581000000,3382000,77.7,43.51,1.411,true,false
51037,11520,2478000000,4059000,94.97,25.76,1.698,false,false
51041,364100,76590000000,78840000,10.62,59.06,0.728,true,false
51043,14780,3567000000,5585000,10.62,74.36,0.6954,false,false
51045,4883,1022000000,2768000,66.89,34.54,1.3,false,false
51047,52530,10680000000,14910000,36.26,48.6,1.025,false,false
51049,9675,1990000000,5137000,78.28,11.86,1.464,false,false
51051,14120,2241000000,5019000,71.34,4.707,1.405,false,false
51053,27920,4682000000,7245000,35.91,37.95,1.027,false,false
51057,10600,2384000000,5380000,72.81,49.71,1.347,true,false
51059,1148000,239100000000,219100000,11.39,59.41,0.7797,true,false
51061,72950,18680000000,22230000,10.62,67.84,0.7095,false,false
51063,15470,3052000000,3827000,30.15,66.32,0.976,false,false
51065,27250,4421000000,6180000,26.94,59.51,0.9492,false,false
51067,54460,8773000000,11010000,64.47,33.94,1.274,false,false
51069,91340,18830000000,20000000,10.62,54.48,0.7383,false,false
51071,16780,3293000000,5389000,62.79,53.63,1.243,false,false
51073,38710,7405000000,8983000,22.81,64.66,0.9159,true,false
51075,24730,7087000000,7980000,12.75,91.67,0.7991,false,false
51077,15330,2364000000,5939000,79.96,18.83,1.469,false,false
51079,20550,3272000000,4726000,33.56,39.66,1.01,false,false
51081,11380,1961000000,4169000,95.42,32.89,1.684,false,false
51083,34000,7660000000,8944000,97.36,30.5,1.735,false,false
51085,110000,26600000000,28520000,10.62,88.71,0.6457,true,false
51087,334300,63210000000,57780000,22.42,71.44,0.9098,true,false
51089,50950,12280000000,15260000,89.28,21.72,1.604,false,false
51091,2232,762500000,2188000,48.98,77.48,1.112,false,false
51093,38590,9944000000,15000000,14.38,74.4,0.8247,true,false
51095,78220,19110000000,22220000,14.95,93.8,0.8251,true,false
51097,6602,1884000000,4422000,84.26,51.62,1.475,true,false
51099,26680,5850000000,8207000,10.62,72.14,0.6996,true,false
51101,17810,3115000000,6301000,10.62,72.55,0.699,true,false
51103,10920,3569000000,7492000,87.75,93.86,1.451,true,false
51105,22170,4068000000,11420000,90.59,1.559,1.783,false,false
