fips,event_type,rate_per_year,share_damaging,median_days,p90_days,events,share_injury,source,years
35049,extreme_cold,0.1,0,0.5,0.7083,3,0,storm_events,1996-2025
35049,flash_flood,2.5,0.6667,0.05208,0.1667,75,0.08,storm_events,1996-2025
35049,flood,0.1333,0.25,0.07292,0.75,4,0,storm_events,1996-2025
35049,hail_1in_day,1.467,0.1364,,,44,0,spc,1996-2025
35049,hail_2in_day,0.03333,1,,,1,0,spc,1996-2025
35049,high_wind,2.967,0.07865,0.125,0.6042,89,0,storm_events,1996-2025
35049,severe_wind_65kt_day,0.06667,1,,,2,0,spc,1996-2025
35049,severe_wind_day,1.1,0.2424,,,33,0.0303,spc,1996-2025
35049,tornado,0.3667,0.2727,,,11,0.09091,spc,1996-2025
35049,wildfire,0.1667,0.8,1.906,12.04,5,0.4,storm_events,1996-2025
35049,winter_storm,1.767,0.07547,0.9167,2.021,53,0.03774,storm_events,1996-2025
35051,drought,2.933,0,30,31,88,0,storm_events,1996-2025
35051,extreme_cold,0.03333,0,0.1667,0.1667,1,0,storm_events,1996-2025
35051,flash_flood,1.633,0.3878,0.07083,0.7917,49,0.02041,storm_events,1996-2025
35051,flood,0.06667,0,0.2917,0.3333,2,0,storm_events,1996-2025
35051,hail_1in_day,0.7333,0.09091,,,22,0.04545,spc,1996-2025
35051,heat,0.03333,0,31,31,1,0,storm_events,1996-2025
35051,high_wind,1.067,0.0625,0.25,0.375,32,0,storm_events,1996-2025
35051,severe_wind_65kt_day,0.06667,0.5,,,2,0,spc,1996-2025
35051,severe_wind_day,0.7,0.381,,,21,0,spc,1996-2025
35051,winter_storm,0.1,0,0.8333,0.9167,3,0,storm_events,1996-2025
35053,drought,1.533,0,31,31,46,0,storm_events,1996-2025
35053,extreme_cold,0.03333,0,0.5833,0.5833,1,0,storm_events,1996-2025
35053,flash_flood,1.4,0.5952,0.08333,0.125,42,0,storm_events,1996-2025
35053,flood,0.06667,0.5,1.458,6.812,2,0,storm_events,1996-2025
35053,hail_1in_day,0.8667,0.1154,,,26,0,spc,1996-2025
35053,hail_2in_day,0.03333,1,,,1,0,spc,1996-2025
35053,high_wind,1.6,0.08333,0.1111,0.8299,48,0,storm_events,1996-2025
35053,severe_wind_65kt_day,0.06667,0,,,2,0,spc,1996-2025
35053,severe_wind_day,1.433,0.06977,,,43,0,spc,1996-2025
35053,tornado,0.2333,0.1429,,,7,0,spc,1996-2025
35053,wildfire,0.4667,0.2143,5.859,14.02,14,0.07143,storm_events,1996-2025
35053,winter_storm,0.8667,0.07692,0.7917,2.083,26,0,storm_events,1996-2025
35055,drought,1.8,0,31,31,54,0,storm_events,1996-2025
35055,extreme_cold,0.1,0,0.25,0.4451,3,0.3333,storm_events,1996-2025
35055,flash_flood,0.3667,0.6364,0.04167,0.08333,11,0,storm_events,1996-2025
35055,flood,0.03333,1,0.3042,0.3042,1,0,storm_events,1996-2025
35055,hail_1in_day,0.1,0,,,3,0,spc,1996-2025
35055,high_wind,1.1,0.1212,0.2111,0.6667,33,0,storm_events,1996-2025
35055,severe_wind_65kt_day,0.1,0.6667,,,3,0,spc,1996-2025
35055,severe_wind_day,0.2667,0.25,,,8,0,spc,1996-2025
35055,tornado,0.06667,0.5,,,2,0,spc,1996-2025
35055,wildfire,0.1,0.6667,7.088,12.04,3,0,storm_events,1996-2025
35055,winter_storm,1.933,0.01724,1.042,2.354,58,0.01724,storm_events,1996-2025
35057,drought,1.767,0,31,31,53,0,storm_events,1996-2025
35057,extreme_cold,0.1,0,0.4722,0.5833,3,0,storm_events,1996-2025
35057,flash_flood,0.8,0.2917,0.06944,0.1667,24,0,storm_events,1996-2025
35057,flood,0.03333,0,0.6667,0.6667,1,0,storm_events,1996-2025
35057,hail_1in_day,1.433,0.2791,,,43,0.02326,spc,1996-2025
35057,hail_2in_day,0.4333,0.4615,,,13,0.07692,spc,1996-2025
35057,high_wind,3.433,0.1553,0.1215,0.441,103,0,storm_events,1996-2025
35057,severe_wind_65kt_day,0.1667,0.6,,,5,0,spc,1996-2025
35057,severe_wind_day,1.233,0.2162,,,37,0,spc,1996-2025
35057,tornado,0.3,0,,,9,0,spc,1996-2025
35057,wildfire,0.2333,0.8571,1.88,14.09,7,0.4286,storm_events,1996-2025
35057,winter_storm,1.233,0.08108,0.7083,1.396,37,0.05405,storm_events,1996-2025
35059,drought,1.4,0,31,31,42,0,storm_events,1996-2025
35059,extreme_cold,0.1333,0,0.5312,0.7917,4,0,storm_events,1996-2025
35059,flash_flood,0.9333,0.5357,0.07292,0.2083,28,0,storm_events,1996-2025
35059,flood,0.03333,0,0.3299,0.3299,1,0,storm_events,1996-2025
35059,hail_1in_day,4.167,0.12,,,125,0.008,spc,1996-2025
35059,hail_2in_day,0.5333,0.3125,,,16,0,spc,1996-2025
35059,high_wind,1.933,0.1034,0.05556,0.4931,58,0,storm_events,1996-2025
35059,severe_wind_day,2.4,0.1944,,,72,0,spc,1996-2025
35059,tornado,0.8667,0.1923,,,26,0,spc,1996-2025
35059,tornado_ef2plus,0.06667,1,,,2,0,spc,1996-2025
35059,winter_storm,0.7,0.09524,0.6042,1.375,21,0.04762,storm_events,1996-2025
35061,drought,1.767,0,31,31,53,0,storm_events,1996-2025
35061,extreme_cold,0.03333,0,0.5833,0.5833,1,0,storm_events,1996-2025
35061,flash_flood,0.5,0.7333,0.0625,0.1875,15,0,storm_events,1996-2025
35061,flood,0.1,0.3333,2.708,3.896,3,0,storm_events,1996-2025
35061,hail_1in_day,0.4667,0.2857,,,14,0,spc,1996-2025
35061,hail_2in_day,0.03333,1,,,1,0,spc,1996-2025
35061,high_wind,1.967,0.2712,0.1215,0.3972,59,0,storm_events,1996-2025
35061,severe_wind_65kt_day,0.03333,1,,,1,1,spc,1996-2025
35061,severe_wind_day,0.7667,0.4348,,,23,0.04348,spc,1996-2025
35061,tornado,0.06667,0,,,2,0,spc,1996-2025
35061,wildfire,0.3,0.7778,4.688,14.09,9,0.3333,storm_events,1996-2025
35061,winter_storm,1.233,0.02703,0.6875,1.375,37,0.02703,storm_events,1996-2025
36001,coastal_flood,0.03333,0,0.2917,0.2917,1,0,storm_events,1996-2025
36001,drought,0.1,0,30,31,3,0,storm_events,1996-2025
36001,extreme_cold,1.233,0,0.625,1.583,37,0,storm_events,1996-2025
36001,flash_flood,1.467,0.5,0.125,0.375,44,0.02273,storm_events,1996-2025
36001,flood,1.367,0.2927,0.3333,2.291,41,0.02439,storm_events,1996-2025
36001,hail_1in_day,1.233,0.02703,,,37,0,spc,1996-2025
36001,hail_2in_day,0.1,0,,,3,0,spc,1996-2025
36001,heat,1.867,0,0.375,4.292,56,0,storm_events,1996-2025
36001,high_wind,1.133,0.3529,0.25,1,34,0.02941,storm_events,1996-2025
36001,ice_storm,0.1333,0,0.7917,1.72,4,0,storm_events,1996-2025
36001,severe_wind_65kt_day,0.2,0.3333,,,6,0,spc,1996-2025
36001,severe_wind_day,4.8,0.25,,,144,0.01389,spc,1996-2025
36001,tornado,0.06667,0.5,,,2,0,spc,1996-2025
36001,tornado_ef2plus,0.03333,0,,,1,0,spc,1996-2025
36001,tropical_cyclone_impact,0.03333,0,0.5958,0.5958,1,0,storm_events,1996-2025
36001,tropical_storm_passage,0.06579,,,,5,,hurdat2,1950-2025
36001,wildfire,0.03333,0,2.166,2.166,1,0,storm_events,1996-2025
36001,winter_storm,3.733,0.125,0.8333,1.5,112,0.008929,storm_events,1996-2025
36003,drought,0.1333,0,26.38,31,4,0,storm_events,1996-2025
36003,extreme_cold,0.1,0,1.125,1.25,3,0,storm_events,1996-2025
36003,flash_flood,1.367,0.7561,0.116,0.1875,41,0.02439,storm_events,1996-2025
36003,flood,0.4333,0.8462,0.3333,3,13,0,storm_events,1996-2025
36003,hail_1in_day,0.2667,0.5,,,8,0,spc,1996-2025
36003,high_wind,1.033,0.9677,0.2083,0.3958,31,0,storm_events,1996-2025
36003,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
36003,ice_storm,0.06667,1,0,0,2,0,storm_events,1996-2025
36003,severe_wind_65kt_day,0.1333,0.75,,,4,0,spc,1996-2025
36003,severe_wind_day,4.133,0.9516,,,124,0.02419,spc,1996-2025
36003,tornado,0.3333,0.9,,,10,0,spc,1996-2025
36003,tornado_ef2plus,0.03333,1,,,1,0,spc,1996-2025
36003,tropical_storm_passage,0.02632,,,,2,,hurdat2,1950-2025
36003,winter_storm,2.067,0.8548,0.5,1.5,62,0,storm_events,1996-2025
36005,coastal_flood,0.4333,0.07692,0.1875,0.625,13,0.07692,storm_events,1996-2025
36005,drought,0.2667,0,31,31,8,0,storm_events,1996-2025
36005,extreme_cold,0.2,0,0.4583,4.999,6,0.3333,storm_events,1996-2025
36005,flash_flood,1.4,0.02381,0.02083,0.1819,42,0,storm_events,1996-2025
36005,flood,0.6,0,0.25,0.5764,18,0,storm_events,1996-2025
36005,hail_1in_day,0.1667,0.2,,,5,0,spc,1996-2025
36005,heat,0.3,0,2.042,2.583,9,0.4444,storm_events,1996-2025
36005,high_wind,0.6667,0.2,0.2083,0.4583,20,0.05,storm_events,1996-2025
36005,hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
36005,ice_storm,0.03333,0,1.417,1.417,1,0,storm_events,1996-2025
36005,severe_wind_65kt_day,0.03333,1,,,1,0,spc,1996-2025
36005,severe_wind_day,1,0.4667,,,30,0.1,spc,1996-2025
36005,tornado,0.03333,1,,,1,1,spc,1996-2025
36005,tropical_cyclone_impact,0.1,0.6667,0.5694,0.625,3,0,storm_events,1996-2025
36005,tropical_storm_passage,0.2368,,,,18,,hurdat2,1950-2025
36005,winter_storm,1.867,0,0.5417,1.125,56,0,storm_events,1996-2025
36007,drought,0.2,0,30,31,6,0,storm_events,1996-2025
36007,extreme_cold,0.6333,0.1579,0.4167,1.583,19,0,storm_events,1996-2025
36007,flash_flood,2.2,0.8636,0.1521,0.4479,66,0.04545,storm_events,1996-2025
36007,flood,1.933,0.6034,2.044,5.208,58,0,storm_events,1996-2025
36007,hail_1in_day,1.533,0.2391,,,46,0,spc,1996-2025
36007,hail_2in_day,0.2,0.3333,,,6,0,spc,1996-2025
36007,heat,0.1667,0,6,31,5,0,storm_events,1996-2025
36007,high_wind,0.4667,0.8571,0.25,0.5417,14,0,storm_events,1996-2025
36007,ice_storm,0.1667,0.4,0.625,0.9167,5,0,storm_events,1996-2025
36007,severe_wind_65kt_day,0.2333,0.8571,,,7,0,spc,1996-2025
36007,severe_wind_day,5.667,0.8235,,,170,0.01765,spc,1996-2025
36007,tornado,0.3,1,,,9,0.1111,spc,1996-2025
36007,tornado_ef2plus,0.03333,1,,,1,1,spc,1996-2025
36007,tropical_storm_passage,0.02632,,,,2,,hurdat2,1950-2025
36007,winter_storm,2.833,0.1882,0.7917,1.583,85,0,storm_events,1996-2025
36009,drought,0.1,0,14.33,31,3,0,storm_events,1996-2025
36009,extreme_cold,0.1,0,1.125,1.25,3,0,storm_events,1996-2025
36009,flash_flood,1.7,0.7647,0.1083,0.25,51,0.01961,storm_events,1996-2025
36009,flood,0.4667,1,1.703,3.625,14,0,storm_events,1996-2025
36009,hail_1in_day,0.6333,0.6842,,,19,0,spc,1996-2025
36009,high_wind,1.467,0.9773,0.2083,0.4813,44,0,storm_events,1996-2025
36009,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
36009,ice_storm,0.06667,1,0,0,2,0,storm_events,1996-2025
36009,severe_wind_65kt_day,0.06667,0.5,,,2,0,spc,1996-2025
36009,severe_wind_day,5.033,0.9669,,,151,0,spc,1996-2025
36009,tornado,0.2,0.8333,,,6,0,spc,1996-2025
36009,tornado_ef2plus,0.03333,1,,,1,0,spc,1996-2025
36009,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
36009,winter_storm,6.733,0.797,0.7083,1.917,202,0,storm_events,1996-2025
36011,coastal_flood,0.3333,0.1,29.42,31,10,0,storm_events,1996-2025
36011,drought,0.3,0,29,31,9,0,storm_events,1996-2025
36011,extreme_cold,0.5,0.1333,0.4167,1.5,15,0,storm_events,1996-2025
36011,flash_flood,0.8333,0.92,0.1597,0.5417,25,0.04,storm_events,1996-2025
36011,flood,0.3667,0.9091,5.615,30,11,0,storm_events,1996-2025
36011,hail_1in_day,1,0.4333,,,30,0,spc,1996-2025
36011,hail_2in_day,0.1,0,,,3,0,spc,1996-2025
36011,heat,0.1333,0,6,31,4,0,storm_events,1996-2025
36011,high_wind,1.867,0.9107,0.1667,0.4583,56,0,storm_events,1996-2025
36011,ice_storm,0.2333,0.4286,0.4375,0.9167,7,0.2857,storm_events,1996-2025
36011,severe_wind_65kt_day,0.2333,0.8571,,,7,0,spc,1996-2025
36011,severe_wind_day,4.833,0.9103,,,145,0.01379,spc,1996-2025
36011,tornado,0.06667,1,,,2,0,spc,1996-2025
36011,tornado_ef2plus,0.03333,1,,,1,0,spc,1996-2025
36011,tropical_storm_passage,0.01316,,,,1,,hurdat2,1950-2025
36011,winter_storm,6.867,0.5388,0.7083,1.75,206,0,storm_events,1996-2025
36013,coastal_flood,0.5,0.7333,0.1833,0.625,15,0,storm_events,1996-2025
36013,drought,0.1,0,14.33,31,3,0,storm_events,1996-2025
36013,extreme_cold,0.03333,0,1.25,1.25,1,0,storm_events,1996-2025
36013,flash_flood,1.867,0.8393,0.1042,0.25,56,0,storm_events,1996-2025
36013,flood,0.3667,0.8182,0.2083,0.6667,11,0,storm_events,1996-2025
36013,hail_1in_day,0.8,0.6667,,,24,0,spc,1996-2025
36013,hail_2in_day,0.06667,0,,,2,0,spc,1996-2025
36013,high_wind,2.9,0.8851,0.2083,0.6667,87,0,storm_events,1996-2025
36013,ice_storm,0.06667,1,0,0,2,0,storm_events,1996-2025
36013,severe_wind_65kt_day,0.2333,1,,,7,0,spc,1996-2025
36013,severe_wind_day,5.667,0.9529,,,170,0.01176,spc,1996-2025
36013,tornado,0.2,0.8333,,,6,0.1667,spc,1996-2025
36013,tornado_ef2plus,0.1,1,,,3,0,spc,1996-2025
36013,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
36013,winter_storm,6.867,0.7864,0.7743,2.125,206,0.004854,storm_events,1996-2025
36015,drought,0.2333,0,30,31,7,0,storm_events,1996-2025
36015,extreme_cold,0.4667,0.2143,0.5,1.583,14,0,storm_events,1996-2025
36015,flash_flood,0.9333,0.9286,0.1819,0.7083,28,0,storm_events,1996-2025
36015,flood,0.5667,0.6471,0.5833,2.417,17,0,storm_events,1996-2025
36015,hail_1in_day,0.7667,0.2174,,,23,0,spc,1996-2025
36015,heat,0.1333,0,6,31,4,0,storm_events,1996-2025
36015,high_wind,0.4,0.8333,0.1667,0.5417,12,0,storm_events,1996-2025
36015,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
36015,ice_storm,0.2,0.1667,0.4792,0.9167,6,0,storm_events,1996-2025
36015,severe_wind_65kt_day,0.03333,1,,,1,0,spc,1996-2025
36015,severe_wind_day,2.867,0.7674,,,86,0.02326,spc,1996-2025
36015,tornado,0.1667,1,,,5,0,spc,1996-2025
36015,tornado_ef2plus,0.03333,1,,,1,0,spc,1996-2025
36015,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
36015,winter_storm,1.967,0.1525,0.7917,1.625,59,0,storm_events,1996-2025
36017,drought,0.1,0,30,31,3,0,storm_events,1996-2025
36017,extreme_cold,0.6,0.1667,0.4167,1.583,18,0,storm_events,1996-2025
36017,flash_flood,1.433,0.8837,0.1562,0.5,43,0.02326,storm_events,1996-2025
36017,flood,1.533,0.6522,1.467,5.316,46,0,storm_events,1996-2025
36017,hail_1in_day,0.9,0.03704,,,27,0,spc,1996-2025
36017,hail_2in_day,0.1,0,,,3,0,spc,1996-2025
36017,heat,0.1333,0,6,31,4,0,storm_events,1996-2025
36017,high_wind,0.4,0.9167,0.4167,0.6667,12,0,storm_events,1996-2025
36017,ice_storm,0.3333,0.4,0.625,0.9167,10,0,storm_events,1996-2025
36017,severe_wind_65kt_day,0.2667,1,,,8,0.125,spc,1996-2025
36017,severe_wind_day,4.533,0.8382,,,136,0.007353,spc,1996-2025
36017,tornado,0.4333,1,,,13,0,spc,1996-2025
36017,tornado_ef2plus,0.06667,1,,,2,0,spc,1996-2025
36017,tropical_storm_passage,0.02632,,,,2,,hurdat2,1950-2025
36017,winter_storm,3.067,0.1304,0.7917,1.625,92,0,storm_events,1996-2025
36019,coastal_flood,0.1333,0.5,17.46,31,4,0,storm_events,1996-2025
36019,extreme_cold,0.7667,0,0.7917,2.458,23,0,storm_events,1996-2025
36019,flash_flood,1.1,1,0.1215,0.8333,33,0.06061,storm_events,1996-2025
36019,flood,1.2,0.9444,0.75,7.749,36,0,storm_events,1996-2025
36019,hail_1in_day,0.8,0.125,,,24,0,spc,1996-2025
36019,hail_2in_day,0.03333,1,,,1,0,spc,1996-2025
36019,heat,0.2333,0.1429,2.417,5.417,7,0,storm_events,1996-2025
36019,high_wind,1.1,0.9394,0.125,0.375,33,0.0303,storm_events,1996-2025
36019,ice_storm,0.1,1,1.917,2.625,3,0,storm_events,1996-2025
36019,severe_wind_65kt_day,0.06667,1,,,2,0,spc,1996-2025
36019,severe_wind_day,2.933,0.9318,,,88,0,spc,1996-2025
36019,tornado,0.06667,1,,,2,0,spc,1996-2025
36019,tropical_storm_passage,0.01316,,,,1,,hurdat2,1950-2025
36019,winter_storm,4.167,0.864,0.7083,1.167,125,0.008,storm_events,1996-2025
36021,coastal_flood,0.03333,0,0.5417,0.5417,1,0,storm_events,1996-2025
36021,drought,0.2,0,18.71,31,6,0,storm_events,1996-2025
36021,extreme_cold,1.2,0,0.625,1.542,36,0,storm_events,1996-2025
36021,flash_flood,1.033,0.4194,0.1458,0.4965,31,0,storm_events,1996-2025
36021,flood,0.9667,0.4483,0.3333,1.948,29,0,storm_events,1996-2025
36021,hail_1in_day,0.9,0.2963,,,27,0,spc,1996-2025
36021,hail_2in_day,0.2,0.5,,,6,0,spc,1996-2025
36021,heat,1.8,0,0.375,3.333,54,0,storm_events,1996-2025
36021,high_wind,1.367,0.3171,0.125,0.7917,41,0.02439,storm_events,1996-2025
36021,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
36021,ice_storm,0.1667,0,0.75,1,5,0,storm_events,1996-2025
36021,severe_wind_65kt_day,0.3667,0.1818,,,11,0,spc,1996-2025
36021,severe_wind_day,5.2,0.1538,,,156,0.00641,spc,1996-2025
36021,tornado,0.3333,1,,,10,0.1,spc,1996-2025
36021,tornado_ef2plus,0.06667,1,,,2,0.5,spc,1996-2025
36021,tropical_cyclone_impact,0.03333,0,0.625,0.625,1,0,storm_events,1996-2025
36021,tropical_storm_passage,0.1184,,,,9,,hurdat2,1950-2025
36021,wildfire,0.03333,0,2.166,2.166,1,0,storm_events,1996-2025
36021,winter_storm,2.733,0.1463,0.7917,1.417,82,0,storm_events,1996-2025
36023,drought,0.2,0,30,31,6,0,storm_events,1996-2025
36023,extreme_cold,0.6,0.1667,0.4167,1.583,18,0,storm_events,1996-2025
36023,flash_flood,1.2,0.9444,0.1424,0.5833,36,0,storm_events,1996-2025
36023,flood,0.8667,0.4615,1.583,5.667,26,0,storm_events,1996-2025
36023,hail_1in_day,0.6,0.2778,,,18,0,spc,1996-2025
36023,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
36023,heat,0.1333,0,6,31,4,0,storm_events,1996-2025
36023,high_wind,0.4,0.9167,0.2083,0.5417,12,0,storm_events,1996-2025
36023,ice_storm,0.1667,0.2,0.4167,0.9167,5,0,storm_events,1996-2025
36023,severe_wind_65kt_day,0.06667,1,,,2,0.5,spc,1996-2025
36023,severe_wind_day,3.733,0.8482,,,112,0.01786,spc,1996-2025
36023,tornado,0.1333,1,,,4,0,spc,1996-2025
36023,tropical_storm_passage,0.02632,,,,2,,hurdat2,1950-2025
36023,winter_storm,3,0.1222,0.8542,1.625,90,0.01111,storm_events,1996-2025
36025,drought,0.1667,0,18.67,31,5,0,storm_events,1996-2025
36025,extreme_cold,0.5667,0.1765,0.4167,1.583,17,0,storm_events,1996-2025
36025,flash_flood,1.567,0.9149,0.1389,0.5,47,0.1064,storm_events,1996-2025
36025,flood,1.6,0.4792,0.5938,2.433,48,0.02083,storm_events,1996-2025
36025,hail_1in_day,0.9667,0.06897,,,29,0,spc,1996-2025
36025,hail_2in_day,0.06667,0.5,,,2,0,spc,1996-2025
36025,heat,0.1333,0,6,31,4,0,storm_events,1996-2025
36025,high_wind,0.6667,0.75,0.3333,0.5,20,0.05,storm_events,1996-2025
36025,ice_storm,0.3333,0.3,0.4167,0.8333,10,0,storm_events,1996-2025
36025,severe_wind_65kt_day,0.2667,0.875,,,8,0.125,spc,1996-2025
36025,severe_wind_day,4.233,0.8346,,,127,0.007874,spc,1996-2025
36025,tornado,0.2667,1,,,8,0.25,spc,1996-2025
36025,tornado_ef2plus,0.03333,1,,,1,1,spc,1996-2025
36025,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
36025,winter_storm,3.467,0.1538,0.7083,1.583,104,0,storm_events,1996-2025
36027,coastal_flood,0.03333,0,1.125,1.125,1,0,storm_events,1996-2025
36027,drought,0.2667,0,30,31,8,0,storm_events,1996-2025
36027,extreme_cold,0.9667,0,0.6667,1.542,29,0,storm_events,1996-2025
36027,flash_flood,0.9667,0.4483,0.1313,0.4583,29,0.03448,storm_events,1996-2025
36027,flood,1.033,0.2903,0.3125,1.917,31,0,storm_events,1996-2025
36027,hail_1in_day,1.133,0.2059,,,34,0,spc,1996-2025
36027,hail_2in_day,0.06667,0.5,,,2,0,spc,1996-2025
36027,heat,2.133,0,0.3333,3.333,64,0,storm_events,1996-2025
36027,high_wind,1.7,0.3137,0.2243,0.75,51,0.01961,storm_events,1996-2025
36027,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
36027,ice_storm,0.06667,0,0.75,1,2,0,storm_events,1996-2025
36027,severe_wind_65kt_day,0.3333,0.3,,,10,0,spc,1996-2025
36027,severe_wind_day,6.367,0.1728,,,191,0.01571,spc,1996-2025
36027,tornado,0.3333,0.6,,,10,0,spc,1996-2025
36027,tropical_cyclone_impact,0.03333,0,0.6458,0.6458,1,0,storm_events,1996-2025
36027,tropical_storm_passage,0.1447,,,,11,,hurdat2,1950-2025
36027,wildfire,0.06667,0.5,1.264,2.166,2,0,storm_events,1996-2025
36027,winter_storm,2.733,0.1707,0.75,1.25,82,0,storm_events,1996-2025
36029,coastal_flood,0.5333,0.75,0.166,0.625,16,0,storm_events,1996-2025
36029,drought,0.1667,0,30,31,5,0,storm_events,1996-2025
36029,extreme_cold,0.1,0,1.125,1.25,3,0.3333,storm_events,1996-2025
36029,flash_flood,1.967,0.9322,0.1146,0.4479,59,0,storm_events,1996-2025
36029,flood,1.167,0.8,0.3924,3.35,35,0,storm_events,1996-2025
36029,hail_1in_day,0.8333,0.6,,,25,0.04,spc,1996-2025
36029,hail_2in_day,0.06667,0,,,2,0,spc,1996-2025
36029,heat,0.03333,0,0,0,1,0,storm_events,1996-2025
36029,high_wind,3.133,0.9255,0.2083,0.6035,94,0.08511,storm_events,1996-2025
36029,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
36029,ice_storm,0.1333,1,0.75,1.042,4,0,storm_events,1996-2025
36029,severe_wind_65kt_day,0.1667,0.8,,,5,0,spc,1996-2025
36029,severe_wind_day,4.9,0.966,,,147,0.006803,spc,1996-2025
36029,tornado,0.4,0.6667,,,12,0.08333,spc,1996-2025
36029,tornado_ef2plus,0.06667,0.5,,,2,0,spc,1996-2025
36029,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
36029,winter_storm,6.867,0.801,0.7083,2.083,206,0.03398,storm_events,1996-2025
36031,coastal_flood,0.1333,0.5,17.46,31,4,0,storm_events,1996-2025
36031,extreme_cold,0.7667,0,0.7917,2.458,23,0,storm_events,1996-2025
36031,flash_flood,1.567,0.9787,0.125,0.4708,47,0,storm_events,1996-2025
36031,flood,1.6,0.9583,0.3958,6.417,48,0,storm_events,1996-2025
36031,hail_1in_day,0.9333,0.07143,,,28,0,spc,1996-2025
36031,hail_2in_day,0.03333,1,,,1,0,spc,1996-2025
36031,heat,0.2333,0.1429,2.417,5.417,7,0,storm_events,1996-2025
36031,high_wind,1.133,1,0.125,0.375,34,0,storm_events,1996-2025
36031,ice_storm,0.06667,1,1.75,2.625,2,0,storm_events,1996-2025
36031,severe_wind_65kt_day,0.1,0.6667,,,3,0,spc,1996-2025
36031,severe_wind_day,3.367,0.9505,,,101,0,spc,1996-2025
36031,tropical_storm_passage,0.02632,,,,2,,hurdat2,1950-2025
36031,winter_storm,4.6,0.8478,0.6667,1.167,138,0,storm_events,1996-2025
36033,extreme_cold,0.7667,0,0.7917,2.458,23,0,storm_events,1996-2025
36033,flash_flood,0.7333,0.9545,0.09375,0.5,22,0,storm_events,1996-2025
36033,flood,0.6667,0.9,0.8333,3.374,20,0,storm_events,1996-2025
36033,hail_1in_day,0.5667,0.05882,,,17,0,spc,1996-2025
36033,heat,0.2333,0.1429,2.417,5.417,7,0,storm_events,1996-2025
36033,high_wind,1.533,0.913,0.1493,0.3333,46,0,storm_events,1996-2025
36033,ice_storm,0.1,1,1.833,2.625,3,0,storm_events,1996-2025
36033,severe_wind_65kt_day,0.1,1,,,3,0,spc,1996-2025
36033,severe_wind_day,2.7,0.9259,,,81,0,spc,1996-2025
36033,tornado,0.03333,1,,,1,0,spc,1996-2025
36033,winter_storm,4.7,0.844,0.6667,1.167,141,0,storm_events,1996-2025
36035,drought,0.06667,0,30,31,2,0,storm_events,1996-2025
36035,extreme_cold,1.6,0,0.625,1.583,48,0,storm_events,1996-2025
36035,flash_flood,0.5667,0.7647,0.1146,0.4792,17,0,storm_events,1996-2025
36035,flood,0.5667,0.1765,0.6986,5.938,17,0,storm_events,1996-2025
36035,hail_1in_day,0.6333,0,,,19,0,spc,1996-2025
36035,hail_2in_day,0.1,0,,,3,0,spc,1996-2025
36035,heat,0.9333,0,1.333,4.333,28,0,storm_events,1996-2025
36035,high_wind,1.1,0.3939,0.2292,0.5833,33,0,storm_events,1996-2025
36035,ice_storm,0.1,0,0.875,1.042,3,0,storm_events,1996-2025
36035,severe_wind_65kt_day,0.1667,0.6,,,5,0.2,spc,1996-2025
36035,severe_wind_day,3.033,0.2308,,,91,0.02198,spc,1996-2025
36035,tornado,0.1667,0.4,,,5,0,spc,1996-2025
36035,tropical_cyclone_impact,0.03333,0,0.5625,0.5625,1,0,storm_events,1996-2025
36035,tropical_storm_passage,0.02632,,,,2,,hurdat2,1950-2025
36035,wildfire,0.03333,0,2.166,2.166,1,0,storm_events,1996-2025
36035,winter_storm,4.067,0.1393,0.875,1.678,122,0.01639,storm_events,1996-2025
36037,drought,0.1667,0,30,31,5,0,storm_events,1996-2025
36037,extreme_cold,0.06667,0,0.5833,1.25,2,0,storm_events,1996-2025
36037,flash_flood,0.3667,0.8182,0.08889,0.625,11,0,storm_events,1996-2025
36037,flood,0.5667,1,1.062,1.792,17,0,storm_events,1996-2025
36037,hail_1in_day,0.1667,0.8,,,5,0,spc,1996-2025
36037,high_wind,2.267,0.8676,0.2083,0.4583,68,0.04412,storm_events,1996-2025
36037,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
36037,ice_storm,0.1667,0.8,0.75,1.042,5,0,storm_events,1996-2025
36037,severe_wind_65kt_day,0.06667,1,,,2,0,spc,1996-2025
36037,severe_wind_day,2.467,0.973,,,74,0,spc,1996-2025
36037,tornado,0.1667,0.4,,,5,0,spc,1996-2025
36037,tropical_storm_passage,0.06579,,,,5,,hurdat2,1950-2025
36037,winter_storm,3.133,0.7872,0.5833,1.583,94,0.02128,storm_events,1996-2025
