fips,events_per_customer_year,p_ge_1d,p_ge_3d,p_ge_7d,p_ge_14d,median_hours,p90_hours,years_covered,years_of_data,duration_basis,events_per_year,events,customers,customer_hours_per_customer_year,share_customer_hours_in_events,longest_event_hours
47021,1.763,0.004167,0,0,0,1.5,5.5,2014-2025,11.17,county,23.73,265,15710,6.058,0.7797,121
47023,2.47,0.008254,0,0,0,1.25,3.75,2017-2025,8.75,county,18.74,164,6106,6.48,0.8068,50
47025,1.21,0.02329,0,0,0,1.25,6.25,2019-2025,6.917,county,20.53,142,21380,5.648,0.6463,78.75
47027,3.937,0.0003758,0,0,0,1.5,5,2014-2025,11.17,county,24.27,271,4055,9.877,0.8888,36.5
47029,1.134,0.006607,0.0002389,0,0,1.5,6.75,2017-2025,8.083,county,19.55,158,18730,4.987,0.7069,89
47031,0.5775,0.003925,0,0,0,1.75,12.75,2014-2025,10.08,county,9.917,100,33030,3.032,0.7544,102.8
47033,3.022,0,0,0,0,1.25,3.25,2016-2024,8.167,county,16.9,138,6207,6.405,0.8207,36
47035,2.317,0.02656,0,0,0,1.75,7,2019-2025,6.75,county,31.41,212,36170,10.23,0.8236,72.75
47037,0.6166,0.06055,0.007762,0,0,2.5,19.75,2014-2025,11.17,county,14.51,162,359100,5.868,0.7442,205.8
47041,0.1017,0,0,0,0,1,6.75,2015-2025,10.17,county,1.574,16,10380,0.3455,0.6446,16
47043,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2014-2025,6.417,state,0,0,28740,0.01847,0,0
47045,0.1721,0.009429,0,0,0,1.5,3.25,2016-2024,8.167,county,3.673,30,19620,0.4792,0.7943,43.25
47047,1.609,0.03544,0.0008693,0,0,1.75,7,2017-2025,8.75,county,31.89,279,22060,7.615,0.8747,138.8
47049,3.921,0.001673,0,0,0,1.5,5.75,2019-2025,6.75,county,34.07,230,10680,11.32,0.8805,54
47051,0.6817,0.0004652,0,0,0,2,6,2014-2025,8.667,county,13.27,115,22920,2.919,0.6506,41.25
47053,0.5074,0.001104,0,0,0,1.25,4,2016-2025,9.167,county,9.6,88,28040,1.502,0.6815,58.75
47055,2.616,0.0007667,0,0,0,1.5,5.25,2014-2025,9.25,county,26.92,249,16390,8.378,0.7993,50.5
47057,1.208,0.02288,0,0,0,1.5,6.5,2015-2025,10.58,county,16.35,173,12570,5.29,0.7844,85.25
47059,0.6772,0.01901,0,0,0,1.5,5.75,2016-2025,8.833,county,14.26,126,39860,2.898,0.697,133.5
47061,1.835,0.04231,0.016,0,0,2.25,16.25,2015-2025,6.417,county,15.9,102,7160,12.47,0.8771,111.2
47063,0.342,0.01235,0,0,0,1.25,4.5,2016-2025,9.083,county,9.248,84,38660,1.532,0.6182,75.25
47065,0.1832,0.04264,0,0,0,1.75,13.5,2017-2025,7.167,county,4.884,35,187900,1.928,0.471,42.5
47067,2.89,0.01892,0.007539,0,0,1.25,5.25,2019-2025,6.417,county,38.81,249,4277,11.47,0.8064,124.2
47069,0.2922,0.01298,0,0,0,1.75,6.5,2017-2025,8.75,county,5.143,45,12770,1.275,0.6872,62.5
47073,1.639,0.02191,0.003583,0,0,1.5,4.75,2014-2025,11.17,county,25.25,282,26530,6.966,0.7258,135.2
47075,1.111,0.009478,0,0,0,1.25,4.5,2016-2025,9.083,county,16.51,150,9744,3.237,0.8002,116.8
47077,0.1685,0.05091,0,0,0,1.5,6,2017-2025,8.75,county,3.429,30,16600,0.7248,0.8523,33.5
47079,3.017,0.01337,0.000158,0,0,1.5,5.5,2017-2025,6.667,county,48.15,321,22030,11.18,0.8358,81
47081,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2015-2025,6.583,state,0,0,12080,0.03223,0,0
47083,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2022-2024,1.417,state,0,0,4418,0,0,0
47087,0.1074,0.03949,0.007446,0.0008304,0,1.75,10.5,2015-2024,3.167,state,2.211,7,4827,0.2356,1.007,4.75
47089,0.7946,0.01601,0,0,0,1.75,7.25,2015-2025,10.5,county,12.48,131,32420,3.396,0.7841,119.2
47091,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2025-2025,0.5,state,0,0,9654,0.0174,0,0
47093,0.8415,0.006032,0,0,0,1.5,6,2014-2025,10.83,county,18.09,196,244100,4.293,0.5506,66.5
47095,1.509,0.005097,0,0,0,1.75,5.5,2016-2024,8.083,county,9.278,75,2815,4.352,0.9345,87.75
47097,0.1698,0,0,0,0,2,5.5,2017-2025,8.25,county,5.455,45,12260,0.6175,0.7921,22.25
47099,1.347,0.001678,0,0,0,1.5,3.25,2015-2025,7.333,county,22.23,163,21170,3.918,0.646,24.5
47101,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2014-2025,5.667,state,0,0,6968,0.02491,0,0
47103,0.002474,0.03949,0.007446,0.0008304,0,1.75,10.5,2014-2025,8.417,state,0.2376,2,18300,0.1835,0.06874,8.25
47105,0.8627,0.004117,0.001444,0,0,1.5,5.25,2014-2025,11.17,county,16.57,185,27680,2.856,0.7354,117.2
47107,0.5396,0.0056,0,0,0,2.25,6.25,2015-2025,9.25,county,19.24,178,30370,2.51,0.7123,55.25
47109,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2017-2024,3,state,0,0,15970,0.001649,0,0
47111,2.349,0.006145,0,0,0,1.5,4,2014-2025,11.17,county,28.39,317,13770,6.276,0.8206,55
47113,0.9664,0.006144,0,0,0,1.75,4.75,2016-2025,9.167,county,23.13,212,61450,3.833,0.6374,63
47115,0.6242,0.003199,0,0,0,2.25,7,2014-2025,7.833,county,12.77,100,15730,3.537,0.6394,53.25
47117,0.6025,0.01013,0,0,0,1.5,5.25,2014-2025,10,county,8.9,89,18320,2.334,0.7208,55
47119,1.064,0.001175,0.0002824,0,0,1.5,5.25,2014-2025,10.83,county,14.31,155,47610,3.301,0.7518,102.8
47121,3.77,0.002036,0,0,0,1.75,5.25,2019-2025,6.75,county,42.52,287,6967,11.96,0.8521,47.25
47123,0.9394,0.02956,0.005467,0,0,2,8,2014-2025,11.17,county,26.06,291,32870,5.569,0.7192,145.8
47125,0.5775,0.0241,0.002097,0,0,1.5,6.5,2014-2025,11.08,county,14.53,161,119900,2.821,0.7158,144.2
47127,1.991,0.01364,0,0,0,1.75,6.75,2014-2025,8.583,county,21.9,188,3269,7.508,0.8756,98
47129,0.1386,0,0,0,0,1.75,5.5,2014-2025,10.58,county,3.024,32,9954,0.5808,0.5988,25.25
47131,0.9651,0.01624,0.005596,0,0,1.5,6.5,2016-2024,8.167,county,16.65,136,17710,4.054,0.828,117.5
47133,0.4618,0.002274,0,0,0,2,6.25,2015-2025,9.333,county,8.679,81,10100,1.737,0.8084,32.75
47137,5.136,0.002628,0,0,0,1.5,7.25,2019-2025,6.75,county,32.89,222,2876,16.01,0.9257,80
47139,1.976,0.01224,0,0,0,2,6.5,2015-2025,9.333,county,25.61,239,9762,7.813,0.8645,58
47141,0.07534,0,0,0,0,1.5,6.5,2019-2025,6.75,county,2.815,19,50120,0.428,0.5361,41.75
47143,1.172,0.02033,0,0,0,2,5.75,2019-2025,6.75,county,16.74,113,17180,5.356,0.8036,76.75
47145,0.645,0.0009048,0,0,0,2,5.75,2014-2025,9.833,county,13.42,132,27010,2.378,0.7603,30.25
47147,1.4,0.002596,0,0,0,1.25,4.75,2014-2025,11.17,county,24.99,279,31940,4.613,0.7501,99
47149,0.2192,0,0,0,0,1.25,4,2014-2025,11.17,county,6.269,70,157600,0.9766,0.4378,46
47151,0.03489,0.03949,0.007446,0.0008304,0,1.75,10.5,2019-2025,6.583,state,1.063,7,11850,0.3378,0.5072,22.5
47153,1.076,0.0185,0.0004071,0,0,1.5,6,2019-2025,6.5,county,10.92,71,8785,4.685,0.7341,132.2
47155,1.161,0.06492,0.005184,0,0,2,13.75,2015-2025,10.58,county,25.98,275,71320,9.699,0.8164,221.5
47157,0.7479,0.1509,0.04244,0.005969,0,4.5,38.5,2014-2025,11.17,county,19.88,222,422900,14.58,0.7358,251.5
47159,0.3164,0.01838,0.002814,0,0,2.25,3.25,2015-2025,10.33,county,3.387,35,8588,1.235,0.8538,78
47161,4.99,0.01212,0.004393,0,0,1.25,4,2017-2025,9,county,43.67,393,5144,16.5,0.8717,144.2
47163,0.5622,0.06535,0.00665,0,0,2.25,13.25,2014-2025,11.17,county,19.79,221,69350,5.151,0.6515,128.8
47165,0.8518,0.03205,0.0001075,0,0,1.5,6.5,2014-2025,11.17,county,22.21,248,85060,3.853,0.7482,99.5
47167,1.522,0.02298,0.003002,0,0,1.75,7,2014-2025,11.08,county,24.09,267,22370,6.602,0.8628,105.2
47169,1.599,0,0,0,0,1.75,4,2014-2025,11.17,county,12.63,141,5242,4.32,0.829,24.75
47171,0.1311,0,0,0,0,2,6.75,2019-2025,6.667,county,2.85,19,12250,0.7249,0.5854,18.25
47173,2.825,0.001908,0,0,0,1.5,4.75,2014-2025,10.75,county,33.86,364,9474,8.569,0.7717,74.25
47175,0.915,0.02306,0.0006623,0,0,2,6.75,2019-2025,6.333,county,8.053,51,2866,3.997,0.8723,77.75
47177,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2015-2025,5.25,state,0,0,23920,0.001264,0,0
47179,0.3566,0.02346,0,0,0,1.5,6.75,2014-2025,10.67,county,7.594,81,86320,2.112,0.5959,114.2
47181,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2020-2025,5.083,state,0,0,8749,0.04995,0,0
47183,0,0.03949,0.007446,0.0008304,0,1.75,10.5,2017-2025,4.667,state,0,0,19880,0.01123,0,0
47185,0.3667,0.04707,0,0,0,2.5,10.25,2019-2025,6.75,county,5.778,39,13360,2.377,0.8329,63.5
47187,0.2691,0.0004982,0,0,0,1.25,4.25,2014-2025,11.17,county,7.701,86,123600,1.185,0.4393,59.75
47189,0.5739,0.01392,0,0,0,1.25,4.75,2014-2025,11.17,county,10.21,114,67210,2.226,0.6997,92.75
48001,1.801,0.04804,0.000737,0,0,2.25,14.5,2014-2025,10,county,31.6,316,29000,11.57,0.8519,162.5
48003,0.8585,0.02754,0.003476,0,0,1.5,8,2014-2025,9,county,13.44,121,12620,4.358,0.7187,99.25
48005,1.555,0.04248,0.009717,0,0,2,15.75,2014-2025,10,county,30.2,302,47180,11.42,0.8215,207.2
48007,3.213,0.02696,0.003369,0,0,1.5,6.25,2014-2025,9,county,42.56,383,11990,15.52,0.8279,144.2
48009,2.298,0.02597,0,0,0,2.5,12.5,2014-2025,9,county,28.22,254,3386,12.21,0.8953,79.75
48011,4.151,0.02013,0,0,0,2,12.25,2014-2025,10.25,county,10.44,107,725,18.2,0.967,118.5
48013,0.8223,0.0272,0,0,0,1.75,5.5,2014-2025,11.17,county,14.6,163,18990,4.29,0.7217,105.2
48015,14.28,0.09738,0.001309,0.000258,0.0001016,3,22.25,2014-2025,11.17,county,88.66,990,11910,113.2,0.9708,719.2
48017,0.4193,0.001437,0,0,0,2,6.25,2014-2025,10.25,county,4.488,46,4857,1.777,0.9291,31.75
48019,2.511,0.0009036,0,0,0,2.25,6,2015-2025,7.75,county,13.68,106,8532,8.406,0.9535,117
48021,1.301,0.01998,0.002547,0,0,2.25,10,2014-2025,11.17,county,18.99,212,33260,6.845,0.8297,111.8
48023,2.508,0.01613,0,0,0,1.75,7.25,2014-2025,8.583,county,15.15,130,1527,9.181,0.9046,71
48025,4.387,0.007896,0,0,0,1.25,4.25,2014-2025,9,county,37.44,337,10190,12.51,0.8473,117.2
48027,0.4803,0.2011,0.0259,0,0,3.5,41,2017-2025,8.5,county,12.12,103,171200,7.622,0.8063,243.8
48029,0.1107,0.2655,0,0,0,4.25,58.5,2014-2025,11.17,county,3.672,41,1025000,2.608,0.6744,96.25
48031,1.801,0.0473,0.003763,0.0003595,0,2.25,19.75,2017-2025,8.75,county,17.26,151,5297,11.37,0.9084,433.8
48033,5.973,0.01222,0.000947,0,0,2.25,10.25,2015-2025,8.667,county,27.23,236,408,30.32,0.8659,109
48035,2.244,0.03121,0,0,0,1.75,8.5,2017-2025,8.167,county,28.9,236,7389,10.33,0.9454,79.75
48037,0.3843,0.04355,0.003713,0,0,2.25,15.25,2014-2025,11.17,county,13.88,155,117000,3.463,0.6381,91.5
48039,2.491,0.1687,0.01494,0.001003,0,3.75,26.5,2014-2025,8.583,county,32.5,279,144200,29.65,0.858,253.2
48041,0.3833,0.03921,0,0,0,2.25,21.5,2014-2025,10.5,county,6.857,72,86290,3.398,0.7633,73.75
48043,3.07,0.03781,0.003279,0.0005011,0.00007369,2,9.5,2014-2025,8.917,county,22.21,198,4958,18.9,0.8539,907
48045,5.488,0.01644,0.01611,0,0,1.75,6.75,2015-2025,9.333,county,11.25,105,589,24.69,0.8914,118
48047,3.097,0.02458,0.0001379,0,0,2.5,9.5,2014-2025,9.083,county,37.1,337,3092,16.96,0.8269,111.8
48049,0.8797,0.02258,0,0,0,1.75,8.75,2014-2025,9,county,19.22,173,26880,4.714,0.757,80
48051,2.947,0.006561,0,0,0,2,6.5,2014-2025,11.17,county,31.25,349,7586,10.41,0.8561,94.75
48053,1.06,0.04491,0.0005964,0,0,1.5,15.75,2015-2025,8.833,county,15.4,136,18630,5.431,0.8202,119.2
48055,0.9537,0.0007858,0,0,0,1.5,6,2014-2025,11.17,county,11.01,123,21270,3.253,0.7616,88.5
48057,1.666,0.0407,0.01516,0,0,2,5,2014-2025,9,county,21.11,190,11200,9.343,0.8815,96.5
48059,3.761,0.001099,0,0,0,1.75,6.5,2014-2025,9,county,31.44,283,5270,12.67,0.844,89.75
48061,0.2484,0.09934,0.02923,0,0,2.5,23.75,2014-2025,9.667,county,9.207,89,262300,3.737,0.5914,121.5
48063,2.836,0.0558,0.001941,0,0,2.5,14.75,2014-2025,11.17,county,32.24,360,5954,17.52,0.9398,183.5
48065,2.041,0.05633,0.009191,0.001045,0,2,10.25,2014-2025,10.42,county,24.19,252,4187,11.75,0.9404,235.2
48067,3.22,0.03311,0.006269,0,0,2,11.5,2014-2025,11.17,county,43.88,490,15240,18.77,0.8742,242.8
48069,2.077,0.003912,0,0,0,1.5,5,2014-2025,10.42,county,35.23,367,5080,6.291,0.8807,57.75
48071,3.002,0.1322,0.003087,0,0,3.25,31.25,2014-2025,11.17,county,43.61,487,26380,30.99,0.9132,226.5
48073,2.201,0.05342,0.005112,0,0,2.5,14,2014-2025,9.167,county,40.04,367,29710,14.75,0.8664,190.2
48075,1.493,0.03126,0,0,0,2.25,20.75,2014-2025,10.83,county,13.66,148,2451,8.767,0.8904,79
48077,1.435,0.0357,0,0,0,2,9.25,2014-2025,9,county,20.22,182,4905,6.89,0.9032,73.25
48079,0.8419,0.02177,0.000983,0,0,2,5.5,2014-2025,10.33,county,7.548,78,1637,3.518,0.8726,139.8
48081,7.355,0.001056,0.00006211,0,0,1.5,4.75,2014-2025,8.833,county,38.83,343,1487,22.36,0.8424,186.2
48083,0.3937,0.01488,0,0,0,1.75,5.5,2014-2025,8.75,county,6.629,58,4018,1.389,0.7832,39
48085,0.2794,0.131,0.00631,0,0,3.25,37.75,2014-2025,9.667,county,7.966,77,417200,4.604,0.6243,109.2
48087,3.252,0.0353,0,0,0,2.25,6.25,2014-2025,11.08,county,14.53,161,1249,15.01,0.9201,80
48089,6.339,0.07461,0.000307,0,0,2.5,15.5,2014-2025,11.17,county,73.61,822,8146,40.68,0.9081,125.2
48091,0.4848,0.03722,0,0,0,2,19.5,2014-2025,11.17,county,9.403,105,91330,3.144,0.8762,97.5
48093,2.107,0.06498,0.0001596,0,0,2,13.25,2014-2025,8.917,county,25.12,224,7336,14.45,0.934,105.2
48095,3.998,0.005255,0,0,0,2.25,7,2014-2025,8.75,county,24.8,217,1545,16.69,0.8067,122.2
48097,1.718,0.04689,0,0,0,2.5,15.75,2014-2025,9.583,county,30.99,297,16850,11.4,0.8613,78.5
48099,0.6437,0.1272,0.01674,0,0,2.25,36.5,2014-2025,9,county,10.67,96,26480,7.114,0.8543,153
48101,1.097,0.1246,0,0,0,2.25,25,2014-2025,8.75,county,9.829,86,712,7.575,0.7824,33.25
48103,0.7693,0.007056,0,0,0,2,6.5,2014-2025,8.917,county,10.54,94,6157,3.938,0.6986,63
48105,3.892,0.004695,0,0,0,2.5,4.75,2014-2025,8.917,county,22.32,199,1289,14.09,0.7786,92
48107,3.239,0.02792,0.0006021,0,0,1.75,7.25,2014-2025,10.42,county,12.38,129,2609,13.61,0.9471,256.2
48109,7.162,0.05474,0.007611,0.002156,0.0004935,1.75,9.25,2014-2025,10.75,county,27.63,297,1000,38.95,0.9494,3122
48111,1.494,0.01149,0,0,0,1.5,4.75,2014-2025,10.33,county,16.26,168,2333,4.864,0.8699,45.5
48113,0.2562,0.3108,0.03839,0,0,12.25,55,2014-2025,10,county,5.4,54,959200,7.793,0.7062,144.2
48115,1.591,0.03357,0,0,0,2,13,2014-2025,9,county,21.89,197,8173,8.919,0.849,146.5
48117,1.642,0.00668,0,0,0,1.5,6.75,2014-2025,10.42,county,28.99,302,12110,6.415,0.8114,168.2
48119,2.292,0.0005002,0,0,0,1.75,7.5,2014-2025,8.917,county,20.41,182,3228,7.29,0.8989,58
48121,0.2088,0.1607,0,0,0,3.25,58.25,2014-2025,9.667,county,6.207,60,334500,3.899,0.6856,109.2
48123,0.6573,0.03804,0,0,0,2,8.5,2014-2025,11.17,county,15.76,176,11600,4.109,0.7328,141.2
48125,2.55,0.005471,0.002421,0,0,1.5,5,2014-2025,8.833,county,12.11,107,917,7.968,0.8301,116
48127,3.849,0.04808,0.02137,0.007158,0.001953,2,8.25,2014-2025,9.083,county,31.82,289,3368,29.49,0.977,5372
48129,3.007,0.01478,0.002838,0,0,2,7,2014-2025,11,county,9.909,109,1704,12.88,0.9213,79.75
48131,4.385,0.03796,0.0001233,0,0,2.5,8,2014-2025,9.583,county,54.89,526,4633,24.67,0.8646,121
48133,2.539,0.04464,0.0001793,0,0,2.25,10.5,2014-2025,9,county,29.11,262,9278,14.63,0.9023,121.8
48135,0.2575,0.08057,0.0009597,0,0,2.25,14,2014-2025,9,county,8.222,74,156500,2.749,0.5624,96
48137,24.66,0.03828,0.002776,0.00009655,0,1.5,7.5,2014-2025,9.583,county,39.76,381,526,109.7,0.9703,273
48139,0.8593,0.04745,0,0,0,2.75,17.5,2014-2025,9,county,20.56,185,80950,7.298,0.7181,158.5
48141,0.2637,0,0,0,0,1.75,4.25,2014-2025,11.17,county,13.07,146,349500,1.634,0.3569,25.5
48143,1.205,0.03378,0.005338,0,0,2,8.25,2014-2025,9,county,15.44,139,24280,6.655,0.8256,131.8
48145,3.053,0.06495,0,0,0,2,16.25,2014-2025,10.83,county,29.91,324,5499,18.95,0.9192,245.5
48147,1.213,0.01986,0,0,0,2.25,11.5,2014-2025,8.917,county,21.98,196,13640,6.567,0.8225,79.75
48149,0.3882,0.008053,0,0,0,1,3.25,2014-2025,11.17,county,4.03,45,9310,0.9297,0.77,67.5
48151,1.042,0.01826,0,0,0,2,10.75,2014-2025,8.917,county,12.79,114,2246,5.32,0.8296,70
48153,1.515,0.0172,0,0,0,1.75,6.25,2014-2025,10.42,county,11.52,120,2808,5.858,0.9257,135
48155,2.613,0.09594,0,0,0,1.75,20.75,2014-2025,8.833,county,15.28,135,462,18.06,0.8726,123.5
48157,0.452,0.166,0.01226,0,0,1.25,25.25,2014-2025,8.583,county,3.845,33,694800,5.253,0.752,178.8
48159,4.109,0.03786,0.02006,0,0,2.25,9.75,2014-2025,11.17,county,34.03,380,5481,26.23,0.909,159.2
48161,3.513,0.02262,0.006585,0,0,2.25,13,2014-2025,9.083,county,36.33,330,8915,21.06,0.8916,267
48163,1.855,0.03538,0,0,0,2,10,2014-2025,9.083,county,35.12,319,7146,9.495,0.8461,99.5
48165,1.105,0.007032,0,0,0,1.25,4,2014-2025,10.42,county,18.82,196,13870,3.029,0.7824,66.5
48167,1.406,0.1765,0.01238,0,0,3,26.5,2014-2025,11.17,county,25.34,283,144400,16.98,0.8731,208.8
48169,2.116,0.01408,0,0,0,1.5,7,2014-2025,10.42,county,14.78,154,2693,6.81,0.8802,139.2
48171,1.142,0.1911,0.02616,0.0126,0.0007329,2.5,53.25,2017-2025,8,county,12.38,99,17020,17.75,1.002,552.5
48173,7.979,0.01734,0,0,0,2.25,11.25,2014-2025,9,county,51.11,460,931,40.28,0.9012,204.2
48175,2.575,0.03945,0.0001278,0,0,2,8.25,2014-2025,11.17,county,29.46,329,2720,13.69,0.9141,120.2
48177,1.779,0.009998,0,0,0,1.75,6,2014-2025,11.17,county,27.85,311,7412,6.702,0.7619,125.8
48179,1.298,0.0382,0.006595,0.0007286,0,1.5,15.25,2014-2025,10.42,county,13.73,143,8021,7.991,0.8856,232
48181,1.046,0.03051,0,0,0,2,13,2014-2025,9.417,county,22.09,208,52510,6.417,0.7587,92.75
48183,2.149,0.08093,0.02199,0.0003785,0,2.5,20.5,2014-2025,11.17,county,34.57,386,64310,21.41,0.8419,233
48185,4.192,0.02665,0,0,0,1.75,7.5,2014-2025,11.17,county,41.91,468,9769,16.82,0.9194,94.25
48187,0.289,0.02377,0,0,0,1.75,6.5,2014-2025,11.17,county,9.045,101,97080,1.523,0.6013,79.5
48189,0.9527,0.00541,0.0005365,0,0,1.5,4.5,2014-2025,10.42,county,12.96,135,15400,3.039,0.7935,95.25
48191,2.966,0.02929,0,0,0,1.5,9,2014-2025,10.92,county,10.9,119,1741,11.64,0.8987,73.25
48193,1.38,0.01301,0,0,0,2.25,7,2017-2025,8.167,county,15.55,127,3131,5.543,0.8728,73.75
48195,2.164,0.01804,0.0003523,0,0,1.75,11.25,2014-2025,10.42,county,13.92,145,1763,9.851,0.9354,143.5
48197,3.978,0.01732,0.001319,0,0,2,6.75,2014-2025,8.917,county,21.31,190,1304,15.28,0.8424,194.2
48199,2.707,0.04955,0.005765,0.0001016,0,2.5,16.75,2014-2025,11.17,county,36.45,407,20840,19.26,0.8656,324.2
48201,1.065,0.1237,0.03052,0.002367,0,1,25.25,2014-2025,11.17,county,4.209,47,1828000,11.57,0.8425,258.8
48203,1.279,0.04884,0.03027,0,0,2.5,14.25,2014-2025,11.17,county,27.94,312,50380,12.09,0.8061,206.8
48205,1.275,0.006541,0,0,0,2.25,5.75,2014-2025,10.25,county,12.2,125,1626,4.674,0.901,76.5
48207,4.178,0.02528,0,0,0,1.5,5.5,2014-2025,8.833,county,23.43,207,2090,14.23,0.8618,102
48209,0.5952,0.08166,0,0,0,1.5,18.25,2014-2025,11.08,county,12.45,138,89330,3.331,0.8323,137
48211,1.69,0.002094,0.0009161,0,0,1.75,6,2014-2025,10.08,county,5.256,53,1345,5.619,0.9491,156.8
48213,1.217,0.04486,0,0,0,2,13,2014-2025,10,county,27.2,272,55810,7.966,0.8087,148.5
48215,0.185,0.1493,0.0375,0,0,8.25,39,2014-2025,9.5,county,4.526,43,753700,4.047,0.6913,141
48217,1.636,0.01148,0,0,0,2,9.75,2014-2025,9,county,26.22,236,13390,7.977,0.8286,86.75
48219,1.121,0.02305,0.0004972,0,0,1.5,4.5,2014-2025,10.42,county,14.3,149,10850,4.322,0.8652,148.5
48221,0.8107,0.0004858,0,0,0,2,8.75,2014-2025,9,county,15.89,143,27360,3.979,0.7467,138.2
48223,1.459,0.04622,0.001344,0,0,1.75,11.75,2014-2025,10.92,county,19.33,211,21120,7.859,0.8387,139
48225,3.984,0.02292,0,0,0,2.25,10.75,2014-2025,9.5,county,40.11,381,11680,19.71,0.9134,167
48227,0.3315,0.04589,0,0,0,2.25,16,2014-2025,9,county,8.556,77,43810,2.791,0.673,107
48229,3.288,0.06121,0.02903,0.01205,0.002657,2,12,2014-2025,10.83,county,6.554,71,1141,31.06,1.031,3758
48231,1.203,0.008929,0,0,0,1.75,7,2014-2025,10,county,21.8,218,45070,5.346,0.7702,89.25
48233,2.785,0.01397,0.001215,0.0002223,0,1.75,14,2014-2025,10.42,county,26.5,276,6978,12.95,0.9327,239.5
48235,6.22,0.02207,0.0003721,0.0001302,0,2.5,15.5,2014-2025,8.917,county,44.3,395,969,37.02,0.8513,390
48237,2.721,0.012,0,0,0,1.75,6,2014-2025,9,county,28.89,260,3594,10.36,0.8668,74.75
48239,1.9,0.02866,0.000897,0,0,2,8.25,2014-2025,9.25,county,12.32,114,6090,8.773,0.8476,111.8
48241,0.1579,0.02416,0,0,0,2,5.5,2014-2025,10.08,county,3.074,31,15310,0.8831,0.5688,64.25
48243,4.772,0.03759,0.0006499,0,0,2.25,9,2014-2025,8.833,county,25.7,227,1095,27.53,0.8647,317.2
48245,1.358,0.1426,0.04847,0.0006517,0,3.25,37,2014-2025,11.17,county,33.04,369,93190,20.15,0.8402,328.8
48247,2.931,0.00325,0,0,0,2.5,7.5,2014-2025,9.083,county,30.28,275,2958,12.11,0.8606,79.5
48249,1.779,0.04747,0,0,0,1.75,7.75,2014-2025,9.417,county,26.76,252,17610,10.42,0.7719,100
48251,0.7167,0.03455,0.0004893,0,0,1.75,11.25,2014-2025,9,county,19.11,172,76670,5.269,0.6266,143.8
48253,2.294,0.009113,0,0,0,1.75,9.5,2014-2025,8.917,county,20.97,187,5917,10.72,0.8647,80.25
48255,1.213,0.01487,0,0,0,1.75,5,2014-2025,11,county,17.64,194,5783,4.886,0.7733,160.2
48257,0.9211,0.02399,0,0,0,1.75,11,2014-2025,9.917,county,22.08,219,74760,5.123,0.7927,114.5
48259,1.041,0.01949,0,0,0,2.25,12.5,2016-2025,9.083,county,13.54,123,21040,5.856,0.8598,294.5
48261,11.92,0.01506,0,0,0,1.75,10.5,2014-2025,9.417,county,25.91,244,233,54.44,0.9133,105
48263,2.571,0.008598,0,0,0,2.5,8.25,2014-2025,8.5,county,6.118,52,346,11.82,0.8207,58
48265,0.8193,0.09708,0.01175,0.001777,0,3.25,23.5,2017-2025,8.5,county,12.47,106,39840,7.33,0.9522,433.2
48267,5.819,0.01882,0.001513,0.0003391,0,1.25,4.25,2014-2025,9.417,county,22.73,214,2099,15.03,0.9287,417.2
48269,3.833,0,0,0,0,2.25,6.25,2017-2025,6.5,county,8.154,53,119,13.4,0.7996,11.5
48271,3.492,0.03858,0.02857,0.0003405,0,2.5,8.75,2014-2025,9.167,county,19.09,175,1193,24.29,0.8747,377.2
48273,1.092,0.03609,0,0,0,2,7.75,2014-2025,9.417,county,17.84,168,20730,5.677,0.7737,104.8
48275,6.898,0.02041,0.000263,0,0,1.75,6.75,2014-2025,8.833,county,27.06,239,1248,24.22,0.8971,310
48277,0.7235,0.02338,0,0,0,1.5,7.75,2014-2025,8.917,county,15.7,140,27880,3.569,0.7175,75.25
48279,0.536,0.001229,0,0,0,2,7,2014-2025,10.75,county,7.442,80,8331,2.004,0.7936,43.75
48281,0.4251,0.006936,0.002146,0,0,1.75,7.25,2014-2025,9.5,county,5.789,55,11420,1.631,0.8475,134.5
48283,2.524,0.04997,0.007902,0,0,2.5,10,2014-2025,9.083,county,41.28,375,2749,16.1,0.8742,91.5
48285,1.691,0.02582,0.001059,0,0,2,6.5,2014-2025,11.17,county,23.19,259,8206,7.134,0.8393,139.2
48287,3.253,0.01198,0.0003358,0.0002922,0,1.25,4.25,2014-2025,11.17,county,20.51,229,6313,8.397,0.8937,367.2
48289,5.473,0.05668,0.0007727,0,0,2.5,13.5,2014-2025,11.08,county,44.93,498,7489,33.06,0.9496,190.8
48291,2.341,0.06365,0.01718,0,0,2.75,14.25,2014-2025,11.17,county,41.73,466,44190,19.26,0.8378,282.5
48293,2.977,0.06495,0.006362,0,0,2.25,18,2014-2025,11.17,county,32.51,363,8195,21.37,0.9022,272.8
48295,3.584,0.0008341,0,0,0,1.75,4.25,2014-2025,10.42,county,12.19,127,1445,9.581,0.9362,50
48297,3.726,0.02813,0,0,0,2,6.5,2014-2025,9.5,county,48.95,465,4153,18.92,0.8262,120
