zip,place,zip_land_share
52219,1964425,1
52220,1915870,1
52221,1933285,0.027
52223,1919675,0.02
52224,1923160,0.013
52225,1924375,0.017
52227,1925365,0.056
52228,1912000,0.042
52228,1926400,0.081
52233,1912000,0.025
52233,1935940,0.971
52235,1936345,0.308
52236,1936975,0.05
52240,1938595,0.058
52241,1916230,0.883
52242,1938595,1
52245,1938595,0.992
52246,1938595,0.497
52246,1979770,0.016
52247,1929325,0.01
52247,1940170,0.027
52253,1945615,0.045
52254,1946605,0.013
52255,1946920,0.025
52301,1949395,0.017
52302,1949485,0.231
52302,1967800,0.021
52305,1949845,0.011
52306,1950700,0.011
52307,1951600,1
52308,1952230,1
52309,1953265,0.017
52310,1953625,0.038
52312,1954030,1
52314,1954840,0.058
52315,1956055,0.011
52317,1916230,0.014
52317,1957360,0.262
52318,1957720,0.012
52320,1958980,0.018
52322,1960645,0.011
52323,1960690,0.014
52324,1912000,0.015
52324,1961230,0.026
52326,1965235,1
52327,1967440,0.023
52328,1967800,0.94
52332,1972480,0.02
52333,1973875,0.015
52334,1973965,0.099
52336,1974775,0.03
52337,1975045,0.027
52338,1972840,0.052
52338,1976890,0.024
52339,1977115,0.03
52340,1978060,0.218
52341,1935940,0.013
52342,1978510,0.026
52345,1979905,0.621
52346,1980400,0.019
52348,1981120,1
52349,1981210,0.033
52351,1981840,0.564
52353,1982335,0.033
52354,1982515,0.014
52356,1983280,0.011
52358,1983595,0.033
52359,1983775,0.018
52361,1985845,0.026
52401,1912000,1
52402,1912000,0.998
52403,1906175,0.058
52403,1912000,0.343
52403,1949485,0.023
52404,1912000,0.589
52405,1912000,0.527
52411,1912000,0.266
52411,1935940,0.047
52411,1967800,0.111
52501,1960465,0.071
52530,1900640,0.032
52531,1900910,0.014
52534,1905050,1
52535,1906625,0.018
52540,1963615,0.011
52542,1910450,0.011
52544,1912315,0.035
52548,1913215,1
52549,1913395,0.04
52550,1919855,0.025
52551,1922035,0.038
52551,1943950,0.038
52553,1923970,0.014
52554,1924420,0.029
52555,1926310,0.047
52556,1926445,0.036
52556,1948500,0.019
52557,1926445,1
52560,1927975,0.019
52561,1929190,0.028
52562,1935445,1
52563,1935670,0.014
52565,1940935,0.013
52566,1941565,0.34
52567,1944985,0.02
52568,1949935,1
52570,1952500,0.041
52571,1953985,0.012
52572,1954390,0.01
52574,1955200,0.075
52576,1959070,0.021
52577,1959925,0.051
52580,1960915,0.019
52581,1963345,0.015
52584,1965055,0.016
52585,1966720,0.019
52590,1971760,0.029
52591,1973110,0.017
52593,1979410,0.017
52594,1979680,0.016
52595,1979815,1
52601,1909550,0.128
52601,1958048,0.01
52619,1902710,0.017
52623,1918435,0.013
52624,1919990,1
52625,1921810,0.012
52627,1928605,0.142
52630,1936390,0.014
52631,1937335,1
52632,1940845,0.176
52632,1953805,0.051
52632,1970545,0.028
52635,1946065,0.014
52637,1941430,0.025
52637,1950790,0.017
52638,1951735,0.016
52639,1928605,0.015
52639,1953760,0.031
52640,1954120,0.011
52641,1954705,0.041
52645,1946965,0.014
52645,1956325,0.015
52647,1958890,1
52649,1970230,0.015
52650,1974325,0.058
52651,1975405,0.016
52652,1976800,1
52653,1982200,0.011
52654,1982965,0.019
52655,1905200,0.18
52655,1909550,0.024
52655,1983685,0.275
52657,1970185,1
52658,1903700,0.016
52658,1984855,0.031
52659,1986385,0.016
52660,1987330,0.071
52701,1902080,0.284
52722,1906355,0.809
52722,1967350,0.07
52726,1907075,0.096
52726,1909235,0.038
52728,1909235,0.995
52729,1909820,0.012
52730,1910135,0.234
52730,1914430,0.036
52731,1912855,0.011
52732,1914430,0.312
52737,1915375,1
52738,1915420,0.017
52739,1915645,0.011
52742,1921180,0.053
52746,1921720,0.013
52747,1922980,0.041
52748,1924600,0.243
52748,1961725,0.034
52749,1929280,0.839
52750,1931665,0.011
52751,1932025,0.037
52752,1932115,0.485
52753,1902665,0.018
52753,1944085,0.188
52753,1964740,0.017
52755,1946335,0.018
52756,1946425,0.026
52757,1947010,0.981
52758,1947820,0.524
52759,1953715,1
52760,1954345,0.054
52761,1926580,0.01
52761,1940733,0.026
52761,1955110,0.102
52768,1964740,0.088
52772,1978285,0.016
52773,1981705,0.056
52774,1983370,0.777
52776,1984315,0.02
52777,1984945,0.01
52778,1986070,0.027
52801,1919000,1
52802,1909235,0.011
52802,1919000,0.989
52803,1919000,0.999
52804,1909235,0.071
52804,1919000,0.307
52806,1919000,0.838
52807,1919000,0.413
53001,5500450,0.019
53001,5505275,0.027
53002,5501100,0.045
53003,5503175,1
53004,5506150,0.064
53004,5527550,0.011
53005,5510025,0.998
53006,5510450,0.015
53007,5511475,1
53010,5512325,0.013
53011,5512825,0.021
53012,5513375,0.143
53013,5513475,0.073
53014,5514475,0.03
53014,5577400,0.013
53015,5515400,0.048
53016,5515900,0.579
53017,5528875,0.077
53017,5567475,0.649
53018,5519400,0.471
53019,5522475,0.017
53020,5523275,0.02
53021,5527550,0.053
53021,5584150,0.041
53022,5528875,0.985
53023,5529350,0.015
53023,5531075,0.02
53024,5530000,0.185
53024,5564450,0.046
53027,5533000,0.083
53029,5514225,0.057
53029,5519400,0.08
53029,5533100,0.143
53029,5551375,0.064
53031,5535000,1
53032,5535750,0.118
53032,5538900,0.278
53033,5567475,0.814
53034,5536625,0.134
53035,5537150,0.02
53036,5537575,0.127
53036,5540750,0.01
53037,5528875,0.011
53037,5537675,0.146
53038,5538350,0.07
53039,5538675,0.023
53040,5539300,0.037
53042,5539525,0.041
53044,5540275,0.878
53045,5510025,0.838
53046,5542450,1
53047,5543025,1
53048,5545475,0.08
53049,5571050,0.049
53050,5538900,0.333
53050,5550200,0.046
53051,5551000,0.988
53057,5554650,0.033
53058,5514225,0.237
53058,5519400,0.184
53058,5555550,0.288
53058,5559650,0.02
53059,5556075,0.016
53061,5556800,0.059
53065,5558900,0.023
53066,5559250,0.114
53066,5559300,0.019
53066,5559650,0.031
53066,5578375,0.202
53069,5559650,1
53070,5528925,0.015
53070,5560100,0.067
53072,5510025,0.015
53072,5562240,0.454
53072,5562250,0.138
53072,5584250,0.042
53073,5563700,0.063
53074,5564450,0.152
53075,5566200,0.039
53076,5528875,0.245
53076,5567475,0.483
53078,5533000,0.017
53078,5569950,0.013
53079,5570500,0.025
53080,5571700,0.117
53080,5584150,0.038
53081,5540275,0.017
53081,5572975,0.534
53083,5536025,0.068
53083,5572975,0.098
53085,5573025,0.077
53086,5533000,0.017
53086,5574400,0.243
53088,5577400,1
53089,5551375,0.034
53089,5578750,0.288
53090,5556450,0.011
53090,5585350,0.089
53091,5579375,0.031
53092,5551150,0.949
53092,5579475,0.051
53093,5535000,0.116
53093,5583100,0.045
53094,5583975,0.09
53095,5585350,0.147
53097,5551150,1
53098,5583975,0.04
53103,5507200,0.224
53104,5509800,0.679
53104,5539225,0.01
53104,5571163,0.057
53105,5508625,0.021
53105,5510425,0.011
53105,5511200,0.048
53105,5568550,0.098
53108,5511950,0.552
53108,5566350,0.448
53110,5517975,1
53114,5501075,0.015
53114,5518825,0.043
53115,5519450,0.097
53115,5519500,0.057
53115,5581090,0.012
53118,5520550,0.063
53119,5521425,0.035
53120,5522100,0.08
53120,5555050,0.014
53120,5564700,0.019
53121,5523300,0.071
53121,5542805,0.038
53122,5510025,0.01
53122,5523575,0.99
53125,5526350,0.525
53126,5511950,0.264
53126,5554875,0.012
53126,5566350,0.513
53126,5589550,0.088
53128,5508265,0.32
53128,5528675,0.103
53128,5541560,0.014
53128,5564825,0.087
53128,5581250,0.017
53129,5531125,0.997
53130,5532075,0.998
53132,5527300,0.989
53132,5531125,0.011
53137,5533825,0.017
53137,5569300,0.084
53139,5521525,0.068
53140,5539225,0.663
53140,5574625,0.314
53142,5509800,0.446
53142,5539225,0.406
53142,5563300,0.141
53143,5539225,0.937
53143,5563300,0.063
53144,5539225,0.241
53144,5574625,0.437
53146,5556375,1
53147,5508265,0.063
53147,5516575,0.04
53147,5541450,0.098
53149,5555050,0.125
53150,5555275,0.923
53150,5556375,0.017
53151,5556375,1
53153,5558400,0.569
53154,5558800,1
53156,5561025,0.07
53157,5508265,1
53158,5563300,0.998
53167,5568550,1
53168,5560975,0.089
53168,5571163,0.446
53170,5571163,1
53172,5575125,1
53176,5575975,1
53177,5554875,0.496
53177,5574625,0.106
53177,5577925,0.149
53177,5589550,0.226
53178,5569300,0.029
53178,5578175,0.036
53179,5571163,1
53181,5581250,0.59
53182,5581775,0.047
53182,5589550,0.409
53183,5583175,0.895
53184,5583250,0.055
53185,5568550,0.03
53185,5579740,0.248
53185,5583825,0.053
53185,5587675,0.15
53186,5562240,0.269
53186,5584250,0.54
53188,5562240,0.097
53188,5584250,0.424
53189,5507200,0.011
53189,5584250,0.127
53190,5586925,0.068
53191,5587200,0.702
53192,5571163,0.685
53202,5553000,1
53203,5553000,1
53204,5553000,1
53205,5553000,1
53206,5553000,1
53207,5553000,0.999
53208,5553000,0.994
53209,5510375,0.081
53209,5529400,0.309
53209,5553000,0.609
53210,5553000,0.986
53210,5584675,0.014
53211,5553000,0.497
53211,5573725,0.401
53211,5586700,0.102
53212,5529400,0.107
53212,5553000,0.893
53213,5553000,0.147
53213,5584675,0.853
53214,5553000,0.255
53214,5585300,0.666
53214,5585875,0.079
53215,5553000,0.931
53215,5585875,0.069
53216,5553000,1
53217,5505450,0.17
53217,5527075,0.203
53217,5529400,0.139
53217,5568325,0.365
53217,5586700,0.121
53218,5553000,1
53219,5531175,0.03
53219,5553000,0.519
53219,5585300,0.416
53219,5585875,0.035
53220,5531175,0.696
53220,5553000,0.299
53221,5527300,0.011
53221,5531175,0.301
53221,5553000,0.688
53222,5553000,0.575
53222,5584675,0.425
53223,5510375,0.356
53223,5553000,0.644
53224,5553000,1
53225,5553000,0.8
53225,5584675,0.195
53226,5553000,0.096
53226,5584675,0.902
53227,5531175,0.023
53227,5553000,0.098
53227,5585300,0.875
53228,5531175,0.89
53228,5553000,0.102
53233,5553000,1
53235,5570650,0.999
53295,5553000,1
53402,5511950,0.796
53402,5566000,0.135
53402,5587700,0.063
53403,5554875,0.565
53403,5566000,0.343
53403,5574625,0.092
53404,5511950,0.362
53404,5554875,0.027
53404,5566000,0.611
53405,5511950,0.163
53405,5523725,0.023
53405,5554875,0.236
53405,5566000,0.578
53406,5511950,0.112
53406,5554875,0.74
53406,5566000,0.148
53502,5500750,0.024
53503,5502550,0.02
53506,5504025,0.037
53507,5504775,0.031
53508,5506300,0.023
53510,5506425,0.021
53511,5506500,0.151
53515,5507800,0.022
53517,5508475,0.019
53518,5508525,0.011
53520,5509925,0.015
53521,5510075,0.019
53522,5510475,0.027
53523,5512225,0.031
53523,5541765,0.071
53525,5515625,0.025
53526,5515975,0.114
53527,5517175,0.117
53528,5517775,0.041
53529,5518700,0.03
53530,5518875,0.013
53531,5519250,0.053
53532,5519350,0.149
53532,5587725,0.376
53533,5520350,0.029
53534,5522575,0.049
53534,5541583,0.017
53536,5524550,0.037
53537,5526400,1
53538,5526675,0.056
53538,5533675,0.025
53538,5541583,0.12
53540,5529950,1
53543,5534450,0.015
53544,5535400,0.017
53545,5537825,0.423
53546,5537825,0.197
53548,5537825,0.098
53549,5537900,0.082
53551,5541675,0.105
53553,5544625,0.114
53554,5545325,0.023
53555,5542012,0.089
53555,5545350,0.023
53556,5545575,0.02
53556,5572650,0.011
53557,5545950,0.214
53558,5546850,0.269
53558,5548000,0.029
53559,5549575,0.032
53560,5550225,0.029
53561,5542012,0.02
53561,5551325,0.023
53562,5548000,0.055
53562,5551575,0.256
53563,5537825,0.019
53563,5541583,0.015
53563,5552200,0.064
53565,5553100,0.017
53566,5553750,0.037
53569,5553950,0.012
53570,5554000,0.017
53571,5587725,1
53572,5554725,0.033
53573,5555200,0.014
53574,5556700,0.041
53575,5525950,0.243
53575,5560200,0.081
53576,5532550,0.016
53576,5560250,0.038
53577,5563125,0.018
53578,5542012,0.055
53578,5565100,0.042
53579,5566900,0.016
53580,5567100,0.027
53581,5567625,0.02
53582,5567875,0.036
53583,5571650,0.021
53584,5572650,1
53585,5572875,0.063
53586,5573825,0.013
53587,5575275,0.014
53587,5588025,0.026
53588,5576025,0.012
53589,5577675,0.071
53590,5578600,0.196
53590,5587725,0.07
53593,5525950,0.038
53593,5548000,0.059
53593,5582600,0.098
53594,5583925,0.052
53597,5551575,0.017
53597,5584350,0.135
53598,5519350,0.133
53598,5587725,0.703
53599,5588675,1
53703,5548000,1
53704,5548000,0.712
53704,5548750,0.032
53705,5548000,0.874
53705,5573750,0.126
53706,5548000,1
53711,5525950,0.567
53711,5548000,0.308
53713,5525950,0.179
53713,5548000,0.552
53713,5553675,0.081
53714,5548000,0.941
53715,5548000,1
53716,5548000,0.612
53716,5553675,0.386
53717,5548000,0.985
53717,5551575,0.014
53718,5548000,0.695
53719,5525950,0.212
53719,5548000,0.664
53726,5548000,1
53792,5548000,1
53801,5504250,0.012
53803,5506825,0.067
53804,5508375,0.024
53805,5508850,0.024
53806,5513050,0.015
53807,5517950,0.011
53808,5520175,0.345
53809,5525600,0.017
53810,5529500,0.06
53811,5533500,0.027
53811,5571585,0.03
53812,5539550,1
53813,5542250,0.021
53817,5561425,1
53818,5563250,0.04
53820,5564625,0.019
53821,5565050,0.06
53826,5584725,0.061
53901,5564100,0.06
53910,5500275,0.05
53910,5521975,0.011
53911,5502800,0.028
53913,5504625,0.053
53913,5541300,0.025
53916,5505900,0.071
53919,5509300,0.012
53920,5509575,0.223
53923,5512200,0.013
53924,5513300,0.013
53925,5516450,0.036
53928,5520775,1
53929,5523800,0.027
53930,5524075,0.015
53931,5525075,1
53932,5525150,0.048
53933,5527000,0.042
53934,5519600,0.036
53935,5528000,1
53936,5530100,0.019
53939,5539750,0.999
53940,5541300,1
53942,5544225,0.485
53944,5546600,0.027
53946,5549450,0.018
53947,5549500,0.893
53948,5550025,0.03
53949,5553875,0.012
53950,5556900,0.028
53951,5558025,0.011
53953,5560950,1
53954,5561100,0.024
53955,5519365,0.017
53955,5542012,0.048
53955,5564900,0.035
53956,5566150,0.016
53959,5566800,0.053
53960,5520775,0.02
53960,5568100,0.014
53961,5568975,0.055
53962,5581725,1
53963,5584425,0.051
53964,5585575,0.015
53965,5541300,0.024
53965,5588150,0.046
53968,5581725,0.01
53968,5588500,0.015
53969,5589300,0.722
54001,5501725,0.026
54002,5504400,0.04
54004,5515100,0.041
54005,5515250,0.031
54007,5519325,0.02
54009,5520850,0.053
54011,5523525,0.036
54013,5523900,0.018
54013,5529625,0.033
54014,5520125,0.041
54014,5531975,0.046
54015,5532325,0.062
54016,5536250,0.101
54016,5558050,0.023
54017,5557100,0.077
54020,5560450,0.055
54021,5565375,0.06
54022,5568275,0.052
54023,5568475,0.057
54024,5570550,0.06
54025,5574675,0.066
54026,5576825,0.077
54027,5587475,0.053
54028,5589025,0.048
54082,5535900,0.118
54101,5500150,0.017
54102,5501650,0.017
54106,5507725,0.011
54107,5508725,0.031
54107,5555650,0.015
54110,5509725,0.044
54110,5526575,0.029
54111,5513325,0.036
54111,5565725,0.017
54112,5516250,0.02
54113,5516500,0.941
54113,5539650,0.049
54115,5503425,0.02
54115,5506350,0.011
54115,5519775,0.096
54115,5535150,0.113
54123,5526575,1
54124,5529050,0.015
54124,5543207,0.074
54125,5529750,0.02
54126,5531375,0.013
54127,5531475,1
54128,5531675,0.023
54129,5532790,0.073
54129,5534575,0.021
54129,5577400,0.02
54130,5532790,0.055
54130,5538800,0.1
54135,5539250,0.159
54135,5543207,0.179
54136,5539650,0.992
54137,5540450,0.045
54138,5542050,0.038
54139,5543325,0.011
54140,5544950,0.979
54143,5549300,0.105
54149,5554625,0.051
54150,5551617,0.095
54150,5556050,0.139
54150,5589760,0.15
54151,5557325,0.021
54152,5557375,1
54153,5559350,0.067
54154,5559400,0.034
54155,5535150,0.495
54157,5562175,0.032
54160,5564675,1
54162,5501950,0.014
54162,5565675,0.025
54165,5572725,0.027
54166,5572925,0.046
54169,5532790,0.125
54169,5573525,0.875
54170,5573625,0.013
54171,5574500,0.05
54173,5577975,1
54180,5589150,0.67
54201,5501000,0.033
54202,5504300,0.039
54205,5512850,0.015
54207,5516350,1
54208,5519700,0.02
54209,5522850,0.065
54210,5523475,0.1
54211,5524150,1
54213,5526625,0.014
54214,5527125,0.998
54215,5539000,1
54216,5539350,0.033
54217,5546400,0.02
54220,5548500,0.18
54227,5549250,0.035
54228,5553325,0.063
54229,5531000,0.056
54230,5566875,0.011
54232,5571025,1
54234,5574225,0.11
54235,5545225,0.012
54235,5577875,0.052
54241,5581325,0.088
54245,5582200,0.036
54247,5586775,0.016
54301,5501150,0.69
54301,5531000,0.31
54302,5506350,0.073
54302,5531000,0.927
54303,5531000,0.663
54303,5535950,0.337
54304,5503425,0.515
54304,5531000,0.485
54307,5501150,1
54311,5506350,0.18
54311,5531000,0.223
54313,5503425,0.069
54313,5531000,0.07
54313,5535150,0.06
54313,5535950,0.258
54313,5577975,0.386
54401,5548225,0.221
54401,5567320,0.143
54401,5584475,0.126
54403,5584475,0.065
54405,5500100,0.088
54406,5501750,0.019
54407,5501800,0.025
54407,5556000,0.013
54408,5502075,0.028
54409,5502250,0.031
54410,5503025,0.013
54411,5503550,0.013
54412,5503775,0.029
54413,5504150,0.072
54414,5507600,0.017
54416,5509025,0.013
54417,5548225,1
54420,5514450,0.032
54421,5516150,0.023
54422,5518125,0.017
54423,5563925,0.052
54425,5520450,0.032
54426,5522550,0.017
54427,5522975,0.05
54427,5523075,0.017
54428,5523025,0.017
54428,5564550,0.103
54433,5529175,0.015
54437,5531575,0.021
54440,5533175,0.012
54441,5534250,0.909
54443,5538650,0.017
54446,5546075,0.017
54447,5546150,0.034
54448,5549100,0.035
54449,5549675,0.079
54450,5550000,1
54451,5550425,0.013
54452,5548225,0.054
54452,5551250,0.017
54454,5551875,0.022
54455,5540550,0.219
54455,5554500,0.033
54456,5555800,0.012
54457,5541160,0.038
54457,5541210,0.027
54457,5555875,0.024
54458,5556000,1
54459,5559500,0.023
54460,5560825,0.024
54467,5563525,0.16
54469,5564175,0.889
54470,5567275,0.016
54473,5569575,0.012
54474,5540550,0.016
54474,5569725,0.984
54475,5570000,0.032
54476,5569725,0.034
54476,5572150,0.05
54476,5586025,0.501
54479,5575400,0.026
54480,5577100,0.011
54481,5577200,0.167
54481,5586975,0.028
54482,5577200,0.068
54484,5577750,0.05
54485,5578425,0.036
54486,5579825,0.015
54487,5580125,0.027
54488,5581850,0.026
54489,5582650,0.024
54490,5585425,0.015
54491,5586750,0.011
54494,5507650,0.037
54494,5541975,0.033
54494,5564175,0.017
54494,5588200,0.054
54495,5588200,0.068
54499,5588325,0.016
54501,5567200,0.023
54512,5508925,0.016
54515,5513175,0.054
54520,5517425,0.043
54520,5553500,0.03
54521,5521625,0.017
54525,5554075,0.776
54527,5529675,0.011
54530,5533275,0.019
54534,5536525,0.024
54536,5537125,0.06
54537,5539175,0.023
54538,5540675,0.047
54539,5541875,0.028
54541,5542475,0.014
54547,5551175,0.021
54550,5554075,0.053
54550,5561800,0.039
54552,5561200,0.01
54556,5565325,0.019
54560,5571950,0.057
54562,5579675,0.02
54563,5580225,0.048
54566,5583000,0.018
54568,5588925,0.019
54601,5540775,0.189
54601,5570800,0.025
54603,5527875,0.228
54603,5540775,0.729
54610,5501225,0.041
54611,5501300,0.019
54612,5502500,0.022
54612,5536800,0.011
54613,5502725,0.029
54613,5519600,0.012
54614,5504550,0.021
54615,5507900,0.013
54616,5508075,0.028
54618,5512350,0.011
54619,5512950,0.012
54621,5514150,0.023
54622,5511062,0.029
54622,5516025,0.014
54623,5516900,0.022
54624,5519850,0.019
54625,5520275,0.072
54626,5521900,0.047
54626,5546675,0.019
54628,5525725,0.027
54629,5526850,0.039
54630,5528200,0.016
54631,5506225,0.053
54631,5528450,0.047
54635,5535075,0.014
54636,5535450,0.081
54637,5536675,1
54638,5539150,0.012
54639,5540875,0.011
54643,5552025,1
54644,5553050,0.01
54645,5554900,0.913
54646,5555700,0.017
54648,5558575,0.014
54650,5509465,0.148
54650,5535450,0.018
54650,5540775,0.029
54650,5559925,0.334
54651,5560075,0.017
54652,5566450,0.051
54653,5568900,0.027
54654,5572475,1
54655,5574550,0.04
54656,5575325,0.028
54657,5577175,0.214
54658,5577550,0.018
54659,5579150,0.012
54660,5580075,0.045
54661,5580475,0.038
54664,5582900,0.012
54665,5582925,0.024
54667,5585475,0.03
54669,5586275,0.065
54670,5587525,0.017
54701,5522300,0.133
54703,5522300,0.262
54703,5541525,0.017
54703,5572670,0.03
54720,5501550,0.889
54721,5502700,0.011
54722,5503825,0.015
54723,5505325,0.018
54724,5508225,0.018
54725,5509050,0.038
54726,5509075,0.023
54727,5511750,0.024
54728,5514325,0.019
54729,5514575,0.069
54729,5541525,0.077
54729,5542025,0.023
54730,5516275,0.01
54730,5578980,0.112
54731,5516775,0.011
54732,5517100,0.039
54733,5518575,0.032
54734,5520675,0.094
54736,5521225,0.014
54739,5523325,0.022
54740,5523700,0.018
54741,5524825,0.015
54742,5525125,0.019
54746,5536400,0.026
54747,5536800,0.017
54748,5538225,0.015
54749,5539975,0.039
54750,5548175,0.018
54751,5551025,0.06
54751,5578980,0.013
54754,5533150,0.018
54754,5551300,0.018
54755,5529200,0.013
54755,5553600,0.015
54756,5555950,0.017
54757,5556350,0.022
54758,5560575,0.013
54759,5561925,0.014
54760,5562675,1
54761,5563600,0.026
54762,5565150,0.018
54767,5576300,0.047
54768,5576625,0.032
54769,5577475,0.029
54770,5577825,0.019
54772,5586575,0.014
54773,5508075,0.017
54773,5586725,0.054
54801,5575625,0.021
54805,5501325,0.036
54806,5503225,0.046
54810,5504475,0.047
54812,5504875,0.032
54813,5504925,0.014
54819,5510500,0.015
54820,5510550,0.023
54822,5512250,0.057
54822,5567350,0.028
54824,5513850,0.043
54827,5517150,0.063
54828,5514440,0.023
54828,5517225,0.014
54828,5557050,0.241
54828,5567050,0.491
54829,5518025,0.028
54832,5520875,0.014
54839,5530150,0.017
54840,5530450,0.012
54841,5533225,0.999
54843,5514440,0.044
54843,5545220,0.02
54844,5533975,0.085
54847,5537175,0.033
54848,5540850,0.022
54849,5541725,0.144
54853,5546200,0.022
54855,5538487,0.177
54855,5549175,0.015
54858,5552075,0.103
54861,5557008,1
54864,5563975,0.23
54865,5564500,0.018
54867,5566050,0.011
54868,5567350,0.035
54871,5573200,0.051
54872,5574175,0.019
54874,5578650,0.032
54876,5567050,0.181
54876,5577625,0.01
54880,5559800,0.012
54880,5578650,0.192
54888,5580425,0.012
54889,5581075,0.039
54891,5583525,0.057
54893,5585025,0.011
54901,5560500,0.633
54902,5560500,0.251
54904,5560500,0.098
54909,5501400,0.011
54911,5502375,0.743
54911,5544950,0.167
54913,5502375,0.108
54913,5544950,0.024
54914,5502375,0.198
54914,5526982,0.034
54915,5502375,0.506
54915,5526982,0.041
54915,5532790,0.28
54915,5539650,0.012
54921,5504525,0.058
54922,5505575,0.02
54923,5506925,0.043
54926,5507250,0.989
54927,5511500,1
54928,5512675,0.086
54929,5515725,0.036
54930,5516375,0.016
54931,5518500,1
54933,5523850,0.803
54935,5526275,0.831
54935,5579100,0.035
54937,5526275,0.052
54937,5558000,0.018
54937,5571050,0.015
54940,5527800,0.011
54940,5581150,0.011
54941,5531300,0.057
54944,5518500,0.013
54944,5535850,0.049
54945,5537025,0.016
54946,5539700,1
54947,5587625,0.05
54948,5543575,0.039
54949,5548350,0.025
54950,5549400,0.03
54950,5561675,0.02
54952,5526982,0.062
54952,5532790,0.632
54952,5550825,0.215
54956,5526982,0.15
54956,5555750,0.152
54960,5556125,0.02
54961,5556925,0.045
54961,5558375,0.014
54962,5559475,0.021
54963,5524475,0.014
54963,5559875,0.032
54964,5584200,0.014
54965,5562975,0.02
54966,5563150,0.019
54967,5564950,0.326
54968,5565600,0.025
54970,5545425,0.027
54970,5566625,0.052
54971,5568175,0.045
54974,5569525,0.047
54977,5571975,0.023
54979,5582450,0.03
54980,5584200,1
54981,5513880,0.026
54981,5539700,0.016
54981,5584375,0.06
54982,5584625,0.022
54983,5586400,0.019
54984,5587075,0.019
54985,5560500,0.908
54986,5511500,0.019
54986,5587900,0.051
55001,2700316,0.929
55003,2704114,0.842
55005,2705554,0.052
55005,2717486,0.737
55005,2747690,0.142
55006,2707282,0.021
55008,2709370,0.073
55009,2709730,0.037
55011,2717486,0.552
55011,2747690,0.437
55012,2710576,0.025
55013,2711350,0.389
55013,2772022,0.077
55014,2706382,0.126
55014,2711494,0.086
55014,2712718,0.09
55014,2736836,0.033
55014,2737322,0.665
55016,2713456,0.996
55018,2715706,0.028
55019,2717126,0.089
55020,2718662,0.103
55021,2720546,0.088
55024,2720618,0.172
55024,2735180,0.021
55025,2711350,0.017
55025,2712718,0.529
55025,2721770,0.383
55025,2737322,0.012
55025,2772022,0.056
55026,2722904,0.289
55030,2725424,0.022
55031,2726864,0.03
55032,2727278,0.257
55032,2746798,0.079
55033,2713456,0.025
55033,2727530,0.071
55036,2728574,1
55037,2729294,0.012
55038,2710648,0.042
55038,2730392,0.61
55038,2737322,0.244
55040,2731328,0.052
55041,2734172,0.031
55042,2734244,0.887
55043,2734622,0.55
55043,2734658,0.085
55043,2734865,0.149
55043,2757292,0.103
55044,2735180,0.507
55045,2737304,0.109
55046,2738150,0.059
55047,2740562,0.134
55047,2758900,0.391
55049,2741426,0.026
55051,2744044,0.024
55052,2744296,0.024
55053,2745196,0.029
55054,2718662,1
55055,2745790,0.999
55056,2746798,0.304
55057,2746924,0.068
55060,2749300,0.073
55063,2751064,0.024
55063,2754934,0.187
55065,2753098,0.029
55066,2753620,0.179
55068,2712376,0.033
55068,2735180,0.031
55068,2755726,0.723
55069,2727278,0.034
55069,2754934,0.179
55069,2756266,0.057
55070,2756950,0.617
55071,2758018,0.6
55072,2758396,0.015
55073,2711350,0.012
55073,2721770,0.031
55073,2758900,0.831
55074,2759314,0.037
55075,2731076,0.01
55075,2761492,0.99
55076,2731076,0.991
55077,2731076,0.99
55079,2740814,0.022
55079,2762320,0.051
55079,2772022,0.037
55080,2762356,0.011
55082,2725334,0.266
55082,2747914,0.037
55082,2762824,0.102
55084,2764318,0.156
55085,2766802,1
55087,2768260,0.226
55089,2753620,0.196
55090,2739428,0.017
55090,2770366,0.983
55092,2712718,0.053
55092,2717486,0.158
55092,2772022,0.351
55101,2758000,1
55102,2758000,1
55103,2758000,1
55104,2758000,1
55105,2758000,1
55106,2758000,1
55107,2758000,1
55108,2720420,0.258
55108,2735738,0.023
55108,2758000,0.719
55109,2737502,0.027
55109,2740382,0.712
55109,2747221,0.244
55109,2766460,0.014
55110,2706058,0.014
55110,2715616,0.108
55110,2723318,0.042
55110,2725334,0.075
55110,2730392,0.108
55110,2737322,0.04
55110,2766460,0.054
55110,2769970,0.319
55112,2702026,0.38
55112,2744530,0.232
55112,2745430,0.372
55112,2755852,0.01
55113,2720420,0.081
55113,2735738,0.022
55113,2737502,0.013
55113,2740382,0.017
55113,2755852,0.864
55114,2758000,1
55115,2725334,0.33
55115,2739428,0.566
55115,2751316,0.096
55116,2758000,1
55117,2737502,0.336
55117,2740382,0.195
55117,2758000,0.466
55118,2737016,0.053
55118,2741696,0.346
55118,2763544,0.129
55118,2769700,0.469
55119,2740382,0.506
55119,2758000,0.494
55120,2741696,0.999
55121,2717288,1
55122,2717288,1
55123,2717288,1
55124,2701900,1
55125,2771428,1
55126,2702026,0.134
55126,2737322,0.037
55126,2759998,0.785
55126,2766460,0.011
55127,2737502,0.014
55127,2747104,0.509
55127,2766460,0.392
55127,2769970,0.011
55128,2747680,0.976
55128,2751316,0.016
55129,2771428,1
55130,2758000,1
55150,2741678,0.838
55150,2741696,0.162
55155,2758000,1
